distance [mm],force_median [N],L2012_lambda [1/mm],L2012_f0 [N],L2012_delta [mm],L2012_L [mm],P2015_density [kg/m^3],P2015_ssa [m^2/kg]
107.5000,0.0534,126605.8191,0.0001,0.0062,0.0537,130.1915,57.7444
108.7500,0.0534,126766.1824,0.0001,0.0062,0.0537,130.1873,57.7519
110.0000,0.0534,131066.9515,0.0001,0.0062,0.0531,130.0774,57.9485
111.2500,0.0534,147058.8553,0.0001,0.0061,0.0511,129.7076,58.6199
112.5000,0.0534,134408.5353,0.0001,0.0060,0.0527,129.9953,58.0963
113.7500,0.0534,110874.6254,0.0002,0.0063,0.0562,130.6409,56.9536
115.0000,0.0534,101160.3754,0.0002,0.0069,0.0579,130.9633,56.3989
116.2500,0.0534,101561.9211,0.0001,0.0072,0.0578,130.9492,56.4230
117.5000,0.0534,87166.3578,0.0002,0.0076,0.0608,131.5083,55.4846
118.7500,0.0534,73660.1187,0.0002,0.0087,0.0644,132.1580,54.4309
120.0000,0.0534,91943.0268,0.0001,0.0087,0.0598,131.3099,55.8141
121.2500,0.0534,126713.8426,0.0001,0.0079,0.0537,130.1887,57.7495
122.5000,0.0534,108924.7063,0.0001,0.0087,0.0565,130.7025,56.8468
123.7500,0.0534,109378.6489,0.0001,0.0089,0.0564,130.6881,56.8718
125.0000,0.0534,143855.6837,0.0001,0.0077,0.0515,129.7772,58.4923
126.2500,0.0534,139431.5426,0.0001,0.0080,0.0520,129.8769,58.3107
127.5000,0.0534,138777.7173,0.0001,0.0083,0.0521,129.8920,58.2832
128.7500,0.0534,128042.5536,0.0001,0.0084,0.0535,130.1542,57.8110
130.0000,0.0534,112235.6211,0.0001,0.0084,0.0559,130.5988,57.0269
131.2500,0.0534,137350.7641,0.0001,0.0076,0.0523,129.9253,58.2229
132.5000,0.0534,146511.4213,0.0001,0.0074,0.0512,129.7193,58.5983
133.7500,0.0534,145705.4123,0.0001,0.0072,0.0513,129.7367,58.5664
135.0000,0.0534,130547.3326,0.0001,0.0076,0.0532,130.0905,57.9251
136.2500,0.0534,89657.0198,0.0001,0.0085,0.0603,131.4031,55.6589
137.5000,0.0534,71109.0602,0.0002,0.0090,0.0651,132.2987,54.2078
138.7500,0.0534,77659.0409,0.0002,0.0085,0.0632,131.9501,54.7640
140.0000,0.0534,83941.8698,0.0002,0.0077,0.0616,131.6506,55.2505
141.2500,0.0534,68585.4611,0.0002,0.0084,0.0659,132.4447,53.9781
142.5000,0.0534,69297.7078,0.0002,0.0093,0.0657,132.4028,54.0438
143.7500,0.0534,83034.3027,0.0001,0.0088,0.0618,131.6920,55.1827
145.0000,0.0534,86545.6424,0.0001,0.0084,0.0610,131.5351,55.4403
146.2500,0.0534,76488.9740,0.0002,0.0087,0.0636,132.0094,54.6685
147.5000,0.0534,81986.6677,0.0002,0.0079,0.0621,131.7405,55.1035
148.7500,0.0534,66995.2589,0.0002,0.0081,0.0664,132.5404,53.8285
150.0000,0.0534,53057.2048,0.0002,0.0090,0.0718,133.5339,52.3214
151.2500,0.0534,47919.3001,0.0003,0.0089,0.0743,133.9925,51.6525
152.5000,0.0534,49897.7060,0.0002,0.0092,0.0733,133.8085,51.9189
153.7500,0.0534,76701.3839,0.0002,0.0087,0.0635,131.9985,54.6860
155.0000,0.0534,88274.6126,0.0001,0.0091,0.0606,131.4610,55.5628
156.2500,0.0534,81767.8126,0.0001,0.0105,0.0622,131.7508,55.0868
157.5000,0.0534,82533.0992,0.0001,0.0094,0.0620,131.7151,55.1450
158.7500,0.0534,81499.1062,0.0001,0.0091,0.0622,131.7634,55.0663
160.0000,0.0534,94201.4305,0.0001,0.0090,0.0593,131.2208,55.9633
161.2500,0.0534,75805.1512,0.0002,0.0087,0.0637,132.0446,54.6120
162.5000,0.0534,60269.0233,0.0002,0.0091,0.0688,132.9815,53.1493
163.7500,0.0534,60978.2382,0.0002,0.0093,0.0685,132.9319,53.2247
165.0000,0.0534,59518.4088,0.0002,0.0097,0.0691,133.0348,53.0683
166.2500,0.0534,48750.3814,0.0002,0.0107,0.0739,133.9140,51.7658
167.5000,0.0547,43195.6348,0.0002,0.0106,0.0769,136.6681,50.3498
168.7500,0.0547,40499.4272,0.0002,0.0113,0.0786,136.9722,49.9288
170.0000,0.0547,46222.3807,0.0002,0.0107,0.0752,136.3555,50.7898
171.2500,0.0534,67877.8978,0.0002,0.0084,0.0661,132.4869,53.9120
172.5000,0.0547,66982.0833,0.0002,0.0085,0.0664,134.7630,53.1498
173.7500,0.0547,50493.4114,0.0002,0.0095,0.0730,135.9581,51.3598
175.0000,0.0547,43818.5386,0.0002,0.0100,0.0765,136.6014,50.4431
176.2500,0.0534,46991.7689,0.0002,0.0108,0.0748,134.0823,51.5234
177.5000,0.0547,50894.2959,0.0002,0.0114,0.0728,135.9231,51.4106
178.7500,0.0547,79971.4261,0.0001,0.0101,0.0626,134.0689,54.2453
180.0000,0.0547,137352.3050,0.0001,0.0087,0.0523,132.1873,57.4440
181.2500,0.0547,142760.5727,0.0001,0.0081,0.0516,132.0655,57.6635
182.5000,0.0547,126937.5175,0.0001,0.0075,0.0537,132.4410,56.9919
183.7500,0.0547,116467.6818,0.0001,0.0077,0.0552,132.7256,56.4926
185.0000,0.0547,94522.8975,0.0001,0.0088,0.0592,133.4507,55.2578
186.2500,0.0560,47110.6347,0.0002,0.0098,0.0747,138.4166,50.3115
187.5000,0.0610,7893.8423,0.0012,0.0136,0.1355,156.8080,37.0020
188.7500,0.0750,5188.0072,0.0019,0.0153,0.1558,177.4904,31.7041
190.0000,0.0877,5131.5819,0.0007,0.0466,0.1564,190.6491,29.8595
191.2500,0.0890,24163.7800,0.0003,0.0235,0.0933,184.0842,37.1942
192.5000,0.0890,39363.4854,0.0003,0.0176,0.0793,182.3597,39.3705
193.7500,0.0903,25663.7098,0.0004,0.0190,0.0915,185.1522,37.2375
195.0000,0.0865,29588.9965,0.0005,0.0125,0.0872,180.6702,38.6056
196.2500,0.0814,26150.5279,0.0006,0.0098,0.0909,175.5898,39.0711
197.5000,0.0763,40728.9576,0.0003,0.0111,0.0784,167.9179,42.4414
198.7500,0.0738,26149.1276,0.0004,0.0134,0.0909,166.5868,40.8414
200.0000,0.0712,27329.4963,0.0004,0.0148,0.0896,163.1781,41.7397
201.2500,0.0699,68904.5957,0.0002,0.0095,0.0658,157.9084,46.9248
202.5000,0.0687,52525.7510,0.0003,0.0095,0.0720,157.1374,45.9700
203.7500,0.0687,38802.3018,0.0003,0.0119,0.0797,158.3198,44.3659
205.0000,0.0687,32174.0916,0.0003,0.0136,0.0848,159.1133,43.3482
206.2500,0.0712,31796.4078,0.0003,0.0132,0.0852,162.5164,42.5513
207.5000,0.0725,39829.4114,0.0003,0.0129,0.0790,163.2359,43.3703
208.7500,0.0725,37439.7591,0.0003,0.0141,0.0806,163.4795,43.0520
210.0000,0.0725,28834.5956,0.0003,0.0177,0.0880,164.5649,41.6863
211.2500,0.0725,30747.3638,0.0003,0.0183,0.0861,164.2892,42.0253
212.5000,0.0712,27190.3873,0.0003,0.0190,0.0897,163.2010,41.7122
213.7500,0.0712,32407.5276,0.0003,0.0166,0.0846,162.4355,42.6526
215.0000,0.0699,33972.6547,0.0003,0.0149,0.0833,160.5728,43.2684
216.2500,0.0687,32374.0244,0.0003,0.0167,0.0846,159.0862,43.3822
217.5000,0.0725,83.0680,0.0784,0.0327,0.6183,243.0467,11.6950
218.7500,0.2263,20.7117,0.3826,0.0826,0.9824,278.0858,6.9627
220.0000,0.8609,66.2697,0.4086,0.0640,0.6667,303.9130,8.0273
221.2500,1.7154,100.5986,0.6174,0.0630,0.5801,339.2552,7.7936
222.5000,3.1307,467.0741,0.1870,0.0689,0.3477,430.2427,8.0496
223.7500,3.4359,4070.6794,0.0486,0.0347,0.1690,492.9640,8.8898
225.0000,3.7449,4986.4865,0.0516,0.0291,0.1579,503.6715,8.7198
226.2500,3.9941,6274.7928,0.0359,0.0355,0.1463,512.9740,8.6098
227.5000,4.3044,3013.8606,0.0765,0.0376,0.1868,505.2685,8.1682
228.7500,5.0813,2525.9613,0.1132,0.0357,0.1981,514.3628,7.7035
230.0000,5.7057,8502.7890,0.0392,0.0341,0.1322,548.5665,7.6666
231.2500,5.9422,11912.1093,0.0325,0.0307,0.1181,557.4997,7.6074
232.5000,6.0592,6445.2892,0.0384,0.0489,0.1450,548.7992,7.4567
233.7500,6.2563,6582.5424,0.0504,0.0376,0.1440,551.9150,7.3756
235.0000,6.3110,6318.5227,0.0430,0.0462,0.1459,551.8774,7.3466
236.2500,6.2639,1404.9247,0.0896,0.1001,0.2409,514.0001,7.1026
237.5000,6.3784,1153.9226,0.0952,0.1157,0.2572,508.8847,7.0281
238.7500,6.7141,3831.0419,0.0950,0.0368,0.1724,546.5158,7.1172
240.0000,7.2240,15960.8201,0.0339,0.0267,0.1071,579.2146,7.0915
241.2500,7.1757,14112.7701,0.0378,0.0267,0.1116,576.7803,7.0988
242.5000,6.6403,13009.7011,0.0486,0.0211,0.1147,568.6580,7.3057
243.7500,6.2932,14523.0822,0.0309,0.0279,0.1106,565.5249,7.4712
245.0000,6.1813,7462.3249,0.0374,0.0443,0.1381,553.1921,7.4269
246.2500,6.3084,7640.0549,0.0381,0.0434,0.1370,555.3623,7.3760
247.5000,6.4915,1892.8220,0.0879,0.0797,0.2181,525.6511,7.0822
248.7500,6.9074,2645.9144,0.0722,0.0722,0.1951,539.6829,6.9980
250.0000,7.1350,2868.0534,0.0685,0.0733,0.1899,544.3491,6.9355
251.2500,7.2125,1657.3369,0.0953,0.0929,0.2280,529.6183,6.8395
252.5000,7.9755,2016.3645,0.1244,0.0615,0.2135,543.2247,6.6534
253.7500,7.9895,6265.6330,0.0563,0.0450,0.1463,571.7016,6.7477
255.0000,8.2235,3172.1827,0.0937,0.0550,0.1836,558.2995,6.6265
256.2500,7.9145,1645.0562,0.1523,0.0632,0.2285,536.3319,6.6493
257.5000,7.4338,933.4890,0.1796,0.0926,0.2760,512.0261,6.7036
258.7500,7.2303,258.5704,0.3057,0.1887,0.4235,449.7215,6.5589
260.0000,6.6352,3412.7297,0.0620,0.0624,0.1792,542.8475,7.1283
261.2500,6.0299,1108.7284,0.1726,0.0621,0.2607,503.5423,7.1307
262.5000,5.2632,7058.1287,0.0437,0.0342,0.1406,538.4452,7.8547
263.7500,5.0241,5821.5613,0.0559,0.0310,0.1500,531.0650,7.9400
265.0000,4.7037,12663.3391,0.0276,0.0269,0.1157,537.7458,8.3081
266.2500,4.4201,11143.1226,0.0376,0.0212,0.1208,530.4817,8.4680
267.5000,4.0806,8840.5459,0.0398,0.0231,0.1305,520.1644,8.6497
268.7500,3.6546,5368.0637,0.0464,0.0295,0.1541,502.8912,8.8172
270.0000,3.5796,2877.1008,0.0446,0.0565,0.1897,489.6008,8.6350
271.2500,3.9394,770.0918,0.0687,0.1509,0.2943,462.0485,7.8587
272.5000,3.8441,452.6163,0.1150,0.1498,0.3514,441.4098,7.6709
273.7500,3.2922,985.4789,0.0934,0.0729,0.2711,457.3575,8.3480
275.0000,3.0849,2332.2690,0.0398,0.0674,0.2034,473.5658,8.9380
276.2500,2.9107,86.0357,0.2332,0.2775,0.6111,346.9854,7.1537
277.5000,2.0587,90.0690,0.2518,0.1977,0.6018,339.5228,7.5122
278.7500,2.3398,376.3582,0.1332,0.0924,0.3737,405.5864,8.4357
280.0000,2.5305,1445.7617,0.0560,0.0623,0.2386,448.2191,9.1875
281.2500,2.5356,10035.2158,0.0222,0.0226,0.1251,480.4543,10.2560
282.5000,2.7200,8291.7720,0.0338,0.0196,0.1333,484.1916,9.9251
283.7500,3.0124,7881.6915,0.0305,0.0251,0.1356,492.3177,9.5645
285.0000,3.4804,2559.4607,0.1229,0.0226,0.1972,484.9455,8.6606
286.2500,3.9191,214.3580,0.1796,0.1984,0.4508,409.2231,7.3024
287.5000,4.2853,178.9072,0.2488,0.1847,0.4788,403.8036,7.1108
288.7500,4.8957,6723.6705,0.0652,0.0222,0.1429,531.4301,8.0456
290.0000,5.1869,10987.7216,0.0379,0.0250,0.1214,544.3237,7.9861
291.2500,4.9453,1871.1356,0.0981,0.0531,0.2189,504.6556,7.6850
292.5000,3.9178,1447.4939,0.1581,0.0347,0.2385,480.4079,8.1316
293.7500,2.9743,234.4890,0.3511,0.0659,0.4375,400.0343,7.7325
295.0000,1.6823,597.4184,0.0958,0.0613,0.3203,399.1449,9.4799
296.2500,1.3365,278.5112,0.1516,0.0585,0.4131,365.4619,9.1704
297.5000,0.6740,90.3116,0.1408,0.1190,0.6013,306.5833,8.7202
298.7500,0.4756,590.7018,0.0471,0.0342,0.3215,318.6160,12.7349
300.0000,0.3154,655.7663,0.0202,0.0513,0.3105,292.8534,14.2978
301.2500,0.2899,9400.2058,0.0027,0.0230,0.1278,291.0473,21.2154
302.5000,0.2670,912.7779,0.0108,0.0517,0.2781,282.3915,15.7796
303.7500,0.2035,447.2815,0.0122,0.0758,0.3528,265.4018,14.7672
305.0000,0.1806,2175.2289,0.0040,0.0412,0.2082,252.8658,20.3679
306.2500,0.1768,7460.5160,0.0021,0.0220,0.1381,248.4110,24.5433
307.5000,0.1780,4456.8123,0.0026,0.0309,0.1639,250.0377,22.8290
308.7500,0.1844,6148.6156,0.0023,0.0257,0.1473,252.3551,23.5808
310.0000,0.1793,4191.9979,0.0033,0.0256,0.1673,250.7551,22.5758
311.2500,0.1691,3066.0135,0.0035,0.0322,0.1857,246.7874,21.9552
312.5000,0.1666,2340.7459,0.0037,0.0383,0.2032,246.4004,21.1290
313.7500,0.1615,2406.7952,0.0033,0.0409,0.2013,243.8906,21.4307
315.0000,0.1615,3077.8454,0.0026,0.0402,0.1855,243.0836,22.2958
316.2500,0.1704,3568.8076,0.0031,0.0314,0.1765,246.9792,22.4176
317.5000,0.1806,3538.0879,0.0029,0.0351,0.1770,251.7000,21.9709
318.7500,0.1869,3795.7131,0.0029,0.0344,0.1729,254.3676,21.9512
320.0000,0.1958,3461.7565,0.0032,0.0351,0.1783,258.3085,21.3351
321.2500,0.2022,1955.3807,0.0044,0.0467,0.2157,261.7789,19.3506
322.5000,0.1907,1601.2208,0.0051,0.0470,0.2306,257.7883,19.0453
323.7500,0.1818,2029.0131,0.0038,0.0480,0.2131,253.5865,20.0946
325.0000,0.1793,1164.8035,0.0054,0.0577,0.2564,254.1639,18.3306
326.2500,0.1640,966.2865,0.0056,0.0620,0.2729,248.6204,18.1400
327.5000,0.1539,1104.4338,0.0053,0.0534,0.2610,243.5015,18.9361
328.7500,0.1602,528.6303,0.0093,0.0673,0.3337,250.1404,16.1714
330.0000,0.1755,514.1344,0.0098,0.0710,0.3368,255.9120,15.7307
331.2500,0.1742,745.4066,0.0082,0.0584,0.2975,253.8262,16.9810
332.5000,0.1831,900.6836,0.0084,0.0493,0.2794,256.4867,17.3812
333.7500,0.1971,906.3543,0.0087,0.0505,0.2788,261.5228,17.0661
335.0000,0.1946,870.4903,0.0087,0.0523,0.2825,260.7378,16.9969
336.2500,0.1946,1312.3365,0.0065,0.0459,0.2464,259.7127,18.3017
337.5000,0.2073,2130.8663,0.0054,0.0358,0.2096,263.5494,19.4724
338.7500,0.2124,2814.3906,0.0044,0.0343,0.1911,265.0881,20.1704
340.0000,0.2302,1126.6438,0.0113,0.0379,0.2593,272.0197,17.0173
341.2500,0.2670,1170.5306,0.0100,0.0452,0.2560,282.6127,16.4495
342.5000,0.2607,1176.8524,0.0098,0.0455,0.2555,280.8940,16.5721
343.7500,0.2569,1006.9404,0.0104,0.0503,0.2692,279.7676,16.2099
345.0000,0.2620,924.7805,0.0113,0.0512,0.2769,281.0781,15.8944
346.2500,0.2709,917.4924,0.0112,0.0526,0.2776,283.3726,15.7352
347.5000,0.2543,823.0403,0.0109,0.0562,0.2879,278.9960,15.6962
348.7500,0.2645,511.7781,0.0207,0.0512,0.3373,281.2104,14.2638
350.0000,0.3065,693.3271,0.0151,0.0588,0.3048,291.1490,14.5372
351.2500,0.2887,1777.5058,0.0103,0.0320,0.2227,288.8216,17.1828
352.5000,0.2912,2090.6647,0.0084,0.0331,0.2110,289.7241,17.5525
353.7500,0.3141,1874.4469,0.0083,0.0405,0.2188,295.3116,16.9013
355.0000,0.3217,1408.0071,0.0108,0.0427,0.2407,296.4217,16.0920
356.2500,0.3459,1185.2495,0.0123,0.0472,0.2549,301.1423,15.3700
357.5000,0.3281,1278.5161,0.0119,0.0438,0.2486,297.5816,15.7728
358.7500,0.3052,1619.1933,0.0084,0.0455,0.2297,292.8414,16.6779
360.0000,0.2887,1042.9002,0.0109,0.0513,0.2660,287.9800,15.8079
361.2500,0.2658,1964.2712,0.0076,0.0357,0.2154,282.6537,17.8645
362.5000,0.2848,1186.3920,0.0122,0.0400,0.2548,287.2449,16.1995
363.7500,0.2963,1258.3062,0.0104,0.0461,0.2499,290.1770,16.1775
365.0000,0.2620,949.3411,0.0103,0.0546,0.2745,281.0965,15.9656
366.2500,0.2289,728.7185,0.0101,0.0632,0.2998,271.9777,15.7738
367.5000,0.2225,549.7570,0.0112,0.0734,0.3293,270.4712,15.0624
368.7500,0.2022,235.5907,0.0209,0.0839,0.4368,267.0198,12.9071
370.0000,0.1666,472.4132,0.0078,0.0918,0.3464,253.1562,15.6472
371.2500,0.1602,1347.8587,0.0041,0.0585,0.2442,245.5003,19.4281
372.5000,0.1590,648.3578,0.0055,0.0900,0.3117,248.4859,16.9030
373.7500,0.1640,733.4014,0.0063,0.0715,0.2992,249.9088,17.1902
375.0000,0.1615,561.1222,0.0072,0.0804,0.3271,250.2964,16.3428
376.2500,0.1640,496.4666,0.0086,0.0777,0.3407,251.9464,15.8696
377.5000,0.1818,708.1793,0.0080,0.0642,0.3027,256.8607,16.6288
378.7500,0.1920,518.9101,0.0090,0.0821,0.3357,261.4331,15.4256
380.0000,0.1996,838.2383,0.0071,0.0666,0.2861,262.5892,16.7645
381.2500,0.2035,964.9587,0.0083,0.0510,0.2730,263.5716,17.1178
382.5000,0.2213,967.6140,0.0113,0.0416,0.2728,269.3894,16.7484
383.7500,0.2416,1699.4948,0.0071,0.0402,0.2261,275.3973,17.9617
385.0000,0.2416,1266.5717,0.0082,0.0469,0.2493,275.4469,17.1273
386.2500,0.2340,1006.2101,0.0094,0.0503,0.2692,273.2477,16.6150
387.5000,0.2124,1086.9151,0.0083,0.0481,0.2624,266.3545,17.2851
388.7500,0.2251,704.5115,0.0131,0.0494,0.3032,270.9022,15.7421
390.0000,0.2581,846.0076,0.0128,0.0490,0.2852,280.0178,15.7117
391.2500,0.2988,1361.6069,0.0117,0.0374,0.2434,290.9473,16.3397
392.5000,0.3192,2377.5242,0.0081,0.0335,0.2021,297.0588,17.3957
393.7500,0.3433,1556.7309,0.0107,0.0416,0.2328,301.5096,16.0405
395.0000,0.3853,1820.3876,0.0114,0.0373,0.2209,310.7173,15.8739
396.2500,0.4133,2516.7720,0.0095,0.0344,0.1983,317.4460,16.2328
397.5000,0.3967,1793.3860,0.0110,0.0404,0.2221,312.8692,15.7100
398.7500,0.3624,1586.1541,0.0116,0.0397,0.2313,305.5932,15.8421
400.0000,0.3433,1781.9070,0.0102,0.0384,0.2225,301.9242,16.3557
401.2500,0.3459,1123.6635,0.0132,0.0475,0.2595,300.9532,15.2448
402.5000,0.3586,1237.4315,0.0125,0.0471,0.2513,303.8931,15.3206
403.7500,0.3624,2701.8266,0.0080,0.0338,0.1937,307.3616,17.0360
405.0000,0.3522,2658.0763,0.0077,0.0348,0.1948,305.0663,17.1458
406.2500,0.3586,2511.7680,0.0083,0.0345,0.1985,306.3077,16.9277
407.5000,0.3599,1832.0883,0.0100,0.0394,0.2205,305.5697,16.2008
408.7500,0.3586,1251.1820,0.0123,0.0473,0.2504,303.9353,15.3460
410.0000,0.3560,1187.6943,0.0119,0.0508,0.2547,303.2253,15.2554
411.2500,0.3243,1627.7348,0.0094,0.0430,0.2293,297.3797,16.4073
412.5000,0.3026,1649.9567,0.0084,0.0435,0.2283,292.2529,16.7646
413.7500,0.3026,1246.8347,0.0105,0.0462,0.2507,291.6907,16.0610
415.0000,0.3370,1133.6977,0.0125,0.0478,0.2587,299.1305,15.3724
416.2500,0.3395,1260.4249,0.0126,0.0426,0.2497,300.0163,15.5925
417.5000,0.3090,1469.4894,0.0096,0.0440,0.2373,293.5595,16.3789
418.7500,0.3065,759.8236,0.0143,0.0579,0.2956,291.3935,14.7661
420.0000,0.3014,693.4229,0.0146,0.0611,0.3048,290.0524,14.5977
421.2500,0.3026,1023.9231,0.0112,0.0529,0.2677,291.2627,15.5645
