distance [mm],force_median [N],L2012_lambda [1/mm],L2012_f0 [N],L2012_delta [mm],L2012_L [mm],P2015_density [kg/m^3],P2015_ssa [m^2/kg]
58.7500,0.0534,127386.6123,0.0002,0.0055,0.0536,130.1712,57.7807
60.0000,0.0534,150354.7055,0.0001,0.0060,0.0507,129.6380,58.7479
61.2500,0.0534,164879.4967,0.0001,0.0065,0.0492,129.3539,59.2760
62.5000,0.0521,138208.4802,0.0001,0.0078,0.0522,127.5883,59.0754
63.7500,0.0534,126711.8756,0.0001,0.0081,0.0537,130.1887,57.7494
65.0000,0.0534,113402.0935,0.0001,0.0076,0.0557,130.5632,57.0889
66.2500,0.0534,88126.2323,0.0002,0.0077,0.0606,131.4673,55.5524
67.5000,0.0534,102599.1527,0.0001,0.0077,0.0576,130.9130,56.4848
68.7500,0.0534,106446.2805,0.0001,0.0073,0.0569,130.7830,56.7079
70.0000,0.0534,77660.4983,0.0002,0.0071,0.0632,131.9500,54.7641
71.2500,0.0534,83319.8133,0.0002,0.0068,0.0618,131.6789,55.2041
72.5000,0.0534,84621.5588,0.0002,0.0065,0.0614,131.6200,55.3006
73.7500,0.0534,93635.8103,0.0002,0.0063,0.0594,131.2429,55.9263
75.0000,0.0534,150888.2216,0.0001,0.0056,0.0507,129.6269,58.7683
76.2500,0.0534,145720.1912,0.0001,0.0056,0.0513,129.7364,58.5670
77.5000,0.0534,149509.7357,0.0001,0.0064,0.0508,129.6556,58.7154
78.7500,0.0521,160819.0902,0.0001,0.0064,0.0496,127.1054,59.9723
80.0000,0.0521,167108.1131,0.0001,0.0056,0.0490,126.9869,60.1962
81.2500,0.0534,178288.6368,0.0001,0.0057,0.0479,129.1197,59.7181
82.5000,0.0521,172944.6589,0.0001,0.0061,0.0484,126.8822,60.3956
83.7500,0.0521,179326.7468,0.0001,0.0062,0.0478,126.7730,60.6050
85.0000,0.0534,177141.0343,0.0001,0.0068,0.0480,129.1388,59.6818
86.2500,0.0534,176607.8881,0.0001,0.0066,0.0481,129.1478,59.6649
87.5000,0.0534,196399.0741,0.0001,0.0064,0.0464,128.8383,60.2579
88.7500,0.0534,229513.3290,0.0001,0.0065,0.0441,128.4038,61.1102
90.0000,0.0534,231880.6348,0.0001,0.0071,0.0439,128.3760,61.1656
91.2500,0.0534,198100.7375,0.0001,0.0075,0.0463,128.8137,60.3057
92.5000,0.0534,161945.6821,0.0001,0.0071,0.0495,129.4085,59.1737
93.7500,0.0534,168178.2905,0.0001,0.0074,0.0489,129.2940,59.3885
95.0000,0.0534,181817.4367,0.0001,0.0076,0.0476,129.0620,59.8282
96.2500,0.0534,180680.7212,0.0001,0.0069,0.0477,129.0804,59.7930
97.5000,0.0534,122630.4061,0.0001,0.0082,0.0543,130.2978,57.5556
98.7500,0.0534,101686.7706,0.0001,0.0078,0.0578,130.9448,56.4305
100.0000,0.0534,93214.1163,0.0002,0.0073,0.0595,131.2594,55.8986
101.2500,0.0534,88486.9782,0.0002,0.0075,0.0605,131.4520,55.5777
102.5000,0.0534,106913.9425,0.0001,0.0071,0.0568,130.7676,56.7343
103.7500,0.0534,83986.4006,0.0002,0.0067,0.0616,131.6486,55.2538
105.0000,0.0534,85577.6193,0.0002,0.0066,0.0612,131.5775,55.3705
106.2500,0.0534,123449.1016,0.0001,0.0065,0.0542,130.2755,57.5950
107.5000,0.0534,123896.2324,0.0001,0.0066,0.0541,130.2634,57.6164
108.7500,0.0534,104452.3376,0.0001,0.0078,0.0573,130.8496,56.5934
110.0000,0.0534,88097.5845,0.0001,0.0088,0.0606,131.4685,55.5504
111.2500,0.0534,100115.9581,0.0001,0.0077,0.0581,131.0004,56.3358
112.5000,0.0534,110964.3930,0.0001,0.0070,0.0561,130.6381,56.9585
113.7500,0.0534,88544.3260,0.0002,0.0076,0.0605,131.4496,55.5817
115.0000,0.0534,75899.9248,0.0002,0.0079,0.0637,132.0397,54.6199
116.2500,0.0534,70714.4431,0.0002,0.0081,0.0652,132.3211,54.1724
117.5000,0.0534,59956.3980,0.0002,0.0089,0.0689,133.0036,53.1157
118.7500,0.0534,62185.1995,0.0002,0.0093,0.0681,132.8494,53.3510
120.0000,0.0534,81187.0547,0.0002,0.0082,0.0623,131.7781,55.0423
121.2500,0.0534,103016.6208,0.0001,0.0078,0.0575,130.8986,56.5095
122.5000,0.0534,114077.7889,0.0001,0.0084,0.0556,130.5428,57.1245
123.7500,0.0534,126390.0660,0.0001,0.0078,0.0538,130.1972,57.7344
125.0000,0.0534,134288.5493,0.0001,0.0074,0.0527,129.9982,58.0910
126.2500,0.0534,111156.2050,0.0001,0.0080,0.0561,130.6321,56.9689
127.5000,0.0534,114509.3295,0.0001,0.0082,0.0556,130.5298,57.1472
128.7500,0.0534,109698.9198,0.0001,0.0084,0.0564,130.6779,56.8895
130.0000,0.0534,96989.0169,0.0001,0.0084,0.0587,131.1147,56.1420
131.2500,0.0534,103044.8525,0.0001,0.0086,0.0575,130.8976,56.5111
132.5000,0.0534,114500.7485,0.0001,0.0085,0.0556,130.5301,57.1467
133.7500,0.0534,114590.2546,0.0001,0.0084,0.0555,130.5274,57.1514
135.0000,0.0534,104097.5857,0.0001,0.0084,0.0573,130.8616,56.5728
136.2500,0.0534,86893.8259,0.0001,0.0084,0.0609,131.5201,55.4652
137.5000,0.0534,85736.5301,0.0001,0.0086,0.0612,131.5705,55.3820
138.7500,0.0534,92996.4964,0.0001,0.0084,0.0595,131.2680,55.8842
140.0000,0.0534,98597.9406,0.0001,0.0076,0.0584,131.0553,56.2426
141.2500,0.0534,108705.1346,0.0001,0.0076,0.0565,130.7096,56.8346
142.5000,0.0534,86268.7667,0.0001,0.0090,0.0611,131.5472,55.4204
143.7500,0.0534,84515.8099,0.0001,0.0087,0.0615,131.6248,55.2929
145.0000,0.0534,94380.4366,0.0001,0.0079,0.0593,131.2139,55.9750
146.2500,0.0534,80780.0260,0.0002,0.0079,0.0624,131.7974,55.0109
147.5000,0.0534,63184.2749,0.0002,0.0084,0.0677,132.7826,53.4534
148.7500,0.0534,53268.4451,0.0002,0.0088,0.0717,133.5163,52.3473
150.0000,0.0547,46021.8012,0.0003,0.0089,0.0753,136.3754,50.7616
151.2500,0.0547,44223.7608,0.0003,0.0081,0.0763,136.5587,50.5029
152.5000,0.0547,52379.2312,0.0003,0.0079,0.0721,135.7966,51.5950
153.7500,0.0547,63669.9896,0.0002,0.0087,0.0676,134.9693,52.8324
155.0000,0.0547,69626.9314,0.0002,0.0093,0.0656,134.6078,53.3910
156.2500,0.0547,69832.5642,0.0002,0.0101,0.0655,134.5961,53.4094
157.5000,0.0547,72660.8196,0.0002,0.0099,0.0647,134.4392,53.6555
158.7500,0.0547,85534.6437,0.0002,0.0083,0.0612,133.8160,54.6551
160.0000,0.0547,78342.2184,0.0002,0.0086,0.0630,134.1474,54.1192
161.2500,0.0547,64380.1146,0.0002,0.0085,0.0673,134.9238,52.9020
162.5000,0.0547,70362.1922,0.0002,0.0075,0.0653,134.5661,53.4563
163.7500,0.0547,92038.9316,0.0002,0.0072,0.0598,133.5469,55.0979
165.0000,0.0547,76786.9588,0.0002,0.0079,0.0635,134.2244,53.9961
166.2500,0.0547,54261.5316,0.0002,0.0091,0.0713,135.6429,51.8206
167.5000,0.0547,44899.7713,0.0003,0.0092,0.0759,136.4887,50.6015
168.7500,0.0547,44520.9572,0.0003,0.0098,0.0761,136.5278,50.5465
170.0000,0.0547,41020.6681,0.0002,0.0110,0.0782,136.9114,50.0125
171.2500,0.0572,36361.6513,0.0003,0.0097,0.0814,141.7056,48.1090
172.5000,0.0623,6428.9644,0.0011,0.0175,0.1451,160.1782,35.3873
173.7500,0.0776,4193.6840,0.0022,0.0171,0.1673,181.8780,30.1476
175.0000,0.0916,10995.3266,0.0008,0.0218,0.1213,190.0044,33.0940
176.2500,0.0966,29766.8825,0.0003,0.0203,0.0870,190.8725,36.7835
177.5000,0.0979,28114.7075,0.0003,0.0214,0.0887,192.2607,36.3362
178.7500,0.0966,21152.9501,0.0003,0.0285,0.0975,192.0603,35.3214
180.0000,0.0966,28680.0821,0.0003,0.0256,0.0881,190.9953,36.6269
181.2500,0.0941,50904.7596,0.0002,0.0186,0.0728,186.7621,39.4435
182.5000,0.0941,87133.7911,0.0001,0.0147,0.0609,185.3726,41.5169
183.7500,0.0941,69511.5312,0.0002,0.0160,0.0656,185.9265,40.6656
185.0000,0.0941,34621.6529,0.0002,0.0222,0.0828,187.9235,37.8577
186.2500,0.0928,41958.6985,0.0002,0.0186,0.0776,186.0595,38.8968
187.5000,0.0903,57554.3520,0.0002,0.0144,0.0699,182.5320,40.7077
188.7500,0.0890,45653.6545,0.0002,0.0181,0.0755,181.8890,40.0075
190.0000,0.0890,32384.9035,0.0003,0.0204,0.0846,183.0159,38.5142
191.2500,0.0890,28454.3204,0.0003,0.0213,0.0884,183.4751,37.9360
192.5000,0.0903,22567.2581,0.0003,0.0232,0.0955,185.6384,36.6553
193.7500,0.0916,34305.0147,0.0003,0.0183,0.0830,185.4211,38.2831
195.0000,0.0928,31504.5102,0.0004,0.0152,0.0854,186.9779,37.6834
196.2500,0.0941,35737.8850,0.0004,0.0131,0.0819,187.8222,37.9911
197.5000,0.0928,44114.7500,0.0003,0.0126,0.0764,185.9078,39.1046
198.7500,0.0916,52253.3286,0.0003,0.0118,0.0722,184.1205,40.0508
200.0000,0.0916,36841.4516,0.0003,0.0147,0.0811,185.1876,38.5894
201.2500,0.0916,33321.8785,0.0003,0.0164,0.0838,185.5179,38.1576
202.5000,0.0903,56730.9816,0.0003,0.0114,0.0702,182.5728,40.6488
203.7500,0.0916,67467.2964,0.0003,0.0100,0.0663,183.4153,41.0764
205.0000,0.0954,34644.3606,0.0004,0.0154,0.0828,189.1623,37.6355
206.2500,0.0992,28356.2053,0.0003,0.0204,0.0885,193.4164,36.1693
207.5000,0.1005,35024.7747,0.0003,0.0195,0.0825,193.9330,36.8263
208.7500,0.1017,33344.3486,0.0004,0.0169,0.0838,195.2420,36.4282
210.0000,0.1030,12244.6258,0.0005,0.0315,0.1170,199.8918,32.0580
211.2500,0.0954,11117.5982,0.0007,0.0260,0.1209,193.5362,32.6120
212.5000,0.0916,38077.5367,0.0003,0.0180,0.0802,185.0814,38.7301
213.7500,0.0877,49323.2330,0.0003,0.0136,0.0736,180.3065,40.6049
215.0000,0.0852,59887.5991,0.0002,0.0121,0.0690,176.9628,42.0019
216.2500,0.0814,38817.7367,0.0003,0.0134,0.0797,174.0877,40.9564
217.5000,0.0763,43412.1785,0.0003,0.0138,0.0768,167.6840,42.7530
218.7500,0.0763,31541.6315,0.0003,0.0179,0.0854,168.9067,41.1713
220.0000,0.0814,4923.1056,0.0012,0.0281,0.1586,184.6580,30.4788
221.2500,0.0890,5719.7016,0.0009,0.0337,0.1509,191.1669,30.2443
222.5000,0.0877,10737.6990,0.0007,0.0252,0.1223,186.3890,33.5465
223.7500,0.0890,561.2916,0.0153,0.0230,0.3270,212.8567,18.9549
225.0000,0.2213,43.6133,0.2485,0.0526,0.7664,275.7010,8.4930
226.2500,0.7210,87.8056,0.3877,0.0479,0.6070,307.8437,8.5996
227.5000,1.7141,297.6233,0.2582,0.0414,0.4041,380.6351,8.7942
228.7500,2.3626,689.9469,0.1924,0.0375,0.3053,424.8799,8.8537
230.0000,3.4206,805.8523,0.2308,0.0382,0.2899,454.0232,8.1657
231.2500,4.5396,1279.0838,0.1318,0.0534,0.2485,487.7006,7.7573
232.5000,5.3611,2875.3570,0.0913,0.0400,0.1897,521.6945,7.6064
233.7500,5.7998,7553.9227,0.0487,0.0317,0.1375,547.9445,7.6010
235.0000,6.4025,3942.8022,0.0925,0.0353,0.1708,543.2891,7.2366
236.2500,7.4236,2506.5090,0.1520,0.0394,0.1986,543.8997,6.8303
237.5000,8.6990,3725.7564,0.1164,0.0402,0.1740,566.9510,6.5114
238.7500,9.0653,6633.5839,0.0547,0.0500,0.1436,583.6114,6.4435
240.0000,8.7957,11872.5375,0.0390,0.0380,0.1183,592.0171,6.5434
241.2500,8.6596,11624.0159,0.0386,0.0387,0.1191,590.2819,6.5827
242.5000,8.5376,8702.5079,0.0449,0.0435,0.1312,583.8474,6.6041
243.7500,8.6851,3572.3482,0.0655,0.0741,0.1765,565.7594,6.5125
245.0000,8.8211,7832.9115,0.0483,0.0468,0.1358,584.6446,6.5173
246.2500,8.4231,5764.5858,0.0578,0.0507,0.1505,574.4153,6.6131
247.5000,8.0505,6348.2042,0.0479,0.0532,0.1457,572.6159,6.7299
248.7500,8.2336,7897.6232,0.0594,0.0352,0.1355,578.8748,6.6894
250.0000,8.3112,6194.0167,0.0544,0.0496,0.1469,574.8074,6.6501
251.2500,7.8077,2630.9171,0.0863,0.0685,0.1954,549.1871,6.7248
252.5000,7.6627,4791.1255,0.0668,0.0479,0.1600,562.4578,6.8261
253.7500,7.6869,13501.1613,0.0441,0.0260,0.1133,582.2084,6.9070
255.0000,7.4592,18024.1481,0.0316,0.0261,0.1029,583.8415,7.0123
256.2500,6.7586,3642.5238,0.0934,0.0400,0.1753,545.8807,7.0941
257.5000,6.3211,10055.7344,0.0357,0.0354,0.1250,560.2502,7.4096
258.7500,6.3135,12674.3039,0.0332,0.0300,0.1157,563.7936,7.4442
260.0000,6.2728,21534.2182,0.0253,0.0229,0.0970,570.5756,7.5295
261.2500,6.3415,18676.0488,0.0284,0.0238,0.1017,569.7073,7.4804
262.5000,6.3873,4292.8819,0.0660,0.0455,0.1660,544.9779,7.2560
263.7500,7.9463,1365.6091,0.2441,0.0452,0.2432,530.4707,6.6225
265.0000,8.8364,2554.7301,0.0644,0.1073,0.1973,558.1050,6.4554
266.2500,9.1899,178.0006,0.3746,0.2575,0.4796,437.3713,6.2371
267.5000,6.1914,107.4182,0.6052,0.2149,0.5675,385.4809,6.5582
268.7500,6.1978,2009.3685,0.0922,0.0673,0.2138,523.8111,7.1942
270.0000,6.3606,3780.6475,0.0706,0.0480,0.1732,541.8025,7.2458
271.2500,6.2042,6268.6904,0.0487,0.0407,0.1463,550.2792,7.3900
272.5000,6.7827,1747.3742,0.1185,0.0650,0.2240,526.6208,6.9753
273.7500,7.2240,361.6923,0.2208,0.1720,0.3786,468.0318,6.6128
275.0000,5.6218,368.2811,0.2382,0.1360,0.3764,454.7007,6.9844
276.2500,5.7553,11667.0784,0.0372,0.0265,0.1189,554.3682,7.6955
277.5000,6.3173,9841.5996,0.0609,0.0212,0.1259,559.8436,7.4083
278.7500,6.4699,7950.6754,0.0475,0.0343,0.1352,558.2491,7.3141
280.0000,6.4013,11435.8645,0.0340,0.0328,0.1197,563.4212,7.3920
281.2500,6.4114,12623.5591,0.0357,0.0282,0.1159,565.0936,7.4003
282.5000,6.1838,16796.1922,0.0285,0.0258,0.1053,566.0074,7.5407
283.7500,5.9371,14171.7529,0.0336,0.0249,0.1115,559.9876,7.6357
285.0000,5.6663,11360.8237,0.0296,0.0337,0.1200,552.5929,7.7359
286.2500,5.7311,15861.4358,0.0271,0.0266,0.1074,558.4131,7.7561
287.5000,5.7705,19582.5530,0.0235,0.0251,0.1001,561.8111,7.7669
288.7500,5.6981,14501.1271,0.0280,0.0280,0.1106,556.6551,7.7593
290.0000,5.6116,17823.2843,0.0245,0.0257,0.1033,558.0787,7.8370
291.2500,5.6116,24031.4074,0.0213,0.0219,0.0935,561.7894,7.8817
292.5000,5.8189,6127.9190,0.0612,0.0316,0.1474,544.4196,7.5551
293.7500,6.4369,4968.9980,0.0616,0.0419,0.1581,548.7392,7.2594
295.0000,6.3618,6259.6934,0.0578,0.0352,0.1464,552.3785,7.3242
296.2500,6.1698,12081.6917,0.0320,0.0319,0.1176,561.0303,7.5028
297.5000,6.1037,22518.7543,0.0272,0.0199,0.0955,568.6542,7.6167
298.7500,5.8926,17278.9527,0.0312,0.0218,0.1044,562.0615,7.6864
300.0000,5.6892,13484.9416,0.0307,0.0275,0.1133,555.4838,7.7523
301.2500,5.7057,17882.1590,0.0262,0.0244,0.1032,559.6179,7.7875
302.5000,5.8799,26399.1976,0.0200,0.0223,0.0906,567.1551,7.7505
303.7500,5.9308,22582.5726,0.0222,0.0236,0.0954,566.0763,7.7038
305.0000,6.1482,9654.6609,0.0407,0.0313,0.1267,557.1619,7.4803
306.2500,6.4636,20156.5981,0.0249,0.0257,0.0991,572.4375,7.4334
307.5000,6.4076,20997.6399,0.0248,0.0246,0.0978,572.1809,7.4636
308.7500,6.4687,28882.6068,0.0214,0.0210,0.0879,576.9458,7.4701
310.0000,6.5386,30734.6157,0.0197,0.0216,0.0861,578.6497,7.4439
311.2500,6.1813,9391.9730,0.0503,0.0261,0.1279,557.1720,7.4615
312.5000,5.9460,16696.6063,0.0242,0.0294,0.1056,562.4091,7.6549
313.7500,6.3135,7858.4501,0.0567,0.0287,0.1357,555.9351,7.3779
315.0000,6.4992,6233.6439,0.0472,0.0443,0.1466,554.1074,7.2682
316.2500,6.6301,8248.6515,0.0582,0.0277,0.1335,561.0128,7.2539
317.5000,7.0193,19285.0603,0.0270,0.0270,0.1006,579.3009,7.1900
318.7500,7.1235,11607.9257,0.0382,0.0323,0.1191,573.0677,7.0999
320.0000,7.6233,5658.6466,0.0673,0.0403,0.1514,565.6220,6.8544
321.2500,7.8305,2434.8792,0.0877,0.0735,0.2005,547.2752,6.7107
322.5000,6.8069,1948.4440,0.1548,0.0469,0.2160,530.1016,6.9848
323.7500,6.2220,16766.3378,0.0350,0.0213,0.1054,566.5347,7.5225
325.0000,5.8316,17485.4610,0.0341,0.0196,0.1039,561.2844,7.7190
326.2500,5.6408,13519.5140,0.0300,0.0279,0.1132,554.7635,7.7777
327.5000,5.8456,12623.7241,0.0399,0.0232,0.1159,556.9227,7.6633
328.7500,6.3148,11245.8879,0.0486,0.0231,0.1204,561.9612,7.4277
330.0000,7.0739,4980.1757,0.1094,0.0263,0.1580,556.6504,7.0248
331.2500,7.7581,7565.0452,0.0552,0.0373,0.1374,572.9365,6.8364
332.5000,7.9386,8183.0714,0.0541,0.0360,0.1339,576.4057,6.7842
333.7500,8.9127,963.4968,0.2663,0.0717,0.2731,525.8100,6.3810
335.0000,10.4526,434.4578,0.1936,0.2493,0.3562,499.1368,6.1021
336.2500,7.8903,244.0684,0.7413,0.0979,0.4317,450.7341,6.4408
337.5000,6.7713,2915.7715,0.0787,0.0587,0.1888,540.6102,7.0574
338.7500,7.3079,1163.3507,0.1591,0.0772,0.2565,518.8723,6.7652
340.0000,8.3405,2080.2165,0.0943,0.0865,0.2113,547.5945,6.5629
341.2500,9.6349,10787.4962,0.0446,0.0394,0.1221,598.3440,6.3088
342.5000,9.8206,4615.0267,0.0247,0.1703,0.1620,582.1742,6.2459
343.7500,10.0024,3661.2125,0.0378,0.1435,0.1750,577.8575,6.2012
345.0000,10.1945,67.0090,0.6885,0.4042,0.6642,358.6682,6.1146
346.2500,5.7299,14.9861,2.8139,0.2862,1.0942,181.9515,6.1315
347.5000,1.1991,1.6875,2.9229,0.9532,2.2660,4.0906,4.6162
348.7500,1.0999,136.4045,0.0924,0.1648,0.5241,335.1095,8.6548
350.0000,0.9143,362.9458,0.1010,0.0494,0.3782,351.1133,10.2486
351.2500,0.5926,450.4195,0.0696,0.0394,0.3519,329.3443,11.6131
352.5000,0.4158,501.0011,0.0624,0.0272,0.3397,308.9310,12.7959
353.7500,0.3370,941.5617,0.0216,0.0334,0.2752,298.4998,14.9301
355.0000,0.3739,742.0205,0.0272,0.0382,0.2980,304.5238,13.9966
356.2500,0.3929,808.9052,0.0278,0.0354,0.2895,308.3063,14.0146
357.5000,0.3332,1143.0724,0.0226,0.0265,0.2580,298.3469,15.4390
358.7500,0.3166,1816.4716,0.0121,0.0289,0.2211,295.8536,16.7856
360.0000,0.3243,1266.7743,0.0127,0.0406,0.2493,296.7096,15.8008
361.2500,0.3268,704.7607,0.0150,0.0627,0.3032,295.4191,14.3481
362.5000,0.3065,567.6106,0.0146,0.0763,0.3258,290.5882,14.0386
363.7500,0.2823,1026.4038,0.0100,0.0563,0.2674,286.3918,15.8600
365.0000,0.2759,1220.9233,0.0087,0.0521,0.2524,285.0057,16.4155
366.2500,0.2607,1149.4345,0.0089,0.0512,0.2575,280.8797,16.5078
367.5000,0.2696,701.9396,0.0144,0.0541,0.3036,282.7598,15.0386
368.7500,0.2963,821.0751,0.0124,0.0583,0.2881,289.3138,15.0892
370.0000,0.2848,687.8336,0.0128,0.0662,0.3056,286.3401,14.7818
371.2500,0.2887,866.4641,0.0121,0.0557,0.2830,287.6506,15.3288
372.5000,0.2988,1356.0683,0.0099,0.0446,0.2437,290.9395,16.3294
373.7500,0.2810,1068.2652,0.0108,0.0493,0.2639,286.1328,15.9838
375.0000,0.2836,1496.8976,0.0100,0.0381,0.2358,287.2528,16.8249
376.2500,0.3065,1677.6563,0.0084,0.0436,0.2270,293.2237,16.7465
377.5000,0.2950,861.2013,0.0110,0.0629,0.2836,289.1235,15.2276
378.7500,0.2861,761.4417,0.0111,0.0688,0.2954,286.8186,15.0287
380.0000,0.2658,855.9687,0.0102,0.0629,0.2841,282.0065,15.6259
381.2500,0.2327,809.5200,0.0116,0.0494,0.2895,273.0021,16.0108
382.5000,0.2060,655.5789,0.0093,0.0678,0.3106,265.2388,15.8771
383.7500,0.1768,441.2076,0.0093,0.0896,0.3544,257.0619,15.2115
385.0000,0.1628,478.3172,0.0071,0.0959,0.3450,251.6829,15.7743
386.2500,0.1653,319.1328,0.0089,0.1171,0.3948,255.0200,14.3940
387.5000,0.1590,363.5557,0.0080,0.1115,0.3780,251.9898,14.9449
388.7500,0.1590,677.8911,0.0064,0.0747,0.3071,248.2431,17.0570
390.0000,0.1742,1886.3892,0.0048,0.0390,0.2183,250.5197,20.1090
391.2500,0.1844,2032.9548,0.0057,0.0321,0.2130,254.6464,20.0173
392.5000,0.2060,1110.6029,0.0098,0.0384,0.2605,264.1657,17.4949
393.7500,0.2251,1208.4679,0.0094,0.0398,0.2533,270.3675,17.3277
395.0000,0.2251,1097.8119,0.0090,0.0461,0.2615,270.4558,17.0445
396.2500,0.2162,638.0836,0.0110,0.0618,0.3134,268.4084,15.6079
397.5000,0.2124,669.9137,0.0113,0.0567,0.3083,267.1703,15.8225
398.7500,0.2314,1129.7689,0.0112,0.0373,0.2590,272.4094,16.9999
400.0000,0.2543,1771.7887,0.0081,0.0357,0.2229,279.2613,17.8130
401.2500,0.2658,1752.6400,0.0083,0.0369,0.2238,282.5752,17.5588
402.5000,0.2988,959.2579,0.0141,0.0447,0.2735,290.2352,15.4511
403.7500,0.3319,1583.0992,0.0105,0.0406,0.2315,299.0390,16.2336
405.0000,0.3510,2306.1898,0.0086,0.0357,0.2042,304.3740,16.8431
406.2500,0.3650,1991.8400,0.0099,0.0373,0.2144,306.9229,16.3234
407.5000,0.3713,2530.8546,0.0098,0.0302,0.1980,309.0656,16.7695
408.7500,0.3751,2464.9116,0.0100,0.0311,0.1997,309.7783,16.6611
410.0000,0.3650,1574.8690,0.0117,0.0404,0.2319,306.0874,15.7950
411.2500,0.3713,1944.5956,0.0108,0.0356,0.2161,308.1580,16.1889
412.5000,0.3840,2279.6634,0.0105,0.0320,0.2050,311.3293,16.3774
413.7500,0.3942,2231.5714,0.0105,0.0335,0.2064,313.2755,16.2069
415.0000,0.3980,1628.2891,0.0120,0.0405,0.2293,312.6872,15.4885
416.2500,0.3726,895.8808,0.0155,0.0540,0.2799,305.2111,14.4343
417.5000,0.3332,789.9504,0.0155,0.0553,0.2918,297.1023,14.5534
418.7500,0.3357,1816.7197,0.0113,0.0329,0.2211,300.2812,16.5066
420.0000,0.3522,2425.2144,0.0084,0.0348,0.2008,304.8031,16.9391
421.2500,0.3293,2138.6259,0.0088,0.0352,0.2094,299.2483,16.9844
