distance [mm],force_median [N],L2012_lambda [1/mm],L2012_f0 [N],L2012_delta [mm],L2012_L [mm],P2015_density [kg/m^3],P2015_ssa [m^2/kg]
170.0000,0.0560,242664.9112,0.0001,0.0073,0.0433,132.7770,59.7341
171.2500,0.0560,83060.5801,0.0001,0.0095,0.0618,136.1092,53.7984
172.5000,0.0560,89249.3086,0.0002,0.0065,0.0604,135.8467,54.2245
173.7500,0.0560,186639.2258,0.0001,0.0043,0.0472,133.4863,58.3678
175.0000,0.0560,56390.3362,0.0003,0.0079,0.0704,137.6373,51.4397
176.2500,0.0560,35564.7382,0.0003,0.0104,0.0820,139.7328,48.5096
177.5000,0.0560,52073.8912,0.0002,0.0110,0.0722,137.9767,50.9425
178.7500,0.0560,52173.1701,0.0002,0.0134,0.0722,137.9685,50.9544
180.0000,0.0560,53883.6358,0.0001,0.0141,0.0714,137.8300,51.1563
181.2500,0.0560,83809.9596,0.0001,0.0126,0.0616,136.0761,53.8518
182.5000,0.0560,140244.6834,0.0001,0.0097,0.0519,134.3325,56.8144
183.7500,0.0547,7879.2221,0.0004,0.0345,0.1356,147.3571,38.7184
185.0000,0.0560,2230.2737,0.0016,0.0314,0.2065,162.0530,29.8274
186.2500,0.0560,2800.6158,0.0014,0.0288,0.1914,159.3460,31.3286
187.5000,0.0560,21499.6428,0.0002,0.0223,0.0970,142.4204,45.1880
188.7500,0.0560,36864.9863,0.0002,0.0168,0.0811,139.5578,48.7421
190.0000,0.0560,26067.3262,0.0002,0.0196,0.0910,141.3382,46.4720
191.2500,0.0547,23458.3454,0.0002,0.0207,0.0942,139.8287,46.2788
192.5000,0.0560,33522.1203,0.0002,0.0188,0.0837,140.0258,48.1252
193.7500,0.0560,51869.3865,0.0002,0.0142,0.0723,137.9937,50.9178
195.0000,0.0560,28074.4747,0.0003,0.0148,0.0888,140.9396,46.9625
196.2500,0.0560,21975.6394,0.0004,0.0140,0.0963,142.2939,45.3346
197.5000,0.0560,27393.1235,0.0003,0.0117,0.0895,141.0705,46.8003
198.7500,0.0560,43447.7158,0.0003,0.0093,0.0767,138.7830,49.7972
200.0000,0.0560,55517.2253,0.0003,0.0079,0.0707,137.7031,51.3426
201.2500,0.0560,40028.5206,0.0003,0.0089,0.0789,139.1642,49.2727
202.5000,0.0560,49428.3325,0.0002,0.0091,0.0735,138.2039,50.6148
203.7500,0.0560,89984.5752,0.0002,0.0070,0.0602,135.8172,54.2729
205.0000,0.0547,74712.8128,0.0003,0.0059,0.0641,134.3304,53.8275
206.2500,0.0547,68575.3065,0.0003,0.0058,0.0659,134.6686,53.2964
207.5000,0.0547,87499.6314,0.0003,0.0049,0.0608,133.7319,54.7927
208.7500,0.0547,111663.6997,0.0002,0.0043,0.0560,132.8679,56.2462
210.0000,0.0547,198752.5460,0.0001,0.0044,0.0462,131.0837,59.4940
211.2500,0.0560,296380.8626,0.0001,0.0055,0.0405,132.2768,60.7351
212.5000,0.0560,166947.9374,0.0001,0.0090,0.0490,133.8069,57.7698
213.7500,0.0547,178909.4052,0.0001,0.0059,0.0479,131.3841,58.9221
215.0000,0.0560,178869.2864,0.0001,0.0057,0.0479,133.6072,58.1410
216.2500,0.0560,113855.2569,0.0001,0.0093,0.0557,135.0027,55.6396
217.5000,0.0560,123337.5092,0.0001,0.0082,0.0542,134.7400,56.0945
218.7500,0.0560,211175.9217,0.0001,0.0066,0.0453,133.1448,59.0180
220.0000,0.0560,428716.5693,0.0000,0.0063,0.0358,131.4365,62.4911
221.2500,0.0560,6.4575,0.0178,1.2124,1.4487,384.8508,4.5090
222.5000,0.0560,4.1569,0.0175,1.9263,1.6779,425.9432,3.6343
223.7500,0.0560,513040.1235,0.0000,0.0073,0.0337,131.0637,63.3019
225.0000,0.0560,576585.9951,0.0000,0.0066,0.0324,130.8330,63.8140
226.2500,0.0560,330498.6562,0.0000,0.0074,0.0390,132.0179,61.2658
227.5000,0.0560,239966.4769,0.0001,0.0081,0.0434,132.8059,59.6771
228.7500,0.0560,312897.4637,0.0000,0.0077,0.0397,132.1467,61.0005
230.0000,0.0560,470465.6027,0.0000,0.0070,0.0347,131.2408,62.9143
231.2500,0.0560,523038.7644,0.0000,0.0071,0.0335,131.0250,63.3874
232.5000,0.0547,193.9828,0.0018,0.3009,0.4660,207.5461,15.9285
233.7500,0.0547,186.6907,0.0018,0.3135,0.4720,208.6372,15.7459
235.0000,0.0547,396647.6454,0.0000,0.0077,0.0367,129.3515,63.0105
236.2500,0.0547,332449.9814,0.0000,0.0082,0.0389,129.7569,62.1522
237.5000,0.0547,338056.1319,0.0000,0.0079,0.0387,129.7175,62.2347
238.7500,0.0547,512397.7244,0.0000,0.0063,0.0337,128.8044,64.2057
240.0000,0.0547,645270.0871,0.0000,0.0058,0.0312,128.3502,65.2318
241.2500,0.0547,626043.0911,0.0000,0.0058,0.0315,128.4078,65.0999
242.5000,0.0547,590644.4118,0.0000,0.0060,0.0322,128.5203,64.8438
243.7500,0.0547,535891.4822,0.0000,0.0061,0.0332,128.7133,64.4090
245.0000,0.0547,5679.9550,0.0007,0.0291,0.1512,150.2034,36.4374
246.2500,0.0623,161.3299,0.0089,0.0943,0.4956,218.4672,14.6927
247.5000,0.1335,22.3075,0.1245,0.1276,0.9584,285.0417,7.2855
248.7500,0.4056,120.1239,0.1104,0.0631,0.5468,294.8526,9.9030
250.0000,0.6905,176.4584,0.0609,0.1278,0.4810,322.3524,9.7215
251.2500,0.8354,873.5825,0.0126,0.1500,0.2822,360.2291,11.7214
252.5000,0.8304,3875.8398,0.0048,0.0894,0.1717,376.0989,13.7918
253.7500,0.8011,2084.1270,0.0067,0.1151,0.2112,367.5246,13.1001
255.0000,0.6892,208.6087,0.0351,0.1837,0.4549,325.5300,9.9894
256.2500,0.5468,101.4195,0.0380,0.3096,0.5785,302.5979,9.1676
257.5000,0.9232,29.8199,0.3422,0.2008,0.8700,272.8427,7.0036
258.7500,2.0524,25.0837,0.7228,0.2526,0.9216,257.2313,6.5508
260.0000,4.2879,92.0397,0.5231,0.1726,0.5975,362.7066,6.8400
261.2500,6.1838,255.0895,0.3099,0.1556,0.4254,440.9723,6.7588
262.5000,7.6907,1020.7604,0.0944,0.1583,0.2679,517.7505,6.6525
263.7500,8.5910,335.8308,0.1505,0.3496,0.3881,473.7590,6.3628
265.0000,10.3254,209.1890,0.1988,0.5035,0.4545,453.9182,6.1143
266.2500,12.4439,248.3795,0.3213,0.3202,0.4292,474.7861,5.8968
267.5000,13.7282,364.1947,0.1402,0.5391,0.3778,504.7937,5.7445
268.7500,13.7817,355.3590,0.1808,0.4346,0.3809,503.4991,5.7421
270.0000,14.4136,287.6436,0.1160,0.8683,0.4087,492.3092,5.7112
271.2500,14.3895,316.4318,0.1174,0.7800,0.3959,498.5259,5.7015
272.5000,14.4327,103.0464,0.1750,1.6536,0.5754,410.1094,5.8388
273.7500,15.8137,95.0557,0.2041,1.6227,0.5911,405.1867,5.7803
275.0000,16.6148,111.1221,0.2393,1.2432,0.5611,422.0163,5.7152
276.2500,18.5985,73.4702,0.4626,1.0988,0.6441,382.4158,5.7180
277.5000,20.8162,380.4474,0.1131,0.9578,0.3723,531.3325,5.2191
278.7500,20.7399,61.3461,0.1685,3.9623,0.6840,363.6350,5.6968
280.0000,21.9504,47.6772,0.2781,3.2363,0.7440,332.1180,5.7365
281.2500,22.0547,8.1096,2.2431,2.2262,1.3428,5.9889,6.2111
282.5000,12.4274,3.1707,3.7225,2.4563,1.8364,-194.0413,6.1724
283.7500,11.6441,15.3359,0.5169,2.7882,1.0859,164.5272,6.0883
285.0000,11.8653,28.2467,0.4656,1.7526,0.8858,257.9181,6.0588
286.2500,12.7313,101.6778,0.2480,1.0080,0.5780,404.7718,5.9397
287.5000,16.3350,13.4595,0.4755,4.7633,1.1341,130.1376,6.0871
288.7500,17.7071,348.4516,0.0712,1.4391,0.3834,516.3205,5.4343
290.0000,19.4467,494.4533,0.1109,0.7101,0.3412,543.9213,5.2432
291.2500,21.0794,97.6565,0.1133,3.8542,0.5858,416.9102,5.5623
292.5000,23.3492,80.3833,1.0466,0.5251,0.6251,398.4672,5.5480
293.7500,11.4521,3.7869,5.2652,1.5740,1.7308,-135.1139,6.1304
295.0000,11.5042,14.3759,0.7876,2.0189,1.1095,153.8593,6.0913
296.2500,15.4780,59.5677,0.3389,1.4690,0.6908,354.5169,5.8684
297.5000,18.2501,151.6511,0.1814,1.2745,0.5059,454.0835,5.5733
298.7500,18.5934,6150.3679,0.0073,0.8328,0.1472,642.8047,4.8609
300.0000,18.7816,10983.5114,0.0108,0.3150,0.1214,657.2512,4.7627
301.2500,19.9337,604.1574,0.0799,0.8278,0.3191,557.1716,5.1654
302.5000,20.2592,269.9651,0.1236,1.1932,0.4174,505.6704,5.3353
303.7500,17.6600,10.1463,0.4625,7.2391,1.2462,69.4074,6.1374
305.0000,12.9373,32.4268,0.3610,2.3389,0.8460,276.6206,6.0222
306.2500,11.4953,76.2545,0.0976,3.0900,0.6362,374.3567,6.0323
307.5000,10.5314,1569.9043,0.0142,0.9511,0.2321,556.0612,6.0903
308.7500,10.3928,862.8879,0.0184,1.2868,0.2834,531.8300,6.1130
310.0000,9.7914,1644.9780,0.0215,0.5618,0.2285,552.2447,6.2296
