distance [mm],force_median [N],L2012_lambda [1/mm],L2012_f0 [N],L2012_delta [mm],L2012_L [mm],P2015_density [kg/m^3],P2015_ssa [m^2/kg]
71.2500,0.0776,71202.7099,0.0003,0.0069,0.0651,167.5927,44.7227
72.5000,0.0763,91488.9734,0.0002,0.0067,0.0599,165.2895,46.2130
73.7500,0.0763,103733.1612,0.0002,0.0069,0.0574,164.9415,46.7611
75.0000,0.0763,122545.6778,0.0002,0.0069,0.0543,164.5016,47.4719
76.2500,0.0750,120752.8861,0.0002,0.0063,0.0546,162.9284,47.8211
77.5000,0.0750,131116.9793,0.0002,0.0057,0.0531,162.7159,48.1715
78.7500,0.0738,137654.1434,0.0002,0.0053,0.0522,160.9496,48.8090
80.0000,0.0725,140508.7241,0.0002,0.0046,0.0519,159.2248,49.3440
81.2500,0.0699,156313.3648,0.0002,0.0043,0.0501,155.5134,50.7546
82.5000,0.0687,161394.0913,0.0002,0.0045,0.0496,153.6625,51.3983
83.7500,0.0674,161282.3211,0.0002,0.0045,0.0496,151.8611,51.9163
85.0000,0.0674,175040.4394,0.0001,0.0059,0.0482,151.6519,52.2837
86.2500,0.0674,174852.3763,0.0001,0.0077,0.0482,151.6546,52.2789
87.5000,0.0687,135953.5840,0.0001,0.0093,0.0525,154.1131,50.6262
88.7500,0.0699,116298.2612,0.0001,0.0115,0.0553,156.3036,49.4264
90.0000,0.0725,70643.3068,0.0001,0.0150,0.0653,161.2031,46.2130
91.2500,0.0750,67169.5278,0.0001,0.0164,0.0664,164.6233,45.1928
92.5000,0.0750,85557.2274,0.0001,0.0140,0.0612,163.8838,46.3047
93.7500,0.0738,145197.1737,0.0001,0.0117,0.0513,160.8152,49.0352
95.0000,0.0725,93155.0542,0.0001,0.0161,0.0595,160.3524,47.5113
96.2500,0.0725,58756.1923,0.0001,0.0211,0.0694,161.8149,45.3207
97.5000,0.0712,77330.0210,0.0001,0.0124,0.0633,159.2384,47.0609
98.7500,0.0712,51766.3688,0.0002,0.0113,0.0724,160.5993,45.0824
100.0000,0.0763,70707.9406,0.0002,0.0099,0.0652,166.0508,45.0562
101.2500,0.0776,110771.3118,0.0002,0.0086,0.0562,166.3466,46.6494
102.5000,0.0801,127601.1592,0.0002,0.0071,0.0536,169.0813,46.4671
103.7500,0.0814,123061.3303,0.0002,0.0068,0.0542,170.6800,45.9540
105.0000,0.0839,79974.9098,0.0003,0.0083,0.0626,174.7222,43.5247
106.2500,0.0852,75447.9510,0.0002,0.0109,0.0638,176.3067,42.9691
107.5000,0.0877,67721.4189,0.0002,0.0104,0.0662,179.3855,41.9279
108.7500,0.0877,94174.8193,0.0002,0.0091,0.0593,178.5254,43.2405
110.0000,0.0916,3788.8713,0.0026,0.0197,0.1731,196.1956,27.9079
111.2500,0.1208,494.0631,0.0193,0.0269,0.3413,233.2727,17.0604
112.5000,0.1653,47.9912,0.1448,0.0633,0.7424,271.7403,8.9706
113.7500,0.2887,20.5180,0.2948,0.1356,0.9854,274.0032,6.8784
115.0000,0.4997,28.4627,0.3110,0.1264,0.8836,273.4698,7.2115
116.2500,0.3840,25.4294,0.2940,0.1261,0.9174,272.8485,7.1453
117.5000,0.3268,84.7893,0.0926,0.0890,0.6141,284.7026,9.5045
118.7500,0.2772,78.0079,0.0819,0.0914,0.6314,279.8309,9.5370
120.0000,0.1577,44.8362,0.0687,0.1265,0.7594,272.0643,8.8454
121.2500,0.1094,102.3527,0.0205,0.1168,0.5767,250.3034,11.6879
122.5000,0.0928,639.4241,0.0026,0.1146,0.3131,213.8532,19.3345
123.7500,0.0852,1375.0276,0.0015,0.0846,0.2426,199.2611,23.4718
125.0000,0.0814,4597.0582,0.0007,0.0535,0.1622,185.1488,30.1156
126.2500,0.0801,4805.7687,0.0006,0.0512,0.1599,183.5208,30.5271
127.5000,0.0788,6190.8013,0.0006,0.0453,0.1469,180.4078,32.0767
128.7500,0.0801,4471.5707,0.0008,0.0460,0.1638,184.0489,30.1412
130.0000,0.0801,3271.2389,0.0009,0.0550,0.1817,186.4920,28.4696
131.2500,0.0763,6989.2661,0.0007,0.0331,0.1411,176.8060,33.1504
132.5000,0.0750,8263.9506,0.0006,0.0289,0.1334,174.2689,34.3006
133.7500,0.0750,12180.4417,0.0005,0.0229,0.1173,171.9412,36.4409
135.0000,0.0750,9277.5635,0.0008,0.0209,0.1284,173.5430,34.9420
136.2500,0.0788,7409.6585,0.0009,0.0242,0.1384,179.2305,33.0455
137.5000,0.0776,13046.6386,0.0007,0.0175,0.1146,174.5126,36.3048
138.7500,0.0763,18231.1954,0.0007,0.0128,0.1025,171.3337,38.3420
140.0000,0.0763,7753.5320,0.0010,0.0199,0.1363,176.1258,33.7216
141.2500,0.0788,4971.7614,0.0011,0.0277,0.1581,181.9432,30.8912
142.5000,0.0814,7969.0708,0.0009,0.0239,0.1351,181.5072,33.0223
143.7500,0.0801,6408.9554,0.0008,0.0298,0.1452,181.5334,32.0667
145.0000,0.0776,6178.1799,0.0007,0.0347,0.1470,179.0450,32.2653
146.2500,0.0788,6082.0400,0.0007,0.0364,0.1478,180.5277,31.9810
147.5000,0.0763,5596.5225,0.0008,0.0364,0.1520,178.3441,31.9239
148.7500,0.0763,8278.2793,0.0007,0.0263,0.1334,175.7085,34.0813
150.0000,0.0788,4938.9105,0.0009,0.0370,0.1584,181.9914,30.8554
151.2500,0.0788,5681.5772,0.0007,0.0375,0.1512,180.9954,31.6130
152.5000,0.0814,13851.5108,0.0005,0.0235,0.1123,178.4623,35.8927
153.7500,0.0827,6429.5469,0.0007,0.0369,0.1451,184.1655,31.7037
155.0000,0.0801,5923.4103,0.0007,0.0365,0.1491,182.0585,31.6459
156.2500,0.0801,7677.7000,0.0007,0.0308,0.1368,180.3804,33.0290
157.5000,0.0801,4817.5815,0.0008,0.0414,0.1597,183.5030,30.5402
158.7500,0.0801,5262.1593,0.0009,0.0350,0.1551,182.8738,31.0128
160.0000,0.0776,7130.8477,0.0007,0.0319,0.1402,178.0857,33.0473
161.2500,0.0763,9797.8946,0.0005,0.0289,0.1261,174.6757,35.0038
162.5000,0.0763,7664.2633,0.0006,0.0318,0.1368,176.2005,33.6579
163.7500,0.0776,6640.9369,0.0007,0.0335,0.1435,178.5561,32.6594
165.0000,0.0763,9306.1080,0.0006,0.0272,0.1283,174.9851,34.7225
166.2500,0.0763,9018.3389,0.0007,0.0251,0.1296,175.1765,34.5506
167.5000,0.0801,4391.8193,0.0012,0.0295,0.1647,184.1828,30.0448
168.7500,0.0839,3873.5603,0.0013,0.0332,0.1718,188.9383,28.8903
170.0000,0.0903,2746.0779,0.0019,0.0343,0.1927,197.4348,26.4495
171.2500,0.0954,4731.3382,0.0014,0.0298,0.1607,198.1056,28.5775
172.5000,0.0916,3403.9491,0.0015,0.0370,0.1793,196.9486,27.3810
173.7500,0.0954,5627.1389,0.0014,0.0234,0.1517,197.0701,29.4059
175.0000,0.0979,4248.8647,0.0014,0.0334,0.1666,200.9444,27.8029
176.2500,0.0979,1924.4719,0.0020,0.0517,0.2169,206.5582,24.0743
177.5000,0.0979,1267.7447,0.0022,0.0699,0.2493,210.1700,22.1391
178.7500,0.1017,1412.1773,0.0023,0.0620,0.2405,211.9908,22.3788
180.0000,0.1043,2669.4349,0.0016,0.0484,0.1945,209.0225,25.0854
181.2500,0.1043,3555.7638,0.0015,0.0391,0.1768,207.1803,26.3875
182.5000,0.1055,2809.5383,0.0019,0.0404,0.1912,209.6421,25.2164
183.7500,0.1055,2591.9243,0.0019,0.0427,0.1964,210.1757,24.8531
185.0000,0.1081,3675.6799,0.0014,0.0423,0.1748,209.8993,26.2135
186.2500,0.1132,3338.7687,0.0016,0.0435,0.1805,214.1726,25.3904
187.5000,0.1183,3001.7276,0.0016,0.0488,0.1870,218.2941,24.5711
188.7500,0.1157,2605.1390,0.0016,0.0555,0.1961,217.3850,24.1428
190.0000,0.1157,1194.3839,0.0026,0.0761,0.2543,222.7000,20.8361
191.2500,0.1183,1023.4977,0.0028,0.0831,0.2677,225.4489,20.0699
192.5000,0.1119,1314.6546,0.0027,0.0641,0.2463,219.5343,21.4475
193.7500,0.1106,2206.1976,0.0022,0.0469,0.2072,214.9274,23.7694
195.0000,0.1132,4742.1892,0.0017,0.0284,0.1606,212.2996,26.9033
196.2500,0.1081,3902.4911,0.0020,0.0278,0.1714,209.5553,26.4794
197.5000,0.1055,3968.9215,0.0020,0.0273,0.1704,207.5112,26.7737
198.7500,0.1055,3561.4512,0.0019,0.0310,0.1767,208.1532,26.2857
200.0000,0.1055,1993.2786,0.0025,0.0420,0.2144,212.0167,23.6723
201.2500,0.1119,1402.1060,0.0034,0.0477,0.2410,219.0354,21.7236
202.5000,0.1195,1084.4576,0.0034,0.0649,0.2626,225.7512,20.2469
203.7500,0.1246,1387.1459,0.0032,0.0559,0.2419,226.9924,21.0034
205.0000,0.1259,1687.5015,0.0028,0.0534,0.2266,226.4944,21.7328
206.2500,0.1310,1717.9536,0.0030,0.0513,0.2253,229.3630,21.5463
207.5000,0.1272,1651.2931,0.0032,0.0483,0.2282,227.3797,21.5798
208.7500,0.1195,2925.6305,0.0022,0.0372,0.1886,219.2883,24.3772
210.0000,0.1246,3293.9194,0.0025,0.0308,0.1813,222.0043,24.5313
211.2500,0.1284,2778.0705,0.0024,0.0398,0.1919,225.2651,23.6040
212.5000,0.1272,2550.5018,0.0024,0.0426,0.1975,224.9199,23.3347
213.7500,0.1183,1548.1888,0.0029,0.0526,0.2332,222.3898,21.7864
215.0000,0.1157,1261.0708,0.0029,0.0627,0.2497,222.2833,21.0639
216.2500,0.1170,1215.7647,0.0030,0.0644,0.2528,223.3483,20.8448
217.5000,0.1119,1364.7297,0.0026,0.0633,0.2432,219.2434,21.6077
218.7500,0.1119,1045.1759,0.0028,0.0781,0.2658,221.4006,20.4708
220.0000,0.1195,919.1253,0.0036,0.0725,0.2775,227.0519,19.5719
221.2500,0.1284,1135.8969,0.0040,0.0567,0.2586,230.5095,20.0259
222.5000,0.1411,1138.5493,0.0046,0.0541,0.2584,237.2128,19.5102
223.7500,0.1411,908.8751,0.0057,0.0553,0.2785,238.5678,18.6657
225.0000,0.1144,357.7498,0.0081,0.0825,0.3800,233.5600,16.0283
226.2500,0.1005,191.4800,0.0115,0.0948,0.4681,235.7504,14.0720
227.5000,0.1030,37.6905,0.0764,0.0894,0.8046,272.3754,8.7486
228.7500,0.1437,22.2789,0.1391,0.1222,0.9588,284.0672,7.2566
230.0000,0.1755,26.2255,0.1118,0.1415,0.9080,279.2589,7.5331
231.2500,0.1424,67.2301,0.0563,0.0859,0.6635,264.6526,10.0160
232.5000,0.1183,168.8444,0.0197,0.0741,0.4881,244.9946,13.2009
233.7500,0.1094,606.2854,0.0070,0.0529,0.3188,224.9794,18.3131
235.0000,0.1005,748.5530,0.0056,0.0502,0.2971,217.2129,19.6267
236.2500,0.0979,1355.6851,0.0032,0.0462,0.2438,209.5552,22.4476
237.5000,0.1068,1210.6383,0.0033,0.0548,0.2531,216.8482,21.3806
238.7500,0.1208,850.3449,0.0052,0.0554,0.2848,228.4080,19.2019
240.0000,0.1348,810.9724,0.0066,0.0514,0.2893,236.1855,18.4656
241.2500,0.1348,867.5254,0.0064,0.0494,0.2829,235.7173,18.7219
242.5000,0.1411,931.2982,0.0064,0.0480,0.2763,238.4163,18.7567
243.7500,0.1411,720.5520,0.0074,0.0535,0.3009,240.0749,17.8049
245.0000,0.1361,805.3188,0.0056,0.0608,0.2900,236.8670,18.3933
246.2500,0.1411,839.7195,0.0053,0.0643,0.2860,239.0684,18.3711
247.5000,0.1411,837.8522,0.0049,0.0691,0.2862,239.0827,18.3629
248.7500,0.1424,1536.3681,0.0036,0.0513,0.2338,236.2262,20.5892
250.0000,0.1475,944.7992,0.0054,0.0571,0.2749,241.3746,18.5871
251.2500,0.1551,795.3496,0.0062,0.0636,0.2912,245.7688,17.7247
252.5000,0.1551,621.5852,0.0065,0.0773,0.3161,247.1602,16.8595
253.7500,0.1411,645.1114,0.0064,0.0698,0.3122,240.8348,17.3990
255.0000,0.1361,1878.4629,0.0031,0.0474,0.2186,231.7536,21.6478
256.2500,0.1373,1658.2813,0.0033,0.0505,0.2279,233.1151,21.1052
257.5000,0.1297,948.0496,0.0047,0.0592,0.2746,232.4549,19.2619
258.7500,0.1246,1266.8470,0.0038,0.0526,0.2493,227.6039,20.6366
260.0000,0.1272,1402.0995,0.0038,0.0476,0.2410,228.4016,20.9228
261.2500,0.1297,1515.8936,0.0037,0.0457,0.2348,229.3729,21.1119
262.5000,0.1297,1891.1149,0.0033,0.0423,0.2182,228.0796,21.9926
263.7500,0.1272,1232.5900,0.0041,0.0509,0.2516,229.2467,20.4076
265.0000,0.1284,998.7872,0.0047,0.0553,0.2699,231.4008,19.5186
266.2500,0.1322,2199.4978,0.0031,0.0386,0.2074,228.7512,22.4593
267.5000,0.1411,991.1716,0.0062,0.0479,0.2706,238.0344,18.9897
268.7500,0.1602,839.5152,0.0062,0.0624,0.2860,247.6668,17.7640
270.0000,0.1602,1118.6047,0.0052,0.0565,0.2599,246.3129,18.7700
271.2500,0.1704,1194.8744,0.0071,0.0410,0.2542,250.4314,18.6783
272.5000,0.1806,1544.7390,0.0058,0.0406,0.2334,253.8071,19.2314
273.7500,0.1793,956.9122,0.0073,0.0522,0.2738,254.8283,17.6786
275.0000,0.1793,504.9766,0.0090,0.0801,0.3388,257.3158,15.5925
276.2500,0.1793,721.4044,0.0076,0.0653,0.3008,255.8627,16.7488
277.5000,0.1717,1045.3941,0.0067,0.0499,0.2658,251.4685,18.1856
278.7500,0.1679,1444.6071,0.0049,0.0482,0.2386,248.6328,19.4115
280.0000,0.1780,1576.1653,0.0055,0.0416,0.2318,252.6936,19.3780
281.2500,0.1857,1713.9636,0.0054,0.0405,0.2254,255.5977,19.4178
282.5000,0.1869,1354.6126,0.0061,0.0455,0.2438,256.7216,18.6120
283.7500,0.1831,1072.5527,0.0076,0.0459,0.2636,255.9225,17.9531
285.0000,0.1869,1813.6231,0.0064,0.0326,0.2212,255.9710,19.5632
286.2500,0.1946,1564.4308,0.0065,0.0385,0.2324,259.3151,18.8622
287.5000,0.2136,591.3516,0.0146,0.0518,0.3214,267.7821,15.4270
288.7500,0.2518,627.7697,0.0124,0.0647,0.3151,278.2386,14.9890
290.0000,0.2607,1463.6614,0.0086,0.0414,0.2376,281.0208,17.1669
291.2500,0.2658,1872.2874,0.0078,0.0366,0.2189,282.6210,17.7360
292.5000,0.2696,1198.3814,0.0096,0.0477,0.2540,283.3123,16.4703
293.7500,0.2556,735.2193,0.0119,0.0588,0.2989,279.2813,15.3663
295.0000,0.2403,1324.9838,0.0081,0.0453,0.2456,275.0552,17.2807
296.2500,0.2467,1773.5343,0.0066,0.0422,0.2229,276.9629,17.9735
297.5000,0.2581,1423.3323,0.0079,0.0461,0.2398,280.2853,17.1377
298.7500,0.2581,1394.6361,0.0081,0.0459,0.2415,280.2757,17.0819
300.0000,0.2263,795.4620,0.0102,0.0564,0.2912,271.1520,16.0740
301.2500,0.2136,889.9406,0.0080,0.0601,0.2805,267.0846,16.6525
302.5000,0.2035,833.2359,0.0094,0.0521,0.2867,263.8857,16.6636
303.7500,0.1806,1233.5238,0.0058,0.0504,0.2516,254.4870,18.4847
305.0000,0.1653,1754.1686,0.0045,0.0420,0.2237,246.7903,20.1737
306.2500,0.1590,1620.4180,0.0044,0.0458,0.2297,244.1510,20.1275
307.5000,0.1551,737.7624,0.0065,0.0668,0.2986,246.1810,17.4597
308.7500,0.1640,655.5138,0.0076,0.0663,0.3106,250.4682,16.8071
310.0000,0.1755,987.0448,0.0060,0.0601,0.2710,253.2228,17.8846
311.2500,0.1679,975.3467,0.0058,0.0598,0.2720,250.1769,18.0598
312.5000,0.1717,1158.9669,0.0057,0.0521,0.2568,251.0774,18.5359
313.7500,0.1768,1286.8966,0.0058,0.0479,0.2480,252.8086,18.7374
315.0000,0.1666,1078.8038,0.0059,0.0532,0.2630,249.2242,18.4440
316.2500,0.1615,1100.6564,0.0056,0.0536,0.2613,246.9456,18.6722
317.5000,0.1602,1327.9832,0.0046,0.0535,0.2454,245.5633,19.3756
318.7500,0.1615,1028.9075,0.0052,0.0600,0.2672,247.2480,18.4361
320.0000,0.1640,726.1022,0.0070,0.0651,0.3002,249.9578,17.1560
321.2500,0.1628,1065.5224,0.0056,0.0554,0.2641,247.6430,18.5186
322.5000,0.1577,1006.1662,0.0054,0.0592,0.2692,245.6799,18.4778
323.7500,0.1628,819.2167,0.0064,0.0640,0.2883,248.8520,17.6059
325.0000,0.1755,1190.8248,0.0067,0.0446,0.2545,252.5513,18.5144
326.2500,0.1704,916.7526,0.0076,0.0495,0.2777,251.4745,17.7764
327.5000,0.1526,957.3081,0.0063,0.0505,0.2737,243.6498,18.4648
328.7500,0.1551,819.2541,0.0077,0.0500,0.2883,245.6092,17.8295
330.0000,0.1742,926.2513,0.0086,0.0453,0.2768,252.9586,17.7063
331.2500,0.1933,1324.5481,0.0065,0.0454,0.2457,259.2144,18.3651
332.5000,0.2035,1353.0988,0.0069,0.0438,0.2439,262.9040,18.1688
333.7500,0.2213,1305.5406,0.0084,0.0403,0.2468,269.0580,17.6394
335.0000,0.2454,666.2394,0.0139,0.0544,0.3089,276.5926,15.2488
336.2500,0.3014,748.7357,0.0176,0.0459,0.2971,290.2422,14.7911
337.5000,0.3370,1567.0560,0.0109,0.0399,0.2323,300.1409,16.1403
338.7500,0.3408,1167.1933,0.0121,0.0494,0.2562,300.0300,15.3951
340.0000,0.3293,1084.6386,0.0125,0.0493,0.2626,297.3656,15.3602
341.2500,0.3179,2146.3035,0.0078,0.0382,0.2091,296.5292,17.1701
342.5000,0.3230,1617.7263,0.0093,0.0439,0.2298,297.0706,16.4106
343.7500,0.3141,939.4817,0.0135,0.0501,0.2755,293.6315,15.1999
345.0000,0.2899,1291.2204,0.0088,0.0514,0.2477,288.6536,16.3402
346.2500,0.2861,981.6388,0.0097,0.0601,0.2715,287.2588,15.6878
347.5000,0.2569,869.8768,0.0103,0.0592,0.2826,279.6964,15.8080
348.7500,0.2645,931.6929,0.0108,0.0537,0.2762,281.7501,15.8745
350.0000,0.3026,1105.5672,0.0108,0.0511,0.2609,291.4327,15.7580
351.2500,0.3548,1135.2590,0.0158,0.0399,0.2586,302.7975,15.1657
352.5000,0.3955,2467.9911,0.0089,0.0366,0.1996,313.9173,16.4049
353.7500,0.3904,2059.2835,0.0105,0.0366,0.2120,312.2084,16.0806
355.0000,0.3739,1787.0421,0.0110,0.0385,0.2223,308.3654,15.9700
356.2500,0.3739,1192.0497,0.0129,0.0489,0.2544,306.7348,15.0651
357.5000,0.3624,795.0359,0.0163,0.0575,0.2912,302.7788,14.2633
358.7500,0.3853,920.4544,0.0163,0.0518,0.2773,307.6489,14.3708
360.0000,0.4273,1286.0739,0.0141,0.0475,0.2481,316.7272,14.6943
361.2500,0.4349,1689.6874,0.0116,0.0450,0.2265,319.4994,15.1846
362.5000,0.4285,2417.5084,0.0093,0.0381,0.2010,320.1099,15.9782
363.7500,0.4463,1772.7674,0.0120,0.0421,0.2229,321.7080,15.1707
365.0000,0.4730,1861.5440,0.0112,0.0457,0.2193,326.3785,15.0185
366.2500,0.4705,1426.1228,0.0129,0.0512,0.2397,324.3680,14.5205
367.5000,0.4654,1598.2419,0.0128,0.0455,0.2307,324.2603,14.7888
368.7500,0.4883,1600.1760,0.0136,0.0449,0.2307,327.8455,14.5949
370.0000,0.5010,1624.3360,0.0132,0.0465,0.2295,329.8605,14.5193
371.2500,0.4883,1678.1341,0.0117,0.0499,0.2270,328.1470,14.6860
372.5000,0.5010,1207.8744,0.0148,0.0566,0.2533,327.8066,13.9566
373.7500,0.5112,1361.3128,0.0146,0.0519,0.2434,330.1272,14.1074
375.0000,0.5188,1919.3825,0.0132,0.0413,0.2171,333.5911,14.6861
376.2500,0.5531,1925.9735,0.0139,0.0416,0.2168,338.4963,14.4269
377.5000,0.5595,1398.1891,0.0149,0.0542,0.2413,336.9340,13.8138
378.7500,0.5646,766.9720,0.0212,0.0709,0.2947,332.2128,12.7025
380.0000,0.6345,1127.8747,0.0171,0.0659,0.2592,344.0928,12.9916
381.2500,0.6790,2708.8848,0.0112,0.0450,0.1935,356.9892,14.1367
382.5000,0.7274,1744.1682,0.0149,0.0565,0.2241,358.4021,13.2002
383.7500,0.7795,1215.1698,0.0179,0.0709,0.2528,359.6055,12.4190
385.0000,0.6650,533.3008,0.0351,0.0743,0.3327,338.5713,11.5985
386.2500,0.6116,1100.7023,0.0171,0.0661,0.2613,341.2482,13.0759
387.5000,0.5506,525.3515,0.0336,0.0629,0.3343,326.6685,12.0870
388.7500,0.4756,1132.0362,0.0126,0.0671,0.2589,323.6249,14.0243
390.0000,0.5010,1182.6390,0.0131,0.0650,0.2551,327.6523,13.9162
391.2500,0.4807,983.9152,0.0167,0.0596,0.2712,323.3754,13.7095
392.5000,0.4590,1467.0194,0.0107,0.0595,0.2374,322.7298,14.6751
393.7500,0.5048,1986.3342,0.0121,0.0424,0.2146,331.7242,14.8645
395.0000,0.5430,2568.2789,0.0105,0.0404,0.1970,338.9856,15.0114
396.2500,0.5277,1823.6928,0.0141,0.0410,0.2208,334.5415,14.5223
397.5000,0.5137,1589.4079,0.0125,0.0520,0.2312,331.5830,14.3779
398.7500,0.5099,1718.0138,0.0119,0.0502,0.2253,331.5509,14.5528
400.0000,0.5442,1747.4797,0.0181,0.0346,0.2240,336.5724,14.3200
401.2500,0.6244,1917.4437,0.0169,0.0388,0.2172,347.6878,13.9320
402.5000,0.6358,934.9422,0.0216,0.0623,0.2759,342.3102,12.6699
403.7500,0.6625,561.5565,0.0343,0.0691,0.3270,339.0147,11.6944
405.0000,0.7083,1058.1366,0.0204,0.0662,0.2647,351.1935,12.5215
406.2500,0.5608,390.9788,0.0424,0.0706,0.3689,324.3471,11.5001
407.5000,0.4781,2099.2008,0.0099,0.0463,0.2107,327.8839,15.2033
408.7500,0.5112,1227.8509,0.0160,0.0521,0.2519,329.3720,13.9129
410.0000,0.6040,634.9242,0.0388,0.0502,0.3139,334.6326,12.1631
411.2500,0.7477,1232.8699,0.0260,0.0462,0.2516,356.7780,12.5789
412.5000,0.7998,1102.5830,0.0237,0.0609,0.2611,360.2666,12.1927
413.7500,0.6523,241.1048,0.0645,0.0868,0.4335,325.4587,10.3283
415.0000,0.5468,1106.5363,0.0163,0.0613,0.2608,333.3557,13.4755
416.2500,0.5086,598.1527,0.0263,0.0644,0.3202,323.0029,12.5584
417.5000,0.4285,790.5741,0.0182,0.0604,0.2918,314.0025,13.6644
418.7500,0.4222,1106.6481,0.0157,0.0494,0.2608,315.0256,14.4260
420.0000,0.4311,856.6295,0.0180,0.0568,0.2841,314.9235,13.8121
421.2500,0.4400,571.1644,0.0220,0.0718,0.3252,313.4178,12.9019
422.5000,0.4654,550.0315,0.0235,0.0737,0.3293,316.6445,12.6569
