distance [mm],force_median [N],L2012_lambda [1/mm],L2012_f0 [N],L2012_delta [mm],L2012_L [mm],P2015_density [kg/m^3],P2015_ssa [m^2/kg]
283.7500,12.3727,53.9428,0.4363,0.9863,0.7140,339.2877,6.0045
285.0000,7.0943,14.8995,1.3191,0.8817,1.0964,174.6606,6.1176
286.2500,7.1426,242.5276,0.1980,0.3042,0.4326,445.3669,6.5640
287.5000,8.3443,1159.3966,0.0484,0.2950,0.2568,528.2160,6.5142
288.7500,8.9457,948.8912,0.0825,0.2305,0.2745,525.4597,6.3735
290.0000,9.6006,940.8171,0.0366,0.5559,0.2753,530.0017,6.2497
291.2500,9.3959,1047.1801,0.0440,0.4070,0.2657,532.7739,6.2915
292.5000,9.1136,1416.3562,0.0364,0.3559,0.2402,541.7645,6.3615
293.7500,9.7189,710.6366,0.0607,0.4458,0.3023,518.8233,6.2203
295.0000,10.1843,3564.7147,0.0232,0.2463,0.1766,578.6154,6.1618
296.2500,9.9668,526.8035,0.0734,0.5098,0.3340,506.2549,6.1735
297.5000,9.7214,425.4559,0.0814,0.5651,0.3587,493.7239,6.2045
298.7500,11.3071,244.3750,0.1922,0.4771,0.4315,468.8691,6.0087
300.0000,11.8437,89.6763,0.1561,1.6824,0.6027,390.8262,6.0038
301.2500,9.9846,63.9476,0.2980,1.0803,0.6746,353.5282,6.1272
302.5000,9.0195,721.4785,0.0585,0.4290,0.3008,514.5701,6.3433
303.7500,7.9450,324.9259,0.1637,0.3019,0.3924,467.6165,6.4656
305.0000,7.4389,375.3678,0.0905,0.4434,0.3740,471.6139,6.5763
306.2500,9.1683,168.9587,0.2090,0.4988,0.4880,433.5812,6.2367
307.5000,9.8244,258.5503,0.0827,0.8924,0.4235,465.4037,6.1761
308.7500,8.5096,148.5143,0.1249,0.9521,0.5094,421.1450,6.3041
310.0000,8.1955,1051.9340,0.0366,0.4277,0.2653,523.3371,6.5388
311.2500,7.5101,237.6525,0.0887,0.7174,0.4355,446.6614,6.4984
312.5000,7.6055,455.6285,0.1261,0.2676,0.3506,482.6054,6.5703
313.7500,9.1988,288.8213,0.0787,0.7833,0.4081,468.7699,6.2626
315.0000,9.6858,221.2410,0.0479,1.8723,0.4461,454.6278,6.1882
316.2500,10.9930,652.0930,0.0561,0.5992,0.3111,522.8883,6.0242
317.5000,11.9353,3275.4745,0.0255,0.2848,0.1817,589.1017,5.8278
318.7500,12.4236,4378.2412,0.0070,0.8104,0.1649,600.2869,5.7314
320.0000,12.6156,903.7482,0.0118,2.3523,0.2790,547.1055,5.7913
321.2500,12.9894,973.8622,0.0166,1.5865,0.2722,552.4096,5.7382
322.5000,13.0174,13668.4060,0.0030,0.6358,0.1128,629.1799,5.5715
323.7500,13.0772,2953.0508,0.0060,1.4755,0.1880,593.3800,5.6479
325.0000,13.1891,2269.0100,0.0087,1.3337,0.2053,585.7304,5.6492
326.2500,12.9259,2214.2668,0.0137,0.8593,0.2070,583.3606,5.6894
327.5000,13.9775,385.7826,0.0969,0.7506,0.3706,509.3295,5.7152
328.7500,15.0456,2021.2304,0.0124,1.1945,0.2134,591.9286,5.4135
330.0000,14.8943,742.3728,0.0473,0.8301,0.2979,549.1060,5.5491
331.2500,13.3773,715.4081,0.0478,0.7963,0.3016,540.1859,5.7166
332.5000,13.9609,1378.7878,0.0471,0.4245,0.2424,571.9971,5.5866
333.7500,14.5713,4767.5678,0.0059,1.0292,0.1603,615.7241,5.3905
335.0000,14.9960,670.2853,0.0292,1.5540,0.3083,544.4186,5.5519
336.2500,15.8862,7414.2477,0.0085,0.5066,0.1384,633.9782,5.1664
337.5000,16.4329,7554.7327,0.0074,0.5824,0.1375,637.3179,5.0921
338.7500,16.7407,22022.2023,0.0018,0.8409,0.0962,659.9988,4.9461
340.0000,16.8513,82781.1229,0.0005,0.8375,0.0619,678.1871,4.8306
341.2500,16.8373,84333.4514,0.0005,0.8509,0.0615,678.3039,4.8316
342.5000,16.8717,24304.5758,0.0019,0.7318,0.0931,662.3010,4.9193
343.7500,17.1501,3633.1143,0.0041,2.3222,0.1755,621.4417,5.0939
345.0000,17.5914,14504.0446,0.0051,0.4779,0.1106,657.0628,4.8736
346.2500,17.7808,104355.6910,0.0005,0.6468,0.0573,685.6717,4.6806
347.5000,17.7516,436516.7329,0.0003,0.2592,0.0356,696.7845,4.6080
348.7500,17.7681,31715.8935,0.0011,1.0408,0.0852,671.1220,4.7741
350.0000,17.9640,35516.7862,0.0014,0.7024,0.0821,673.7726,4.7382
351.2500,18.0479,124749.8854,0.0004,0.6534,0.0540,688.8184,4.6316
352.5000,17.8991,8052.9395,0.0023,1.9001,0.1346,646.1560,4.9038
353.7500,17.8546,18628.9227,0.0010,1.8385,0.1018,662.9825,4.8140
355.0000,17.9131,19689.5228,0.0008,2.2042,0.0999,664.2443,4.8009
356.2500,17.8457,39817.7915,0.0015,0.5797,0.0790,674.7542,4.7439
357.5000,17.4884,587.7196,0.0481,1.2127,0.3221,547.2978,5.3518
358.7500,15.4271,341.2365,0.1145,0.7980,0.3861,507.2528,5.6062
360.0000,14.0589,1258.2685,0.0348,0.6463,0.2499,568.8296,5.5834
361.2500,13.5324,16222.4615,0.0027,0.6258,0.1066,635.6662,5.4703
362.5000,13.6418,26776.9740,0.0014,0.7048,0.0902,644.3639,5.4251
363.7500,13.7842,581.6458,0.0173,2.7899,0.3232,531.6507,5.6914
365.0000,14.4238,1932.8839,0.0098,1.5219,0.2166,587.1149,5.4955
366.2500,14.0601,1350.2958,0.0170,1.2293,0.2441,571.6847,5.5763
367.5000,13.4981,266.8347,0.0289,3.4477,0.4190,483.8070,5.7965
368.7500,12.4655,1362.9052,0.0186,0.9897,0.2433,563.2685,5.7863
370.0000,12.1158,27978.7550,0.0014,0.6014,0.0889,634.1232,5.7226
371.2500,12.0370,43345.4314,0.0007,0.8404,0.0768,639.2119,5.7287
372.5000,11.9340,72618.8628,0.0005,0.7095,0.0647,644.1195,5.7409
373.7500,11.9849,38344.2673,0.0007,0.8608,0.0800,637.2991,5.7430
375.0000,12.0218,36693.3855,0.0007,0.9262,0.0812,637.0270,5.7359
376.2500,12.2112,39925.8001,0.0019,0.3213,0.0789,639.5415,5.6929
377.5000,12.3333,70339.8919,0.0006,0.5481,0.0654,646.9063,5.6522
378.7500,12.5800,5463.4567,0.0035,1.2992,0.1532,606.9128,5.6938
380.0000,12.6881,141103.6707,0.0004,0.4680,0.0518,656.0541,5.5581
381.2500,12.5050,5213.6336,0.0071,0.6770,0.1556,605.2644,5.7091
382.5000,11.9289,2924.9039,0.0157,0.5187,0.1886,585.7736,5.8333
383.7500,11.4101,5330.3259,0.0070,0.6144,0.1544,598.1343,5.9095
385.0000,11.0083,1720.2449,0.0180,0.7043,0.2252,562.5633,6.0058
386.2500,10.1042,941.6430,0.0439,0.4904,0.2752,533.5712,6.1615
387.5000,9.5485,2256.1968,0.0061,1.3912,0.2057,560.4939,6.2884
388.7500,9.5688,13778.1076,0.0011,1.2779,0.1125,601.9823,6.3315
390.0000,9.6438,77605.1447,0.0005,0.5201,0.0632,624.5846,6.3399
391.2500,9.7558,2849.2749,0.0063,1.1003,0.1903,569.0243,6.2501
392.5000,10.2402,4647.2482,0.0111,0.3989,0.1617,585.8099,6.1519
393.7500,10.4984,43078.6473,0.0038,0.1266,0.0770,626.3980,6.0966
