distance [mm],force_median [N],L2012_lambda [1/mm],L2012_f0 [N],L2012_delta [mm],L2012_L [mm],P2015_density [kg/m^3],P2015_ssa [m^2/kg]
158.7500,0.0521,76042.9551,0.0001,0.0106,0.0637,129.7490,55.3586
160.0000,0.0521,80789.9339,0.0001,0.0112,0.0624,129.5099,55.7477
161.2500,0.0521,46287.4751,0.0002,0.0144,0.0751,131.9022,52.0756
162.5000,0.0521,40691.1463,0.0002,0.0161,0.0784,132.5219,51.1987
163.7500,0.0521,35260.2019,0.0002,0.0167,0.0823,133.2427,50.2134
165.0000,0.0521,27081.5157,0.0002,0.0176,0.0898,134.6642,48.3727
166.2500,0.0521,27303.4223,0.0002,0.0167,0.0896,134.6184,48.4300
167.5000,0.0521,26286.9958,0.0002,0.0174,0.0907,134.8326,48.1631
168.7500,0.0521,36911.0004,0.0002,0.0154,0.0810,133.0087,50.5293
170.0000,0.0521,42720.8609,0.0002,0.0135,0.0772,132.2847,51.5310
171.2500,0.0521,35981.2791,0.0002,0.0146,0.0817,133.1388,50.3533
172.5000,0.0521,30921.4893,0.0002,0.0162,0.0860,133.9344,49.3015
173.7500,0.0521,34115.3234,0.0002,0.0161,0.0832,133.4138,49.9849
175.0000,0.0521,40416.7899,0.0002,0.0141,0.0786,132.5551,51.1524
176.2500,0.0521,34493.2891,0.0002,0.0140,0.0829,133.3565,50.0613
177.5000,0.0521,40253.7504,0.0002,0.0130,0.0787,132.5751,51.1248
178.7500,0.0521,57467.5101,0.0002,0.0111,0.0699,130.9199,53.5259
180.0000,0.0521,71500.1712,0.0001,0.0107,0.0650,129.9972,54.9601
181.2500,0.0521,65687.5551,0.0001,0.0111,0.0669,130.3473,54.4073
182.5000,0.0521,59578.5243,0.0002,0.0112,0.0691,130.7628,53.7649
183.7500,0.0521,58601.9322,0.0002,0.0117,0.0695,130.8345,53.6555
185.0000,0.0521,50971.7869,0.0002,0.0117,0.0728,131.4557,52.7254
186.2500,0.0521,29948.5768,0.0003,0.0134,0.0869,134.1074,49.0782
187.5000,0.0521,25115.0793,0.0003,0.0152,0.0921,135.0938,47.8415
188.7500,0.0521,22523.9569,0.0003,0.0172,0.0955,135.7336,47.0704
190.0000,0.0521,19387.6363,0.0003,0.0172,0.1004,136.6536,46.0023
191.2500,0.0521,21506.9820,0.0003,0.0168,0.0970,136.0122,46.7421
192.5000,0.0521,26950.6421,0.0003,0.0147,0.0900,134.6915,48.3386
193.7500,0.0521,40287.0312,0.0003,0.0101,0.0787,132.5710,51.1304
195.0000,0.0521,45398.4132,0.0002,0.0092,0.0756,131.9938,51.9442
196.2500,0.0521,32004.1258,0.0003,0.0107,0.0850,133.7502,49.5412
197.5000,0.0521,27853.3145,0.0003,0.0115,0.0890,134.5069,48.5701
198.7500,0.0521,25504.8137,0.0003,0.0116,0.0917,135.0052,47.9501
200.0000,0.0521,22026.5220,0.0004,0.0129,0.0962,135.8678,46.9118
201.2500,0.0560,8.1298,0.2889,0.1626,1.3417,365.6512,5.0109
202.5000,0.5214,21.0969,0.3761,0.1550,0.9763,264.8303,6.7640
203.7500,1.3314,41.8139,0.5501,0.1361,0.7773,290.7426,7.1739
205.0000,2.6119,83.5721,0.2628,0.2490,0.6171,342.2029,7.2336
206.2500,3.7678,99.7269,0.1791,0.4148,0.5818,364.0300,6.9935
207.5000,4.2917,605.7834,0.0510,0.2743,0.3188,459.2783,7.5977
208.7500,4.5854,260.2549,0.1201,0.3019,0.4225,426.7441,7.1686
210.0000,5.8583,229.6746,0.2809,0.1843,0.4405,432.4001,6.8033
211.2500,7.6296,199.2610,0.2000,0.3787,0.4619,436.4826,6.4551
212.5000,8.4295,1385.5680,0.0380,0.3183,0.2420,535.2831,6.5096
213.7500,8.7143,1323.5952,0.0395,0.3337,0.2457,536.1065,6.4427
215.0000,9.2471,1398.4173,0.0367,0.3602,0.2412,542.3821,6.3333
216.2500,8.9928,171.7276,0.1939,0.5209,0.4854,433.8934,6.2581
217.5000,6.6530,147.7304,0.2041,0.4724,0.5103,410.7557,6.5561
218.7500,6.3504,4036.5264,0.0170,0.1855,0.1694,543.1451,7.2604
220.0000,6.7815,517.9570,0.0964,0.2751,0.3359,481.6201,6.7691
221.2500,7.2901,731.1481,0.0434,0.4641,0.2995,501.0615,6.7044
222.5000,7.8509,565.3173,0.0664,0.4136,0.3263,494.7173,6.5476
223.7500,8.1217,2238.1785,0.0235,0.3078,0.2062,547.7101,6.6247
225.0000,8.2578,1165.1101,0.0398,0.3566,0.2564,527.6517,6.5341
226.2500,8.9902,896.1726,0.0576,0.3493,0.2798,523.5005,6.3615
227.5000,9.3832,1879.6144,0.0275,0.3659,0.2186,553.4437,6.3173
228.7500,9.3094,2325.9053,0.0267,0.3002,0.2036,559.4414,6.3416
230.0000,9.4264,2148.7378,0.0268,0.3277,0.2091,558.0059,6.3130
231.2500,9.5472,2042.3424,0.0300,0.3120,0.2126,557.4060,6.2855
232.5000,8.9546,257.5435,0.1276,0.5380,0.4240,460.4206,6.2895
233.7500,7.5088,685.4168,0.1160,0.1901,0.3060,500.3186,6.6449
235.0000,6.8336,2542.7779,0.0216,0.2504,0.1977,537.7884,7.0164
236.2500,6.7382,1730.3356,0.0284,0.2727,0.2247,525.8309,6.9876
237.5000,6.4102,1204.5914,0.0328,0.3260,0.2535,510.6844,7.0264
238.7500,6.1228,1578.7902,0.0251,0.3071,0.2317,515.9084,7.1733
240.0000,6.0478,180.1121,0.0917,0.7519,0.4777,419.5371,6.7044
241.2500,7.2240,228.8194,0.0941,0.6465,0.4411,442.4646,6.5406
242.5000,7.1006,128.6035,0.1060,0.9934,0.5345,403.5664,6.4650
243.7500,6.0821,1214.4732,0.0400,0.2524,0.2529,507.1828,7.1330
245.0000,6.5488,352.3059,0.0783,0.4727,0.3820,461.1525,6.7491
246.2500,6.2970,380.6858,0.0911,0.3702,0.3722,462.7754,6.8227
247.5000,5.9676,4165.8650,0.0192,0.1484,0.1677,538.7358,7.4199
248.7500,6.0528,1614.7642,0.0351,0.2146,0.2300,515.7264,7.2023
250.0000,6.3466,1147.6106,0.0442,0.2484,0.2577,508.3431,7.0368
251.2500,6.7713,1912.9824,0.0542,0.1299,0.2173,529.1686,6.9932
252.5000,6.6963,1482.9576,0.0625,0.1439,0.2366,520.6135,6.9753
253.7500,6.1164,1234.5755,0.0516,0.1913,0.2515,508.1244,7.1251
255.0000,5.5022,451.3299,0.0700,0.3545,0.3517,462.7663,7.0733
256.2500,4.9682,267.9791,0.0857,0.4294,0.4184,432.3480,7.0676
257.5000,4.1378,300.0638,0.1003,0.2807,0.4030,428.1735,7.3729
258.7500,3.5808,559.0425,0.0607,0.2124,0.3275,444.9111,7.8968
260.0000,3.4346,1089.9263,0.0282,0.2201,0.2621,463.1659,8.3042
261.2500,3.4562,1689.4885,0.0245,0.1647,0.2265,475.0200,8.4947
262.5000,3.6164,700.6861,0.0494,0.2108,0.3037,453.2670,7.9856
263.7500,3.8466,2513.1261,0.0230,0.1329,0.1984,492.4056,8.3930
265.0000,3.7881,66.7113,0.1576,0.6910,0.6652,336.5597,6.8024
266.2500,2.9756,30.7245,0.2153,0.9584,0.8614,272.0210,6.5486
267.5000,2.9578,448.5259,0.0587,0.2276,0.3524,425.3888,8.1292
268.7500,3.0328,656.8493,0.0397,0.2371,0.3104,439.6954,8.3027
270.0000,3.3380,699.4128,0.0537,0.1772,0.3039,447.9464,8.1441
271.2500,3.5274,74.1667,0.1426,0.6598,0.6421,342.4470,6.9082
272.5000,2.8509,41.8932,0.2030,0.7216,0.7768,297.2114,6.7428
273.7500,2.2698,69.0079,0.2302,0.2804,0.6577,327.3614,7.2225
275.0000,1.5361,329.1126,0.0660,0.1442,0.3907,377.7235,9.0901
276.2500,1.2462,213.3045,0.0944,0.1216,0.4515,354.2425,8.9923
277.5000,0.9245,294.9347,0.0557,0.1155,0.4053,347.3945,9.9399
278.7500,0.7998,292.3497,0.0518,0.1078,0.4065,339.4967,10.2198
280.0000,0.6587,138.5743,0.0646,0.1489,0.5213,315.4520,9.4151
281.2500,0.4896,206.5344,0.0576,0.0853,0.4564,309.2048,10.6201
282.5000,0.3840,245.6405,0.0393,0.0807,0.4308,299.1339,11.4776
283.7500,0.3980,308.9783,0.0516,0.0513,0.3991,302.7831,11.8840
285.0000,0.5468,291.3814,0.0794,0.0501,0.4069,319.2094,11.0263
286.2500,0.7401,521.7850,0.0492,0.0571,0.3351,344.8919,11.2828
287.5000,0.6981,398.3079,0.0484,0.0724,0.3667,337.2902,10.9992
288.7500,0.4222,64.0534,0.1263,0.1115,0.6743,287.9502,8.6666
290.0000,0.2124,53.9053,0.0614,0.1465,0.7142,274.3780,9.0056
291.2500,0.1424,59.4842,0.0539,0.0987,0.6911,266.4807,9.6814
292.5000,0.1005,438.2577,0.0134,0.0368,0.3552,223.5076,17.3430
293.7500,0.0763,783.8107,0.0069,0.0303,0.2926,198.2844,21.3685
295.0000,0.0712,4021.6126,0.0016,0.0224,0.1696,175.2011,30.8614
296.2500,0.0763,1991.5221,0.0024,0.0317,0.2144,187.2018,26.2512
297.5000,0.0788,1543.9956,0.0029,0.0359,0.2334,192.3263,24.6336
298.7500,0.0865,1171.9969,0.0044,0.0339,0.2559,202.0239,22.5832
300.0000,0.1005,1043.3184,0.0052,0.0381,0.2660,213.8370,21.0959
301.2500,0.1081,616.2900,0.0059,0.0602,0.3170,224.0599,18.4354
302.5000,0.1106,622.7029,0.0061,0.0591,0.3159,225.4442,18.3689
303.7500,0.1170,1031.0350,0.0050,0.0471,0.2670,224.6329,20.1608
305.0000,0.1348,855.6656,0.0071,0.0449,0.2842,235.8121,18.6695
306.2500,0.1475,939.1169,0.0056,0.0577,0.2755,241.4089,18.5651
307.5000,0.1411,1202.5040,0.0043,0.0555,0.2537,236.8992,19.7162
308.7500,0.1272,2164.1007,0.0027,0.0434,0.2086,225.8078,22.6707
310.0000,0.1170,2745.9292,0.0023,0.0379,0.1927,217.9385,24.2809
311.2500,0.1233,531.6943,0.0071,0.0680,0.3330,233.8568,17.2560
312.5000,0.1513,781.1237,0.0052,0.0757,0.2929,244.1991,17.7761
313.7500,0.1933,232.2087,0.0150,0.1138,0.4389,264.8503,12.9806
315.0000,0.2543,933.6350,0.0078,0.0702,0.2760,279.0444,16.0440
316.2500,0.3255,395.4485,0.0227,0.0738,0.3675,292.9739,12.9727
317.5000,0.4044,505.5072,0.0122,0.1333,0.3387,307.2807,12.8975
318.7500,0.4323,955.3192,0.0093,0.0982,0.2739,315.8172,14.0293
320.0000,0.4667,1436.8885,0.0089,0.0733,0.2391,323.8168,14.5678
321.2500,0.5163,2287.0270,0.0074,0.0614,0.2048,334.3237,15.0267
322.5000,0.5430,3281.1639,0.0057,0.0582,0.1816,340.4680,15.4350
323.7500,0.5608,2253.7066,0.0065,0.0768,0.2058,340.6455,14.6443
325.0000,0.5557,2994.7818,0.0065,0.0576,0.1872,341.7766,15.1723
326.2500,0.5315,2429.0175,0.0062,0.0707,0.2007,336.9660,15.0072
327.5000,0.5048,2049.5432,0.0077,0.0642,0.2124,331.9185,14.9226
328.7500,0.4692,2215.9119,0.0064,0.0664,0.2069,326.7328,15.3903
330.0000,0.4184,292.8831,0.0215,0.1280,0.4062,305.0192,11.6512
331.2500,0.3395,637.1455,0.0100,0.1076,0.3135,297.5235,13.9747
332.5000,0.3243,1984.8114,0.0064,0.0509,0.2147,297.8715,16.8837
333.7500,0.2912,790.2256,0.0089,0.0824,0.2918,288.0680,15.0575
335.0000,0.2480,566.6030,0.0116,0.0778,0.3260,277.2457,14.7615
336.2500,0.2187,929.1680,0.0080,0.0588,0.2765,268.6394,16.6789
337.5000,0.2047,1419.0168,0.0049,0.0584,0.2401,263.2732,18.2846
338.7500,0.2060,1668.1948,0.0044,0.0563,0.2275,263.4573,18.7529
340.0000,0.1920,557.4559,0.0094,0.0749,0.3278,261.1957,15.6489
341.2500,0.1704,466.9679,0.0091,0.0823,0.3477,254.5857,15.5261
342.5000,0.1590,961.3337,0.0050,0.0667,0.2733,246.4588,18.2769
343.7500,0.1539,716.0611,0.0059,0.0736,0.3016,245.8049,17.3914
345.0000,0.1513,737.4642,0.0062,0.0681,0.2986,244.5326,17.5709
346.2500,0.1564,1686.5341,0.0045,0.0411,0.2266,242.7803,20.3669
347.5000,0.1653,1455.2113,0.0061,0.0382,0.2381,247.4818,19.5224
348.7500,0.1844,940.8162,0.0075,0.0531,0.2753,256.8211,17.4914
350.0000,0.1895,1109.8572,0.0069,0.0497,0.2606,258.2360,17.8971
351.2500,0.2022,1066.1833,0.0079,0.0478,0.2641,262.9249,17.4570
352.5000,0.2085,630.0972,0.0103,0.0645,0.3147,266.1169,15.7090
353.7500,0.1971,373.9678,0.0127,0.0855,0.3745,264.0866,14.3343
355.0000,0.2098,633.7745,0.0115,0.0592,0.3141,266.4963,15.7030
356.2500,0.2480,873.9487,0.0134,0.0426,0.2822,277.2904,15.9661
357.5000,0.2670,1647.6158,0.0083,0.0396,0.2284,282.8883,17.3690
358.7500,0.2594,929.5739,0.0104,0.0543,0.2764,280.4087,15.9491
360.0000,0.2747,765.0816,0.0133,0.0550,0.2950,284.1029,15.1966
361.2500,0.2912,836.7122,0.0135,0.0520,0.2863,288.1808,15.2044
362.5000,0.2594,616.5672,0.0170,0.0506,0.3170,280.1458,14.8314
363.7500,0.2365,1057.2931,0.0089,0.0507,0.2648,273.9821,16.7094
365.0000,0.2391,1653.6282,0.0074,0.0393,0.2281,274.6099,17.9386
366.2500,0.2225,1144.5924,0.0102,0.0386,0.2579,269.6077,17.2208
367.5000,0.1920,1145.0728,0.0063,0.0536,0.2579,259.1005,17.9320
368.7500,0.1971,1145.6995,0.0078,0.0449,0.2578,260.9615,17.8054
370.0000,0.1958,594.1237,0.0108,0.0618,0.3209,262.2403,15.7721
371.2500,0.1882,613.4663,0.0096,0.0650,0.3175,259.6028,16.0278
372.5000,0.1920,1207.9957,0.0068,0.0472,0.2533,258.9640,18.1036
373.7500,0.1882,1499.2871,0.0065,0.0392,0.2357,256.9534,18.9059
375.0000,0.1895,911.8100,0.0088,0.0482,0.2782,258.7931,17.2644
376.2500,0.2136,646.6689,0.0134,0.0492,0.3120,267.6213,15.6935
377.5000,0.2721,619.0409,0.0239,0.0378,0.3165,283.2171,14.6707
378.7500,0.3764,481.0375,0.0420,0.0398,0.3443,302.5845,13.0015
380.0000,0.5519,710.8313,0.0403,0.0387,0.3023,329.9511,12.6350
381.2500,0.6701,1289.2165,0.0227,0.0458,0.2479,349.3451,13.0228
382.5000,0.7108,3015.8066,0.0136,0.0345,0.1867,361.4796,14.1044
383.7500,0.6612,2895.1792,0.0147,0.0313,0.1893,355.3983,14.3504
385.0000,0.6294,2755.7665,0.0112,0.0410,0.1924,351.1219,14.4845
386.2500,0.6701,1458.6059,0.0167,0.0552,0.2379,350.5589,13.2212
387.5000,0.7172,1973.8987,0.0155,0.0470,0.2151,358.5157,13.4395
388.7500,0.7337,2866.1865,0.0125,0.0409,0.1899,363.5871,13.8983
390.0000,0.6078,209.8087,0.0627,0.0904,0.4540,319.6741,10.2324
391.2500,0.4158,420.5082,0.0253,0.0807,0.3601,307.6312,12.4248
392.5000,0.3789,1173.1369,0.0121,0.0537,0.2558,307.6317,14.9749
393.7500,0.3967,763.1307,0.0205,0.0512,0.2952,308.6284,13.8532
395.0000,0.4781,179.1779,0.0836,0.0705,0.4785,306.3054,10.3970
396.2500,0.4934,12.3369,0.2712,0.3360,1.1675,249.5706,6.0483
397.5000,0.3255,5.9481,0.3058,0.4708,1.4890,254.8531,5.0241
398.7500,0.3866,465.4987,0.0299,0.0571,0.3481,303.9971,12.8504
400.0000,0.5226,125.0254,0.1135,0.0808,0.5395,304.6947,9.5922
401.2500,0.8761,132.4070,0.2095,0.0688,0.5293,325.4388,8.9317
402.5000,1.6035,239.4514,0.1991,0.0651,0.4344,370.1634,8.7007
403.7500,1.9405,654.4503,0.0652,0.0917,0.3107,410.6326,9.2430
405.0000,2.1490,772.1684,0.0614,0.0898,0.2941,421.6277,9.1457
406.2500,2.3779,601.9851,0.0743,0.1081,0.3195,421.3979,8.7434
407.5000,2.8179,621.5549,0.0772,0.1159,0.3161,433.2238,8.4181
408.7500,2.7136,59.9041,0.3236,0.2557,0.6895,322.1916,6.9894
410.0000,1.2767,20.6451,0.5723,0.2486,0.9834,249.2563,6.5194
411.2500,0.7172,42.8426,0.2088,0.1657,0.7710,286.4187,7.5933
412.5000,0.3217,36.0877,0.1278,0.1760,0.8164,277.6745,7.8419
413.7500,0.2581,176.9460,0.0212,0.1425,0.4805,278.8675,11.5779
415.0000,0.2327,163.3544,0.0223,0.1355,0.4935,274.3642,11.5894
416.2500,0.2340,329.0432,0.0151,0.0961,0.3908,273.9788,13.4477
417.5000,0.2429,375.1855,0.0158,0.0842,0.3740,276.0122,13.6973
418.7500,0.2327,347.8490,0.0174,0.0785,0.3836,273.6305,13.6170
420.0000,0.1920,458.1906,0.0139,0.0624,0.3499,261.8591,15.0400
421.2500,0.1793,252.9715,0.0161,0.0920,0.4266,260.6746,13.4330
422.5000,0.1882,280.6878,0.0143,0.0950,0.4120,262.6650,13.6118
423.7500,0.1666,400.8408,0.0131,0.0645,0.3659,254.0760,15.1073
