distance [mm],force_median [N],L2012_lambda [1/mm],L2012_f0 [N],L2012_delta [mm],L2012_L [mm],P2015_density [kg/m^3],P2015_ssa [m^2/kg]
102.5000,0.0839,43937.6402,0.0002,0.0179,0.0765,176.5241,40.9402
103.7500,0.0839,50708.4516,0.0002,0.0176,0.0729,176.0596,41.5777
105.0000,0.0852,21482.4566,0.0004,0.0208,0.0970,180.5701,37.3526
106.2500,0.0941,502.2818,0.0111,0.0380,0.3394,217.7847,18.2044
107.5000,0.1590,374.2760,0.0237,0.0366,0.3744,251.7972,15.0412
108.7500,0.2263,1067.9303,0.0104,0.0401,0.2639,270.8788,16.9374
110.0000,0.2225,809.0841,0.0116,0.0488,0.2895,269.9899,16.1943
111.2500,0.2213,159.3636,0.0601,0.0539,0.4976,272.2640,11.6280
112.5000,0.3052,92.1529,0.0935,0.0795,0.5973,283.2214,9.7726
113.7500,0.4006,62.5679,0.1436,0.0948,0.6796,286.5448,8.6772
115.0000,0.3739,13.2684,0.3211,0.2278,1.1396,261.8050,6.1484
116.2500,0.2263,2.5189,0.4806,0.5862,1.9828,288.1215,3.7788
117.5000,0.1526,38.9966,0.1441,0.0633,0.7956,273.8109,8.5293
118.7500,0.1119,199.0904,0.0195,0.0630,0.4620,240.1117,13.9217
120.0000,0.0916,981.7269,0.0033,0.0580,0.2714,207.9719,21.3750
121.2500,0.0865,2673.8717,0.0011,0.0593,0.1944,194.2362,26.7004
122.5000,0.0852,5292.3495,0.0007,0.0453,0.1548,187.9869,30.3423
123.7500,0.0852,6524.1302,0.0007,0.0396,0.1444,186.6477,31.4158
125.0000,0.0877,8917.5273,0.0006,0.0347,0.1301,187.3641,32.6285
126.2500,0.0890,14210.4672,0.0005,0.0254,0.1114,186.3079,34.7069
127.5000,0.0865,7573.0572,0.0008,0.0291,0.1374,187.0204,31.9940
128.7500,0.0839,3904.2866,0.0008,0.0518,0.1713,188.8794,28.9314
130.0000,0.0839,1297.6576,0.0014,0.0918,0.2473,198.7780,23.2889
131.2500,0.0814,1288.7012,0.0013,0.1010,0.2479,196.6234,23.4696
132.5000,0.0827,5745.2797,0.0007,0.0437,0.1506,184.8979,31.1150
133.7500,0.0852,6505.1782,0.0007,0.0358,0.1445,186.6657,31.4009
135.0000,0.0852,7679.3534,0.0008,0.0294,0.1367,185.6671,32.2485
136.2500,0.0865,6905.3366,0.0010,0.0262,0.1417,187.5639,31.5275
137.5000,0.0890,9361.3420,0.0008,0.0228,0.1280,188.3546,32.6834
138.7500,0.0877,13666.3200,0.0008,0.0165,0.1128,185.2098,34.7246
140.0000,0.0877,9056.0565,0.0010,0.0190,0.1294,187.2809,32.7050
141.2500,0.0852,7446.2308,0.0011,0.0203,0.1382,185.8485,32.0914
142.5000,0.0852,7811.2617,0.0010,0.0218,0.1360,185.5677,32.3353
143.7500,0.0890,4630.0100,0.0010,0.0373,0.1619,192.5224,29.1883
145.0000,0.0877,3432.1447,0.0010,0.0491,0.1788,193.4507,27.8284
146.2500,0.0852,6467.5824,0.0008,0.0347,0.1448,186.7016,31.3712
147.5000,0.0865,5438.7366,0.0008,0.0414,0.1534,189.0497,30.3157
148.7500,0.0865,6639.1061,0.0007,0.0358,0.1435,187.8005,31.3284
150.0000,0.0839,5812.8045,0.0009,0.0338,0.1500,186.1074,30.9981
151.2500,0.0827,6463.4832,0.0008,0.0337,0.1448,184.1319,31.7312
152.5000,0.0827,9078.6370,0.0007,0.0254,0.1293,182.0837,33.4984
153.7500,0.0852,5007.3656,0.0011,0.0307,0.1577,188.3571,30.0578
155.0000,0.0877,6226.7288,0.0008,0.0344,0.1466,189.4298,30.8335
156.2500,0.0852,9490.3314,0.0007,0.0271,0.1274,184.4706,33.3232
157.5000,0.0839,3884.9797,0.0009,0.0490,0.1716,188.9163,28.9056
158.7500,0.0827,3524.4085,0.0009,0.0538,0.1773,188.4173,28.5522
160.0000,0.0814,9593.8016,0.0005,0.0312,0.1270,180.4221,33.9937
161.2500,0.0801,5847.6223,0.0008,0.0367,0.1497,182.1456,31.5770
162.5000,0.0839,2742.8351,0.0012,0.0493,0.1927,191.6662,27.1009
163.7500,0.0839,2270.7432,0.0013,0.0582,0.2053,193.2972,26.1275
165.0000,0.0839,3009.8088,0.0012,0.0460,0.1869,190.9010,27.5814
166.2500,0.0890,2886.3923,0.0012,0.0505,0.1895,195.9217,26.8242
167.5000,0.0916,2712.0647,0.0015,0.0448,0.1935,198.6375,26.2649
168.7500,0.0966,3074.7930,0.0016,0.0402,0.1855,202.0137,26.3932
170.0000,0.1005,2752.5584,0.0016,0.0469,0.1925,205.8670,25.5371
171.2500,0.1017,2703.4560,0.0015,0.0494,0.1937,206.9864,25.3481
172.5000,0.0966,3354.2769,0.0017,0.0350,0.1802,201.4138,26.8070
173.7500,0.0966,3522.2282,0.0014,0.0387,0.1773,201.0844,27.0394
175.0000,0.0992,6169.8174,0.0010,0.0323,0.1471,199.8642,29.4146
176.2500,0.1017,3463.8995,0.0014,0.0408,0.1783,205.3444,26.4907
177.5000,0.1068,3725.9034,0.0013,0.0442,0.1740,208.8576,26.3805
178.7500,0.1119,2919.4142,0.0017,0.0446,0.1888,214.0496,24.9026
180.0000,0.1144,2775.0062,0.0018,0.0461,0.1920,216.1367,24.5008
181.2500,0.1170,2913.3164,0.0019,0.0422,0.1889,217.5999,24.5320
182.5000,0.1183,4333.7888,0.0015,0.0361,0.1655,216.3832,26.1152
183.7500,0.1170,4012.4693,0.0016,0.0371,0.1698,215.8795,25.8878
185.0000,0.1208,2334.8425,0.0020,0.0514,0.2034,221.3990,23.3537
186.2500,0.1246,2391.6135,0.0019,0.0538,0.2017,223.6854,23.2230
187.5000,0.1195,1684.5347,0.0025,0.0567,0.2267,222.6182,22.0681
188.7500,0.1195,1233.3843,0.0030,0.0668,0.2516,224.7877,20.7758
190.0000,0.1310,2147.7757,0.0026,0.0473,0.2091,228.1300,22.4325
191.2500,0.1310,2766.0238,0.0022,0.0440,0.1922,226.8397,23.4377
192.5000,0.1233,2338.4173,0.0023,0.0467,0.2033,223.0119,23.2063
193.7500,0.1157,1496.2857,0.0028,0.0563,0.2359,221.0197,21.7843
195.0000,0.1119,1778.1636,0.0028,0.0449,0.2227,217.2849,22.7479
196.2500,0.1106,2399.0176,0.0022,0.0418,0.2015,214.3751,24.1362
197.5000,0.1183,2503.2399,0.0026,0.0359,0.1987,219.3291,23.8055
198.7500,0.1221,3305.3442,0.0022,0.0331,0.1811,220.3266,24.7142
200.0000,0.1272,2017.0162,0.0027,0.0475,0.2135,226.2034,22.3864
201.2500,0.1310,2058.5812,0.0025,0.0511,0.2121,228.3572,22.2641
202.5000,0.1297,1552.5711,0.0030,0.0571,0.2330,229.2285,21.2069
203.7500,0.1361,1322.7339,0.0035,0.0603,0.2458,233.6978,20.2892
205.0000,0.1348,1481.1429,0.0033,0.0567,0.2367,232.3529,20.7834
206.2500,0.1284,2550.0534,0.0021,0.0475,0.1975,225.7024,23.2599
207.5000,0.1322,1903.7786,0.0028,0.0505,0.2177,229.5197,21.8889
208.7500,0.1424,1942.1128,0.0031,0.0475,0.2162,235.0639,21.4760
210.0000,0.1399,1292.2747,0.0040,0.0535,0.2477,235.8388,20.0399
211.2500,0.1335,1577.6146,0.0034,0.0496,0.2317,231.2889,21.0882
212.5000,0.1310,2545.5731,0.0026,0.0395,0.1976,227.2514,23.1078
213.7500,0.1208,2793.5035,0.0023,0.0387,0.1916,220.3829,24.1004
215.0000,0.1183,2255.3902,0.0021,0.0508,0.2057,219.9522,23.3662
216.2500,0.1259,2290.2833,0.0024,0.0467,0.2047,224.7154,22.9723
217.5000,0.1272,3158.0293,0.0020,0.0405,0.1839,223.8355,24.1977
218.7500,0.1208,2425.7378,0.0021,0.0483,0.2008,221.1775,23.5127
220.0000,0.1259,2023.8058,0.0025,0.0502,0.2133,225.4141,22.4698
221.2500,0.1411,2344.0330,0.0032,0.0373,0.2031,233.4961,22.2510
222.5000,0.1526,2552.0207,0.0029,0.0414,0.1974,239.2387,22.0258
223.7500,0.1399,811.5378,0.0061,0.0568,0.2892,238.6783,18.2881
225.0000,0.1259,1058.4282,0.0037,0.0649,0.2647,229.5862,19.8574
226.2500,0.1208,887.3159,0.0053,0.0511,0.2807,228.0627,19.3733
227.5000,0.1081,551.0375,0.0066,0.0618,0.3291,225.2598,17.9735
228.7500,0.1055,518.4417,0.0065,0.0652,0.3358,224.4615,17.8281
230.0000,0.1017,484.7646,0.0077,0.0568,0.3434,222.9999,17.7098
231.2500,0.1068,302.2824,0.0107,0.0706,0.4020,231.8842,15.6220
232.5000,0.1132,399.8298,0.0081,0.0719,0.3662,231.6295,16.4994
233.7500,0.1005,530.1965,0.0050,0.0773,0.3333,221.1386,18.1420
235.0000,0.1043,694.7838,0.0054,0.0567,0.3046,220.4673,19.1141
236.2500,0.1081,913.4426,0.0041,0.0582,0.2780,220.1793,20.0934
237.5000,0.1055,1902.9630,0.0025,0.0456,0.2177,212.3588,23.4644
238.7500,0.1106,678.5154,0.0049,0.0687,0.3070,224.5819,18.7225
240.0000,0.1170,620.6496,0.0057,0.0684,0.3163,229.0628,18.0960
241.2500,0.1272,972.6153,0.0052,0.0507,0.2723,230.8982,19.4674
242.5000,0.1284,618.2804,0.0062,0.0678,0.3167,235.0821,17.6585
243.7500,0.1284,376.3503,0.0077,0.0913,0.3737,239.5660,15.8021
245.0000,0.1297,378.6053,0.0079,0.0907,0.3729,240.0719,15.7885
246.2500,0.1221,535.1007,0.0054,0.0862,0.3323,233.1529,17.3246
247.5000,0.1272,949.0906,0.0042,0.0642,0.2745,231.0765,19.3708
248.7500,0.1386,1278.1105,0.0035,0.0620,0.2486,235.2404,20.0504
250.0000,0.1386,1688.0464,0.0030,0.0549,0.2266,233.7115,21.1156
251.2500,0.1361,1270.8005,0.0038,0.0559,0.2491,233.9346,20.1348
252.5000,0.1348,833.5627,0.0049,0.0676,0.2867,235.9934,18.5700
253.7500,0.1450,1098.1493,0.0043,0.0615,0.2615,239.3111,19.2310
255.0000,0.1437,1093.9062,0.0045,0.0598,0.2618,238.7094,19.2638
256.2500,0.1361,768.9219,0.0053,0.0675,0.2945,237.1899,18.2190
257.5000,0.1297,480.9868,0.0066,0.0831,0.3443,237.8560,16.6700
258.7500,0.1208,224.7080,0.0093,0.1230,0.4437,242.0974,14.1413
260.0000,0.1157,224.7546,0.0080,0.1354,0.4437,239.9992,14.2646
261.2500,0.1195,850.7348,0.0044,0.0647,0.2847,227.6850,19.2586
262.5000,0.1233,1995.6453,0.0028,0.0441,0.2143,223.9336,22.5547
263.7500,0.1208,1599.2852,0.0035,0.0431,0.2307,223.7528,21.7827
265.0000,0.1221,820.5515,0.0067,0.0461,0.2882,229.4087,19.0054
266.2500,0.1386,948.0218,0.0059,0.0498,0.2746,237.0482,18.9164
267.5000,0.1462,901.0407,0.0055,0.0598,0.2793,241.0516,18.4569
268.7500,0.1564,756.5372,0.0060,0.0691,0.2961,246.5857,17.5111
270.0000,0.1640,801.8778,0.0059,0.0698,0.2904,249.4788,17.4964
271.2500,0.1666,700.7213,0.0074,0.0648,0.3037,251.1438,16.9678
272.5000,0.1679,916.3602,0.0067,0.0560,0.2778,250.4413,17.8465
273.7500,0.1742,1147.7504,0.0068,0.0457,0.2577,252.1616,18.4276
275.0000,0.1882,1180.0712,0.0068,0.0476,0.2553,257.5877,18.1289
276.2500,0.1768,928.4326,0.0069,0.0565,0.2765,253.9491,17.6458
277.5000,0.1653,1189.2053,0.0047,0.0600,0.2546,248.2789,18.8205
278.7500,0.1742,1259.9316,0.0052,0.0535,0.2498,251.8324,18.7425
280.0000,0.1831,1427.4823,0.0057,0.0456,0.2396,255.0671,18.8936
281.2500,0.2009,1476.3082,0.0068,0.0402,0.2369,261.8158,18.5064
282.5000,0.2098,1221.2911,0.0070,0.0498,0.2524,265.3108,17.6984
283.7500,0.1958,1021.0796,0.0084,0.0471,0.2679,260.7787,17.4721
285.0000,0.2009,845.4843,0.0095,0.0518,0.2853,262.9996,16.7635
286.2500,0.1996,853.7648,0.0104,0.0462,0.2844,262.5451,16.8217
287.5000,0.1869,940.7029,0.0074,0.0546,0.2753,257.7683,17.4272
288.7500,0.2047,823.4392,0.0094,0.0539,0.2878,264.3329,16.6003
290.0000,0.2314,959.3432,0.0104,0.0472,0.2735,272.5159,16.5251
291.2500,0.2492,1441.5896,0.0086,0.0405,0.2388,277.7108,17.3426
292.5000,0.2607,1383.4537,0.0091,0.0421,0.2421,280.9889,17.0133
293.7500,0.2581,1014.3871,0.0100,0.0515,0.2685,280.1165,16.2089
295.0000,0.2454,1588.7571,0.0072,0.0433,0.2312,276.5748,17.6914
296.2500,0.2505,1681.6051,0.0074,0.0402,0.2269,278.1120,17.7461
297.5000,0.2747,1701.6819,0.0090,0.0358,0.2260,285.0282,17.3152
298.7500,0.2810,1195.6737,0.0093,0.0503,0.2542,286.2902,16.2792
300.0000,0.2645,1006.7037,0.0086,0.0608,0.2692,281.8123,16.0840
301.2500,0.2632,1514.3525,0.0070,0.0503,0.2349,281.7583,17.2123
302.5000,0.2556,1349.0356,0.0084,0.0454,0.2442,279.5382,17.0376
303.7500,0.2289,592.6598,0.0114,0.0681,0.3212,272.1632,15.1770
305.0000,0.2047,598.7499,0.0105,0.0667,0.3201,265.0487,15.6254
306.2500,0.2022,1020.4774,0.0075,0.0531,0.2680,263.0170,17.3205
307.5000,0.2035,1256.2756,0.0067,0.0489,0.2500,263.0442,17.9376
308.7500,0.2035,1250.1030,0.0065,0.0509,0.2504,263.0537,17.9223
310.0000,0.1831,866.5923,0.0076,0.0570,0.2830,256.6159,17.2553
311.2500,0.1717,1795.6593,0.0040,0.0481,0.2220,249.5592,20.0292
312.5000,0.1755,1482.5315,0.0043,0.0541,0.2366,251.8187,19.2525
313.7500,0.1768,876.6886,0.0062,0.0658,0.2819,254.1625,17.4551
315.0000,0.1882,685.2726,0.0085,0.0655,0.3060,259.2302,16.3796
316.2500,0.1920,1271.8533,0.0061,0.0498,0.2490,258.8347,18.2689
317.5000,0.1907,1539.7284,0.0051,0.0491,0.2336,257.8815,18.9190
318.7500,0.1844,1117.8728,0.0063,0.0529,0.2599,256.2848,18.0546
320.0000,0.1768,893.5546,0.0067,0.0593,0.2801,254.0911,17.5185
321.2500,0.1869,1024.0659,0.0069,0.0531,0.2677,257.5131,17.7023
322.5000,0.1869,1356.0756,0.0056,0.0492,0.2437,256.7187,18.6155
323.7500,0.1755,1427.6120,0.0052,0.0473,0.2396,251.9411,19.1252
325.0000,0.1755,1523.5888,0.0050,0.0456,0.2345,251.7310,19.3447
326.2500,0.1831,1686.6888,0.0051,0.0428,0.2266,254.6042,19.4437
327.5000,0.1882,1728.9663,0.0048,0.0450,0.2248,256.5991,19.3688
328.7500,0.1780,1329.4643,0.0056,0.0483,0.2453,253.2231,18.8084
330.0000,0.1691,1450.6675,0.0054,0.0439,0.2383,249.1728,19.3838
331.2500,0.1818,1217.7945,0.0063,0.0476,0.2526,255.0316,18.4061
332.5000,0.1933,1111.5782,0.0064,0.0550,0.2604,259.6454,17.8047
333.7500,0.2149,933.8951,0.0090,0.0513,0.2760,267.4181,16.7718
335.0000,0.2518,1005.3639,0.0104,0.0484,0.2693,278.3699,16.2918
336.2500,0.2658,1055.1386,0.0099,0.0512,0.2650,282.1867,16.1905
337.5000,0.3103,568.0891,0.0220,0.0498,0.3257,291.3701,13.9995
338.7500,0.3510,1125.1748,0.0111,0.0567,0.2594,301.9952,15.1887
340.0000,0.3510,1485.2579,0.0092,0.0516,0.2365,302.9835,15.8334
341.2500,0.3700,1866.2917,0.0085,0.0465,0.2191,307.7487,16.1134
342.5000,0.3573,1578.8429,0.0101,0.0453,0.2317,304.5248,15.8945
343.7500,0.3115,1169.8432,0.0133,0.0402,0.2560,293.6264,15.7766
345.0000,0.2772,1125.8740,0.0089,0.0566,0.2593,285.2358,16.1809
346.2500,0.2759,1971.6141,0.0061,0.0459,0.2151,285.5263,17.6791
347.5000,0.2594,1293.7278,0.0076,0.0540,0.2476,280.5958,16.8532
348.7500,0.2620,825.8166,0.0092,0.0702,0.2876,280.9964,15.5869
350.0000,0.2798,1365.8075,0.0078,0.0531,0.2432,286.1375,16.6487
351.2500,0.2950,1321.0940,0.0103,0.0440,0.2459,289.9553,16.3208
352.5000,0.3408,1355.4869,0.0126,0.0398,0.2438,300.5228,15.7482
353.7500,0.3866,2235.0661,0.0109,0.0317,0.2063,311.7675,16.3032
355.0000,0.4145,1681.2162,0.0121,0.0412,0.2269,315.8805,15.3801
356.2500,0.4120,1034.5073,0.0157,0.0514,0.2667,312.9263,14.3753
357.5000,0.3675,1080.2868,0.0151,0.0465,0.2629,305.0926,14.9111
358.7500,0.3433,1355.3028,0.0109,0.0470,0.2438,301.0646,15.7157
360.0000,0.3586,858.7213,0.0144,0.0585,0.2838,302.4054,14.4790
361.2500,0.4018,1401.0250,0.0126,0.0454,0.2411,312.6985,15.1247
362.5000,0.4285,3337.0492,0.0084,0.0309,0.1805,321.4881,16.6213
363.7500,0.4463,1311.2739,0.0135,0.0515,0.2465,320.0055,14.5613
365.0000,0.4412,853.0177,0.0155,0.0680,0.2845,316.4825,13.7220
366.2500,0.4425,2952.1987,0.0082,0.0363,0.1881,323.5411,16.2208
367.5000,0.4705,2637.8351,0.0097,0.0372,0.1953,327.8605,15.7112
368.7500,0.4972,2146.7118,0.0106,0.0432,0.2091,331.0275,15.0745
370.0000,0.5061,807.1234,0.0171,0.0733,0.2898,325.3453,13.1488
371.2500,0.5252,953.3820,0.0160,0.0689,0.2741,329.2761,13.3405
372.5000,0.5086,1582.8370,0.0130,0.0497,0.2315,330.8139,14.4099
373.7500,0.4908,1326.4850,0.0138,0.0543,0.2455,326.9863,14.2139
375.0000,0.5481,1206.3643,0.0193,0.0474,0.2534,334.2391,13.6245
376.2500,0.5951,2110.1271,0.0133,0.0424,0.2103,344.7644,14.2841
377.5000,0.5710,1253.2174,0.0171,0.0533,0.2502,337.5019,13.5445
378.7500,0.6078,802.5651,0.0287,0.0528,0.2903,337.6240,12.5519
380.0000,0.7388,619.1982,0.0447,0.0554,0.3165,347.2626,11.5545
381.2500,0.7223,429.9166,0.0601,0.0574,0.3574,340.4682,11.0394
382.5000,0.6320,821.7713,0.0215,0.0719,0.2880,340.5080,12.4710
383.7500,0.7007,1261.5231,0.0231,0.0487,0.2497,352.3427,12.8343
385.0000,0.7515,1016.3029,0.0217,0.0693,0.2683,354.8794,12.2689
386.2500,0.6803,917.8641,0.0323,0.0467,0.2776,346.7720,12.4234
387.5000,0.5964,1430.2328,0.0146,0.0576,0.2394,341.8037,13.6152
388.7500,0.5989,2666.3583,0.0103,0.0436,0.1946,346.9583,14.6456
390.0000,0.5875,1006.4048,0.0181,0.0627,0.2692,337.5587,13.0576
391.2500,0.4463,353.7804,0.0295,0.0902,0.3814,310.2569,11.8804
392.5000,0.4285,826.6225,0.0129,0.0810,0.2875,314.2922,13.7580
393.7500,0.4819,1124.0557,0.0136,0.0635,0.2595,324.5194,13.9613
395.0000,0.5252,3389.9344,0.0082,0.0378,0.1796,337.9658,15.6488
396.2500,0.5506,2384.3244,0.0110,0.0427,0.2019,339.5998,14.8207
397.5000,0.5710,1541.9325,0.0123,0.0607,0.2335,339.2072,13.9100
398.7500,0.5366,1343.6016,0.0151,0.0531,0.2445,333.5699,13.8989
400.0000,0.5137,881.0520,0.0188,0.0632,0.2814,327.0980,13.2664
401.2500,0.5404,1078.3610,0.0166,0.0616,0.2631,332.3119,13.4696
402.5000,0.5926,1421.6477,0.0157,0.0537,0.2399,341.2810,13.6286
403.7500,0.5989,1430.3236,0.0175,0.0480,0.2394,342.1168,13.5995
405.0000,0.5977,1265.8315,0.0158,0.0597,0.2494,340.8899,13.3972
406.2500,0.6600,1317.3753,0.0203,0.0500,0.2461,348.4498,13.1115
407.5000,0.7007,1205.1158,0.0189,0.0624,0.2535,351.8561,12.7623
408.7500,0.6002,432.7514,0.0439,0.0636,0.3567,329.5989,11.5100
410.0000,0.4870,893.6110,0.0164,0.0676,0.2801,323.5577,13.4749
411.2500,0.4781,2100.3361,0.0107,0.0426,0.2107,327.8870,15.2043
412.5000,0.5226,751.7835,0.0291,0.0497,0.2967,326.8764,12.9097
413.7500,0.6294,877.4765,0.0236,0.0608,0.2818,340.9448,12.5949
415.0000,0.6892,943.3743,0.0240,0.0608,0.2751,347.9821,12.4265
416.2500,0.6727,1060.5074,0.0226,0.0567,0.2645,347.5867,12.6941
417.5000,0.6053,926.8041,0.0228,0.0573,0.2767,338.8260,12.8148
418.7500,0.4997,547.9399,0.0331,0.0565,0.3297,321.0627,12.4414
420.0000,0.4514,846.3415,0.0164,0.0658,0.2852,317.9777,13.6271
421.2500,0.4514,994.4281,0.0146,0.0630,0.2703,319.0762,13.9557
422.5000,0.4578,713.4103,0.0180,0.0718,0.3019,317.6690,13.2328
