distance [mm],force_median [N],L2012_lambda [1/mm],L2012_f0 [N],L2012_delta [mm],L2012_L [mm],P2015_density [kg/m^3],P2015_ssa [m^2/kg]
62.5000,0.0534,107481.7202,0.0001,0.0096,0.0567,130.7491,56.7663
63.7500,0.0534,88345.8765,0.0001,0.0095,0.0606,131.4580,55.5678
65.0000,0.0534,84164.8716,0.0001,0.0087,0.0616,131.6405,55.2670
66.2500,0.0534,74506.1930,0.0002,0.0087,0.0641,132.1128,54.5030
67.5000,0.0534,66330.2818,0.0002,0.0091,0.0666,132.5813,53.7648
68.7500,0.0534,65091.1055,0.0002,0.0094,0.0671,132.6591,53.6441
70.0000,0.0534,56881.6038,0.0002,0.0093,0.0701,133.2293,52.7748
71.2500,0.0534,70929.5244,0.0002,0.0092,0.0652,132.3089,54.1917
72.5000,0.0534,95853.6005,0.0001,0.0083,0.0589,131.1574,56.0700
73.7500,0.0534,71870.0298,0.0002,0.0095,0.0649,132.2560,54.2752
75.0000,0.0534,61546.8716,0.0002,0.0110,0.0683,132.8928,53.2845
76.2500,0.0534,46417.4388,0.0002,0.0116,0.0751,134.1391,51.4421
77.5000,0.0534,52879.7073,0.0002,0.0117,0.0719,133.5487,52.2995
78.7500,0.0534,76448.9619,0.0001,0.0108,0.0636,132.0114,54.6652
80.0000,0.0534,68657.6189,0.0002,0.0103,0.0659,132.4404,53.9848
81.2500,0.0534,69917.4574,0.0002,0.0101,0.0655,132.3668,54.1005
82.5000,0.0534,80629.6228,0.0001,0.0107,0.0624,131.8046,54.9993
83.7500,0.0534,76008.5361,0.0001,0.0113,0.0637,132.0341,54.6289
85.0000,0.0534,52853.3778,0.0002,0.0125,0.0719,133.5509,52.2962
86.2500,0.0534,42331.2260,0.0002,0.0123,0.0774,134.5723,50.8299
87.5000,0.0534,47799.3062,0.0002,0.0110,0.0743,134.0040,51.6359
88.7500,0.0534,49157.2707,0.0002,0.0109,0.0736,133.8762,51.8206
90.0000,0.0534,52604.3370,0.0002,0.0107,0.0720,133.5719,52.2653
91.2500,0.0534,64609.3963,0.0002,0.0106,0.0672,132.6898,53.5965
92.5000,0.0534,50172.0791,0.0002,0.0113,0.0731,133.7837,51.9550
93.7500,0.0534,54588.4919,0.0002,0.0111,0.0711,133.4085,52.5071
95.0000,0.0534,63945.0971,0.0001,0.0115,0.0675,132.7327,53.5303
96.2500,0.0534,43196.6589,0.0002,0.0128,0.0769,134.4760,50.9648
97.5000,0.0534,37341.3828,0.0002,0.0131,0.0807,135.1837,49.9893
98.7500,0.0534,41986.7216,0.0002,0.0123,0.0776,134.6114,50.7754
100.0000,0.0534,37318.7270,0.0002,0.0120,0.0807,135.1867,49.9852
101.2500,0.0534,34971.1691,0.0002,0.0127,0.0825,135.5136,49.5464
102.5000,0.0534,39598.6170,0.0002,0.0144,0.0791,134.8944,50.3837
103.7500,0.0534,24543.4522,0.0002,0.0176,0.0928,137.4254,47.1211
105.0000,0.0534,22194.5726,0.0003,0.0168,0.0960,138.0110,46.4228
106.2500,0.0534,34536.2309,0.0002,0.0130,0.0828,135.5774,49.4617
107.5000,0.0547,30945.1935,0.0002,0.0148,0.0859,138.3149,48.1474
108.7500,0.0534,23840.8438,0.0003,0.0162,0.0937,137.5925,46.9198
110.0000,0.0534,26916.3509,0.0003,0.0148,0.0900,136.9052,47.7584
111.2500,0.0534,27991.2449,0.0002,0.0158,0.0889,136.6892,48.0278
112.5000,0.0547,37572.8960,0.0002,0.0139,0.0805,137.3345,49.4359
113.7500,0.0547,31778.1638,0.0002,0.0146,0.0852,138.1769,48.3248
115.0000,0.0547,22733.8053,0.0003,0.0170,0.0952,140.0092,46.0653
116.2500,0.0547,23713.9837,0.0003,0.0160,0.0939,139.7668,46.3525
117.5000,0.0547,21754.5049,0.0003,0.0149,0.0966,140.2656,45.7649
118.7500,0.0534,19493.9664,0.0003,0.0161,0.1002,138.7959,45.5171
120.0000,0.0547,21736.3119,0.0003,0.0168,0.0967,140.2705,45.7592
121.2500,0.0547,17898.7440,0.0003,0.0208,0.1031,141.4483,44.4268
122.5000,0.0547,20644.0447,0.0003,0.0207,0.0983,140.5757,45.4067
123.7500,0.0547,24367.7194,0.0002,0.0189,0.0931,139.6125,46.5372
125.0000,0.0547,28024.8160,0.0002,0.0169,0.0888,138.8406,47.4824
126.2500,0.0547,26753.1163,0.0002,0.0166,0.0902,139.0930,47.1694
127.5000,0.0547,28870.4094,0.0002,0.0153,0.0879,138.6811,47.6823
128.7500,0.0547,23834.2980,0.0003,0.0171,0.0937,139.7380,46.3869
130.0000,0.0547,20012.1060,0.0003,0.0184,0.0994,140.7623,45.1937
131.2500,0.0547,29022.8817,0.0002,0.0165,0.0878,138.6530,47.7177
132.5000,0.0547,28762.5237,0.0002,0.0182,0.0881,138.7011,47.6571
133.7500,0.0547,34830.7549,0.0002,0.0156,0.0826,137.7098,48.9350
135.0000,0.0547,33648.3176,0.0002,0.0150,0.0836,137.8840,48.7057
136.2500,0.0547,32010.2760,0.0003,0.0133,0.0850,138.1393,48.3734
137.5000,0.0547,45498.4186,0.0002,0.0110,0.0756,136.4278,50.6875
138.7500,0.0547,36989.6444,0.0002,0.0142,0.0810,137.4112,49.3327
140.0000,0.0547,28079.4384,0.0002,0.0168,0.0888,138.8301,47.4955
141.2500,0.0547,27261.5126,0.0002,0.0170,0.0896,138.9902,47.2964
142.5000,0.0547,23188.6366,0.0003,0.0188,0.0946,139.8950,46.2001
143.7500,0.0547,27616.4983,0.0002,0.0177,0.0893,138.9200,47.3836
145.0000,0.0547,16798.0996,0.0003,0.0215,0.1053,141.8499,43.9891
146.2500,0.0547,15307.0890,0.0003,0.0224,0.1087,142.4537,43.3463
147.5000,0.0547,12547.2479,0.0004,0.0233,0.1161,143.8096,41.9656
148.7500,0.0547,12180.9963,0.0004,0.0221,0.1173,144.0194,41.7593
150.0000,0.0547,27581.6707,0.0003,0.0148,0.0893,138.9268,47.3751
151.2500,0.0547,23441.2330,0.0003,0.0161,0.0943,139.8329,46.2739
152.5000,0.0547,22443.3244,0.0003,0.0170,0.0956,140.0837,45.9776
153.7500,0.0560,31162.6852,0.0002,0.0162,0.0857,140.3953,47.6485
155.0000,0.0560,13513.9587,0.0003,0.0240,0.1133,145.3331,42.0452
156.2500,0.0560,13306.1862,0.0004,0.0232,0.1138,145.4383,41.9394
157.5000,0.0560,15242.8694,0.0003,0.0225,0.1088,144.5341,42.8652
158.7500,0.0560,14263.3315,0.0003,0.0239,0.1112,144.9710,42.4131
160.0000,0.0560,16439.5124,0.0003,0.0223,0.1061,144.0487,43.3784
161.2500,0.0560,13695.8137,0.0003,0.0232,0.1128,145.2428,42.1363
162.5000,0.0560,18791.0512,0.0003,0.0199,0.1015,143.2193,44.2826
163.7500,0.0560,24081.4276,0.0003,0.0181,0.0934,141.7749,45.9456
165.0000,0.0560,18034.0243,0.0003,0.0215,0.1029,143.4704,44.0051
166.2500,0.0560,17438.5608,0.0003,0.0204,0.1040,143.6781,43.7780
167.5000,0.0560,15293.3105,0.0004,0.0204,0.1087,144.5126,42.8877
168.7500,0.0560,16283.1087,0.0003,0.0218,0.1064,144.1094,43.3136
170.0000,0.0560,23948.6459,0.0002,0.0192,0.0936,141.8058,45.9087
171.2500,0.0547,29336.2194,0.0002,0.0167,0.0875,138.5959,47.7897
172.5000,0.0560,33609.0890,0.0002,0.0156,0.0836,140.0128,48.1421
173.7500,0.0560,21881.4926,0.0003,0.0192,0.0965,142.3186,45.3059
175.0000,0.0560,13945.4711,0.0003,0.0241,0.1121,145.1214,42.2595
176.2500,0.0560,15752.7864,0.0003,0.0216,0.1076,144.3212,43.0888
177.5000,0.0560,18846.4489,0.0003,0.0190,0.1014,143.2014,44.3025
178.7500,0.0560,15811.6257,0.0003,0.0226,0.1075,144.2973,43.1141
180.0000,0.0560,14951.0988,0.0003,0.0240,0.1095,144.6602,42.7338
181.2500,0.0560,22319.2547,0.0002,0.0205,0.0958,142.2048,45.4384
182.5000,0.0560,40794.1878,0.0002,0.0146,0.0784,139.0752,49.3943
183.7500,0.0560,29481.4594,0.0002,0.0157,0.0873,140.6822,47.2846
185.0000,0.0585,312.8304,0.0083,0.0501,0.3974,198.7102,18.0334
186.2500,0.1043,98.3183,0.0458,0.0542,0.5845,249.5597,11.6419
187.5000,0.2594,93.6806,0.0874,0.0667,0.5940,278.3490,10.0394
188.7500,0.5646,138.8480,0.1266,0.0649,0.5210,309.4268,9.6558
190.0000,0.9028,460.4143,0.0438,0.0884,0.3494,354.9427,10.6074
191.2500,1.0008,1987.4908,0.0092,0.1099,0.2146,384.0587,12.2355
192.5000,1.0681,785.6893,0.0196,0.1397,0.2924,375.1999,10.8880
193.7500,1.1292,3080.5559,0.0083,0.0883,0.1854,398.6783,12.3060
195.0000,1.0478,2993.2115,0.0122,0.0570,0.1872,392.3799,12.5522
196.2500,0.8749,155.2968,0.0805,0.1288,0.5019,329.5961,9.1527
197.5000,0.5099,67.2843,0.0569,0.2788,0.6633,292.8440,8.5595
198.7500,0.3382,56.0568,0.0718,0.1617,0.7049,282.1598,8.6356
200.0000,0.1628,162.7683,0.0183,0.1199,0.4941,259.1373,12.3408
201.2500,0.1335,1545.9797,0.0026,0.0681,0.2333,231.4051,21.0089
202.5000,0.1348,272.5032,0.0115,0.0921,0.4161,245.4220,14.4942
203.7500,0.2289,98.4585,0.0682,0.0742,0.5842,274.4461,10.3437
205.0000,0.3726,202.6740,0.0287,0.1277,0.4593,296.1771,11.1309
206.2500,0.3497,453.6522,0.0232,0.0679,0.3511,297.8237,13.0865
207.5000,0.2581,389.5089,0.0165,0.0820,0.3694,279.5221,13.6147
208.7500,0.2340,358.5148,0.0189,0.0746,0.3798,273.9126,13.6844
210.0000,0.3319,302.2449,0.0353,0.0632,0.4020,292.8428,12.2884
211.2500,0.4921,323.7288,0.0396,0.0744,0.3929,314.7869,11.4656
212.5000,0.5125,972.9525,0.0166,0.0644,0.2723,327.7430,13.4633
213.7500,0.4540,1668.7404,0.0096,0.0565,0.2274,322.6499,14.9778
215.0000,0.4311,1358.2382,0.0085,0.0742,0.2436,317.6752,14.7721
216.2500,0.4578,1479.1957,0.0113,0.0545,0.2368,322.5745,14.7028
217.5000,0.4832,1695.2373,0.0095,0.0599,0.2263,327.4247,14.7486
218.7500,0.4769,1159.8325,0.0108,0.0766,0.2568,323.9820,14.0621
220.0000,0.4209,343.3107,0.0286,0.0849,0.3853,306.7064,11.9669
221.2500,0.3459,885.0696,0.0113,0.0707,0.2810,300.0649,14.6840
222.5000,0.3535,701.1815,0.0120,0.0856,0.3037,300.5603,14.0610
223.7500,0.3344,613.3698,0.0129,0.0877,0.3175,296.4011,13.9352
225.0000,0.3115,1105.9719,0.0085,0.0671,0.2609,293.4878,15.6373
226.2500,0.2937,1653.8443,0.0067,0.0542,0.2281,290.0235,16.9134
227.5000,0.2836,2112.5190,0.0053,0.0511,0.2103,287.6947,17.7168
228.7500,0.2861,1792.4050,0.0055,0.0574,0.2221,288.1649,17.2481
230.0000,0.2874,1971.3015,0.0049,0.0598,0.2152,288.6310,17.4702
231.2500,0.2848,2317.5441,0.0048,0.0518,0.2039,288.1531,17.9309
232.5000,0.2848,1937.8797,0.0052,0.0566,0.2164,287.9299,17.4715
233.7500,0.2747,2439.9671,0.0047,0.0477,0.2004,285.3712,18.2609
235.0000,0.2632,1700.4954,0.0049,0.0625,0.2260,281.8318,17.5259
236.2500,0.2314,1096.9781,0.0071,0.0613,0.2616,272.4282,16.9143
237.5000,0.2251,1422.7840,0.0053,0.0605,0.2399,270.2238,17.8093
238.7500,0.2352,1564.1763,0.0051,0.0595,0.2324,273.4290,17.8618
240.0000,0.2213,1381.6521,0.0052,0.0621,0.2422,268.9990,17.8081
241.2500,0.2047,1122.1433,0.0045,0.0814,0.2596,263.7068,17.5564
242.5000,0.2060,1101.5392,0.0055,0.0697,0.2612,264.1810,17.4695
243.7500,0.2085,1096.9144,0.0053,0.0726,0.2616,265.0573,17.3984
245.0000,0.1895,577.5363,0.0078,0.0857,0.3240,260.2375,15.8108
246.2500,0.1577,580.5351,0.0071,0.0773,0.3234,248.5956,16.5555
247.5000,0.1322,814.0585,0.0041,0.0817,0.2889,234.8737,18.5737
248.7500,0.1310,1577.3369,0.0029,0.0584,0.2318,229.8593,21.2082
250.0000,0.1361,2034.3427,0.0024,0.0555,0.2129,231.3426,21.9576
251.2500,0.1348,2058.7765,0.0025,0.0524,0.2121,230.5610,22.0679
252.5000,0.1348,1519.2314,0.0028,0.0633,0.2347,232.2076,20.8822
253.7500,0.1310,1031.3669,0.0034,0.0770,0.2670,232.5498,19.5384
255.0000,0.1233,1372.9667,0.0029,0.0618,0.2427,226.3114,21.0247
256.2500,0.1259,850.0865,0.0049,0.0627,0.2848,231.2137,18.9890
257.5000,0.1450,872.7981,0.0049,0.0675,0.2823,240.6430,18.3832
258.7500,0.1564,656.8575,0.0063,0.0777,0.3104,247.3682,17.0171
260.0000,0.1755,799.0347,0.0069,0.0647,0.2907,254.0309,17.1798
261.2500,0.1971,777.9791,0.0081,0.0632,0.2933,261.9129,16.5867
262.5000,0.2174,1023.1660,0.0068,0.0629,0.2677,268.1071,16.9933
263.7500,0.2289,1567.5602,0.0057,0.0519,0.2322,271.3914,18.0083
265.0000,0.2556,902.1353,0.0097,0.0590,0.2792,279.3738,15.9285
266.2500,0.3026,805.0276,0.0116,0.0659,0.2900,290.7005,14.9581
267.5000,0.3281,1571.4287,0.0084,0.0499,0.2320,298.1586,16.2688
268.7500,0.3446,1551.2904,0.0087,0.0513,0.2330,301.7731,16.0157
270.0000,0.3700,894.2408,0.0126,0.0672,0.2800,304.7330,14.4556
271.2500,0.4145,705.9447,0.0184,0.0655,0.3030,311.0649,13.5363
272.5000,0.4870,990.6076,0.0153,0.0641,0.2706,324.3408,13.6763
273.7500,0.5290,972.3607,0.0156,0.0698,0.2723,329.9440,13.3525
275.0000,0.5760,737.6301,0.0208,0.0749,0.2986,333.1548,12.5700
276.2500,0.6294,1671.3849,0.0135,0.0552,0.2273,347.1474,13.6746
277.5000,0.6612,2499.5804,0.0111,0.0481,0.1988,354.2597,14.1236
278.7500,0.7032,2039.5856,0.0125,0.0558,0.2127,357.3077,13.5647
280.0000,0.7744,1990.8030,0.0145,0.0534,0.2145,364.4665,13.1620
281.2500,0.8393,1075.5444,0.0247,0.0643,0.2633,363.3515,12.0051
282.5000,0.9995,711.0175,0.0551,0.0515,0.3023,369.0634,10.9383
283.7500,1.2246,887.3677,0.0511,0.0547,0.2807,386.6230,10.6652
285.0000,1.6048,365.9650,0.1378,0.0666,0.3772,383.2213,9.1120
286.2500,2.1897,867.3951,0.0711,0.0710,0.2829,425.8435,9.1900
287.5000,2.3614,899.8771,0.0429,0.1220,0.2794,431.9351,9.0414
288.7500,2.3817,1656.9893,0.0320,0.0899,0.2280,446.6782,9.4324
290.0000,2.3423,1549.3686,0.0350,0.0856,0.2331,444.0196,9.4322
291.2500,2.2469,1300.0828,0.0363,0.0951,0.2472,437.1712,9.4197
292.5000,2.4224,733.4462,0.0532,0.1241,0.2991,428.2228,8.8424
293.7500,2.4529,1140.1959,0.0370,0.1172,0.2582,440.4529,9.1118
295.0000,2.3220,1492.3002,0.0322,0.0969,0.2361,442.5738,9.4299
296.2500,2.3665,1136.1522,0.0328,0.1268,0.2585,437.8143,9.1968
297.5000,2.4428,1888.1972,0.0251,0.1025,0.2183,451.2741,9.4483
298.7500,2.4313,1735.9285,0.0278,0.0996,0.2245,449.1949,9.4076
300.0000,2.4453,1705.5400,0.0289,0.0986,0.2258,449.2579,9.3811
301.2500,2.5496,1590.9683,0.0330,0.0975,0.2311,450.8942,9.2278
302.5000,2.7441,1437.5584,0.0346,0.1110,0.2390,454.0490,8.9800
303.7500,2.8865,1450.3711,0.0325,0.1219,0.2383,457.9791,8.8596
305.0000,2.7835,963.7867,0.0458,0.1249,0.2731,445.0788,8.7096
306.2500,2.5356,674.6217,0.0492,0.1528,0.3076,428.8571,8.6878
307.5000,2.3932,601.6652,0.0453,0.1775,0.3196,421.7902,8.7298
308.7500,2.3499,607.2906,0.0446,0.1753,0.3186,420.8986,8.7742
310.0000,2.4758,866.4644,0.0433,0.1304,0.2830,434.1902,8.9073
311.2500,2.4275,1223.6281,0.0352,0.1128,0.2522,441.3776,9.1840
312.5000,2.3766,2169.5228,0.0248,0.0886,0.2084,451.9016,9.6120
313.7500,2.5661,1443.6841,0.0375,0.0953,0.2387,449.2145,9.1511
315.0000,2.7721,2189.8628,0.0280,0.0900,0.2077,463.9778,9.1927
316.2500,2.8726,3371.6824,0.0215,0.0792,0.1799,475.0190,9.3204
317.5000,2.9463,1971.0822,0.0275,0.1087,0.2152,466.4573,8.9737
318.7500,2.8726,2110.4832,0.0304,0.0901,0.2103,465.9634,9.0770
320.0000,2.8370,2594.4153,0.0244,0.0900,0.1963,469.1472,9.2207
321.2500,2.7810,1553.9900,0.0353,0.1010,0.2329,456.8304,8.9915
322.5000,2.6310,1957.0792,0.0250,0.1075,0.2157,457.6609,9.2697
323.7500,2.5089,1006.5120,0.0523,0.0934,0.2692,438.9740,8.9760
325.0000,2.0638,589.6772,0.0699,0.1021,0.3217,411.7963,9.0246
326.2500,1.9061,635.9260,0.0366,0.1641,0.3137,408.7339,9.2584
327.5000,2.0015,570.3010,0.0433,0.1618,0.3253,408.9346,9.0625
328.7500,1.9977,1213.2544,0.0351,0.0948,0.2529,427.1823,9.6708
330.0000,1.9532,1119.8426,0.0319,0.1078,0.2598,423.8452,9.6654
331.2500,1.8184,884.4708,0.0353,0.1168,0.2810,413.6155,9.6487
332.5000,1.8693,521.8206,0.0504,0.1440,0.3351,402.2213,9.1315
333.7500,1.8616,617.9558,0.0477,0.1282,0.3167,406.4722,9.2860
335.0000,1.7675,1493.9892,0.0268,0.0891,0.2360,422.4418,10.1687
336.2500,1.7052,927.8432,0.0329,0.1130,0.2766,410.2627,9.8498
337.5000,1.5971,2440.6047,0.0181,0.0723,0.2004,423.0258,10.8908
338.7500,1.4929,2078.3537,0.0221,0.0652,0.2114,415.3377,10.9613
340.0000,1.4776,1167.2931,0.0322,0.0795,0.2562,404.8098,10.4424
341.2500,1.6505,1679.1434,0.0274,0.0716,0.2270,419.4618,10.4649
342.5000,1.6022,1667.1003,0.0328,0.0582,0.2275,417.1103,10.5456
343.7500,1.4420,1483.4051,0.0239,0.0814,0.2366,407.2834,10.7463
345.0000,1.5247,1760.1490,0.0299,0.0577,0.2234,414.2956,10.7429
346.2500,1.6811,1798.9884,0.0256,0.0735,0.2218,422.0362,10.4708
347.5000,1.8515,2109.7321,0.0261,0.0666,0.2103,432.1412,10.3150
348.7500,1.9659,2123.0741,0.0266,0.0700,0.2099,436.8699,10.1423
350.0000,2.0931,1467.8588,0.0290,0.0984,0.2374,434.5696,9.6926
351.2500,2.0905,2136.4743,0.0250,0.0779,0.2095,441.7189,9.9677
352.5000,1.7980,838.7450,0.0587,0.0736,0.2861,411.6363,9.6302
353.7500,1.5361,1811.6641,0.0248,0.0691,0.2213,415.3341,10.7468
355.0000,1.4433,786.6063,0.0368,0.1004,0.2923,395.4053,10.1096
356.2500,1.1444,271.6605,0.0804,0.1085,0.4166,356.6895,9.4247
357.5000,0.8889,707.2441,0.0357,0.0700,0.3028,361.2552,11.2463
358.7500,0.6854,691.7691,0.0341,0.0591,0.3050,343.8767,11.9418
360.0000,0.6040,1136.7754,0.0139,0.0765,0.2585,340.6635,13.1746
361.2500,0.5315,883.8839,0.0157,0.0779,0.2811,329.4555,13.1583
362.5000,0.5036,2201.1238,0.0080,0.0570,0.2074,332.1585,15.0656
363.7500,0.5748,1503.6257,0.0153,0.0498,0.2355,339.4989,13.8406
365.0000,0.6027,2499.2344,0.0107,0.0445,0.1988,346.9984,14.5120
366.2500,0.5379,1660.7476,0.0126,0.0514,0.2278,335.3236,14.2753
367.5000,0.4858,1432.8150,0.0118,0.0572,0.2393,326.7427,14.4033
368.7500,0.4336,1168.4403,0.0128,0.0584,0.2561,317.2429,14.4371
370.0000,0.4171,1487.9960,0.0101,0.0554,0.2363,315.7358,15.0977
371.2500,0.4387,1562.8230,0.0106,0.0534,0.2325,319.7359,14.9886
372.5000,0.4362,1108.2568,0.0123,0.0643,0.2607,317.3444,14.3053
373.7500,0.4311,1223.2733,0.0117,0.0604,0.2523,317.0870,14.5551
375.0000,0.4514,1893.6088,0.0094,0.0506,0.2181,322.9198,15.2535
376.2500,0.4540,2326.3471,0.0089,0.0438,0.2036,324.4211,15.6343
377.5000,0.4540,2219.8028,0.0094,0.0431,0.2068,324.1829,15.5424
378.7500,0.4311,1290.3015,0.0118,0.0570,0.2478,317.3894,14.6658
380.0000,0.4234,1448.7895,0.0103,0.0568,0.2384,316.7138,14.9790
381.2500,0.4082,2393.4674,0.0076,0.0452,0.2017,316.2690,16.1883
382.5000,0.3904,1125.8094,0.0117,0.0598,0.2593,309.5605,14.7657
383.7500,0.4298,962.2730,0.0209,0.0427,0.2733,315.4532,14.0658
385.0000,0.5086,1215.5372,0.0224,0.0386,0.2528,328.9384,13.9124
386.2500,0.5684,1515.4376,0.0161,0.0473,0.2349,338.7387,13.8967
387.5000,0.5290,984.3342,0.0192,0.0563,0.2712,330.0469,13.3753
388.7500,0.4972,759.5997,0.0199,0.0668,0.2957,323.6449,13.0896
390.0000,0.5366,399.3710,0.0323,0.0851,0.3663,322.0488,11.6496
391.2500,0.5570,267.1646,0.0432,0.0975,0.4189,319.0067,10.8295
392.5000,0.4463,235.4587,0.0479,0.0852,0.4369,306.2522,11.0625
393.7500,0.4501,338.9923,0.0405,0.0688,0.3869,310.3351,11.7728
395.0000,0.5964,269.3175,0.0570,0.0790,0.4178,322.6638,10.6984
396.2500,0.7096,605.8281,0.0341,0.0692,0.3188,344.3757,11.6306
397.5000,0.8062,1753.2673,0.0232,0.0395,0.2237,366.2090,12.8335
398.7500,0.9346,714.6610,0.0496,0.0550,0.3017,364.7290,11.1245
400.0000,1.1979,599.8698,0.0592,0.0682,0.3199,377.6054,10.2711
401.2500,1.3822,602.1606,0.0443,0.1038,0.3195,386.8127,9.9358
402.5000,1.2691,927.5950,0.0469,0.0603,0.2766,389.8858,10.6185
403.7500,1.0376,619.9267,0.0583,0.0569,0.3164,369.0647,10.6649
405.0000,0.8011,983.5230,0.0273,0.0603,0.2713,358.9283,12.0202
406.2500,0.7388,1853.2867,0.0155,0.0515,0.2196,360.1761,13.2331
407.5000,0.7363,2519.4529,0.0131,0.0447,0.1983,362.7538,13.6979
408.7500,0.7897,2847.9929,0.0158,0.0356,0.1903,369.3695,13.5894
410.0000,0.8583,1662.2742,0.0186,0.0555,0.2277,370.3243,12.5382
411.2500,0.7871,602.0885,0.0366,0.0718,0.3195,350.9064,11.3405
412.5000,0.6244,423.1912,0.0414,0.0719,0.3593,331.6366,11.3720
413.7500,0.4667,249.9279,0.0506,0.0740,0.4283,309.1280,11.0845
415.0000,0.3319,308.9715,0.0257,0.0869,0.3991,292.9496,12.3396
416.2500,0.3179,1327.7045,0.0087,0.0549,0.2455,295.3992,16.0014
417.5000,0.3179,1586.6620,0.0087,0.0460,0.2313,295.8396,16.4370
418.7500,0.3077,735.7541,0.0136,0.0629,0.2988,291.5828,14.6704
420.0000,0.2950,545.6788,0.0151,0.0735,0.3301,288.0956,14.0665
421.2500,0.3052,608.4525,0.0148,0.0688,0.3184,290.5215,14.2257
422.5000,0.3192,529.3462,0.0161,0.0773,0.3335,292.9070,13.7340
