distance [mm],force_median [N],L2012_lambda [1/mm],L2012_f0 [N],L2012_delta [mm],L2012_L [mm],P2015_density [kg/m^3],P2015_ssa [m^2/kg]
27.5000,0.0534,325028.5610,0.0001,0.0050,0.0392,127.5112,62.9356
28.7500,0.0534,287007.0679,0.0001,0.0047,0.0409,127.8185,62.2954
30.0000,0.0534,263962.3738,0.0001,0.0046,0.0421,128.0326,61.8569
31.2500,0.0534,229757.5063,0.0001,0.0044,0.0440,128.4009,61.1159
32.5000,0.0534,174194.9237,0.0001,0.0044,0.0483,129.1886,59.5873
33.7500,0.0547,134466.4839,0.0002,0.0048,0.0527,132.2550,57.3227
35.0000,0.0547,139268.4553,0.0001,0.0055,0.0520,132.1435,57.5229
36.2500,0.0534,191895.1833,0.0001,0.0058,0.0468,128.9050,60.1292
37.5000,0.0534,268214.2769,0.0001,0.0049,0.0418,127.9912,61.9411
38.7500,0.0547,310361.4412,0.0001,0.0043,0.0398,129.9214,61.8104
40.0000,0.0547,191054.3372,0.0001,0.0042,0.0468,131.1953,59.2803
41.2500,0.0547,161553.1357,0.0002,0.0045,0.0495,131.6859,58.3584
42.5000,0.0547,207115.3305,0.0001,0.0057,0.0456,130.9688,59.7154
43.7500,0.0547,159356.4040,0.0001,0.0064,0.0498,131.7271,58.2821
45.0000,0.0547,121495.6087,0.0001,0.0065,0.0545,132.5848,56.7385
46.2500,0.0547,96981.3385,0.0002,0.0066,0.0587,133.3588,55.4115
47.5000,0.0547,85208.8505,0.0002,0.0067,0.0613,133.8302,54.6319
48.7500,0.0547,84838.1378,0.0002,0.0068,0.0614,133.8465,54.6054
50.0000,0.0547,70987.4269,0.0002,0.0070,0.0652,134.5310,53.5112
51.2500,0.0547,64568.3660,0.0002,0.0070,0.0672,134.9119,52.9203
52.5000,0.0547,47450.8700,0.0004,0.0061,0.0745,136.2363,50.9594
53.7500,0.0547,49692.8204,0.0004,0.0059,0.0734,136.0291,51.2571
55.0000,0.0534,85917.0127,0.0002,0.0056,0.0611,131.5626,55.3950
56.2500,0.0547,80973.3849,0.0003,0.0053,0.0624,134.0216,54.3214
57.5000,0.0547,85199.8515,0.0002,0.0051,0.0613,133.8306,54.6313
58.7500,0.0547,111256.6862,0.0002,0.0051,0.0561,132.8803,56.2248
60.0000,0.0547,138077.0050,0.0002,0.0052,0.0522,132.1707,57.4740
61.2500,0.0547,190287.5631,0.0001,0.0050,0.0469,131.2068,59.2585
62.5000,0.0547,214204.2560,0.0001,0.0060,0.0451,130.8762,59.8952
63.7500,0.0547,184682.5323,0.0001,0.0068,0.0474,131.2923,59.0958
65.0000,0.0547,132014.6546,0.0001,0.0076,0.0530,132.3140,57.2174
66.2500,0.0547,110546.5529,0.0001,0.0081,0.0562,132.9021,56.1872
67.5000,0.0547,118427.4134,0.0001,0.0076,0.0549,132.6698,56.5899
68.7500,0.0547,115807.1153,0.0001,0.0067,0.0553,132.7447,56.4595
70.0000,0.0547,99436.9356,0.0002,0.0061,0.0582,133.2700,55.5606
71.2500,0.0547,109613.6276,0.0002,0.0058,0.0564,132.9311,56.1374
72.5000,0.0547,100259.2485,0.0002,0.0055,0.0581,133.2409,55.6097
73.7500,0.0547,98352.3808,0.0002,0.0054,0.0584,133.3089,55.4953
75.0000,0.0547,136048.3205,0.0001,0.0057,0.0525,132.2177,57.3895
76.2500,0.0547,150461.9228,0.0001,0.0056,0.0507,131.9023,57.9603
77.5000,0.0547,150231.1489,0.0001,0.0055,0.0507,131.9070,57.9517
78.7500,0.0547,134786.3075,0.0001,0.0057,0.0526,132.2474,57.3363
80.0000,0.0547,144598.6652,0.0001,0.0060,0.0514,132.0255,57.7360
81.2500,0.0547,164172.3511,0.0001,0.0056,0.0493,131.6376,58.4478
82.5000,0.0547,170456.3208,0.0001,0.0056,0.0487,131.5260,58.6558
83.7500,0.0547,199275.8761,0.0001,0.0053,0.0462,131.0763,59.5081
85.0000,0.0547,226909.3220,0.0001,0.0054,0.0442,130.7200,60.2007
86.2500,0.0547,192521.3573,0.0001,0.0067,0.0467,131.1736,59.3218
87.5000,0.0547,197339.6524,0.0001,0.0071,0.0463,131.1038,59.4555
88.7500,0.0547,239044.4411,0.0001,0.0073,0.0435,130.5813,60.4745
90.0000,0.0547,261023.8958,0.0001,0.0068,0.0422,130.3525,60.9313
91.2500,0.0547,213035.9763,0.0001,0.0076,0.0452,130.8912,59.8661
92.5000,0.0547,172165.3949,0.0001,0.0080,0.0485,131.4965,58.7109
93.7500,0.0560,192826.4678,0.0001,0.0072,0.0467,133.3948,58.5407
95.0000,0.0560,234744.5929,0.0001,0.0068,0.0437,132.8632,59.5646
96.2500,0.0560,226313.7225,0.0001,0.0076,0.0443,132.9595,59.3768
97.5000,0.0560,222845.3377,0.0001,0.0076,0.0445,133.0004,59.2971
98.7500,0.0560,200700.3579,0.0001,0.0069,0.0461,133.2838,58.7517
100.0000,0.0560,150089.5747,0.0001,0.0066,0.0508,134.1243,57.1893
101.2500,0.0560,144759.7912,0.0001,0.0064,0.0514,134.2347,56.9900
102.5000,0.0560,139657.2320,0.0001,0.0062,0.0520,134.3456,56.7911
103.7500,0.0560,118972.4687,0.0002,0.0057,0.0549,134.8574,55.8902
105.0000,0.0560,107977.6995,0.0002,0.0062,0.0567,135.1806,55.3354
106.2500,0.0560,130941.4792,0.0001,0.0073,0.0531,134.5481,56.4314
107.5000,0.0560,180521.6642,0.0001,0.0073,0.0477,133.5809,58.1901
108.7500,0.0560,152161.6191,0.0001,0.0073,0.0505,134.0828,57.2646
110.0000,0.0560,147588.3045,0.0001,0.0076,0.0510,134.1754,57.0968
111.2500,0.0560,147426.2771,0.0001,0.0074,0.0511,134.1788,57.0907
112.5000,0.0560,129207.8275,0.0001,0.0068,0.0534,134.5905,56.3566
113.7500,0.0560,118144.5976,0.0002,0.0063,0.0550,134.8804,55.8505
115.0000,0.0560,108954.6205,0.0002,0.0061,0.0565,135.1502,55.3872
116.2500,0.0560,107193.9069,0.0002,0.0068,0.0568,135.2053,55.2934
117.5000,0.0560,97954.4551,0.0002,0.0071,0.0585,135.5160,54.7706
118.7500,0.0560,102826.4461,0.0002,0.0068,0.0576,135.3475,55.0529
120.0000,0.0560,131588.4181,0.0001,0.0070,0.0530,134.5324,56.4591
121.2500,0.0560,139751.0041,0.0001,0.0073,0.0520,134.3435,56.7949
122.5000,0.0560,149127.0083,0.0001,0.0078,0.0509,134.1438,57.1539
123.7500,0.0560,175067.1875,0.0001,0.0078,0.0482,133.6689,58.0258
125.0000,0.0560,191137.5963,0.0001,0.0073,0.0468,133.4194,58.4942
126.2500,0.0560,161540.9355,0.0001,0.0078,0.0495,133.9039,57.5913
127.5000,0.0572,153935.5984,0.0001,0.0077,0.0503,136.2136,56.5998
128.7500,0.0572,146411.5226,0.0001,0.0076,0.0512,136.3633,56.3305
130.0000,0.0572,110449.5926,0.0001,0.0083,0.0562,137.2539,54.7788
131.2500,0.0572,103596.0172,0.0001,0.0085,0.0574,137.4683,54.4175
132.5000,0.0572,106319.2206,0.0001,0.0081,0.0569,137.3809,54.5642
133.7500,0.0598,84260.4307,0.0002,0.0075,0.0615,142.3233,52.0035
135.0000,0.0636,37268.5618,0.0004,0.0082,0.0808,151.3533,45.8191
136.2500,0.0712,34852.5706,0.0004,0.0090,0.0826,162.1312,43.0378
137.5000,0.0776,48632.3432,0.0003,0.0094,0.0739,168.8255,42.9615
138.7500,0.0801,88661.0420,0.0002,0.0109,0.0605,170.0207,44.9671
140.0000,0.0827,64153.3446,0.0002,0.0115,0.0674,173.9041,42.9112
141.2500,0.0865,53326.2658,0.0002,0.0143,0.0717,178.7015,41.2164
142.5000,0.0903,54379.5991,0.0002,0.0182,0.0712,182.6939,40.4753
143.7500,0.0916,37423.5981,0.0002,0.0211,0.0807,185.1370,38.6563
145.0000,0.0941,39091.3391,0.0002,0.0219,0.0795,187.5414,38.3656
146.2500,0.0954,57980.6846,0.0002,0.0197,0.0697,187.6645,39.7134
147.5000,0.0954,51324.9148,0.0002,0.0179,0.0726,187.9963,39.2344
148.7500,0.0954,46301.1727,0.0002,0.0175,0.0751,188.2873,38.8233
150.0000,0.0954,89880.2370,0.0002,0.0122,0.0602,186.5772,41.3655
151.2500,0.0966,89602.5609,0.0002,0.0115,0.0603,187.8449,41.0943
152.5000,0.1005,49337.6088,0.0003,0.0127,0.0736,192.9679,38.1664
153.7500,0.1030,60237.4483,0.0002,0.0204,0.0688,194.8079,38.4759
155.0000,0.1017,68523.5554,0.0001,0.0208,0.0659,193.3291,39.1639
156.2500,0.1017,53675.1115,0.0002,0.0253,0.0715,193.9270,38.2673
157.5000,0.1043,30739.1974,0.0002,0.0343,0.0861,197.7610,35.7187
158.7500,0.1068,37657.5539,0.0002,0.0297,0.0805,199.4097,36.1268
160.0000,0.1094,35631.1015,0.0003,0.0213,0.0820,201.7384,35.5519
161.2500,0.1157,30027.4803,0.0003,0.0237,0.0868,207.4073,34.0763
162.5000,0.1208,28579.8956,0.0004,0.0235,0.0882,211.4871,33.2878
163.7500,0.1246,48721.6306,0.0002,0.0234,0.0739,213.1571,34.6518
165.0000,0.1246,41937.6404,0.0002,0.0266,0.0777,213.4688,34.1613
166.2500,0.1233,44541.1928,0.0002,0.0259,0.0761,212.3853,34.5121
167.5000,0.1272,41503.2094,0.0003,0.0179,0.0779,215.3705,33.8328
168.7500,0.1335,54764.3490,0.0003,0.0188,0.0710,219.4005,33.9907
170.0000,0.1386,38171.5430,0.0003,0.0217,0.0801,223.5406,32.3596
171.2500,0.1462,12380.5978,0.0009,0.0259,0.1166,230.8087,28.0295
172.5000,0.1539,7571.8921,0.0006,0.0643,0.1374,236.4812,25.8339
173.7500,0.1513,21003.9072,0.0006,0.0260,0.0978,232.7213,29.3880
175.0000,0.1424,14460.5152,0.0009,0.0217,0.1107,228.0844,28.8487
176.2500,0.1310,19667.8647,0.0005,0.0278,0.0999,219.8009,30.9007
177.5000,0.1284,98125.4553,0.0002,0.0150,0.0585,214.7673,36.2931
178.7500,0.1272,19735.3803,0.0005,0.0280,0.0998,217.1208,31.2820
180.0000,0.1157,13948.4378,0.0006,0.0264,0.1121,209.7154,31.1442
181.2500,0.1119,37119.9061,0.0002,0.0316,0.0809,203.7598,35.3500
182.5000,0.1094,25328.6377,0.0003,0.0344,0.0919,202.7080,34.2488
183.7500,0.1081,21702.4165,0.0003,0.0390,0.0967,202.1232,33.8055
185.0000,0.1068,49553.1200,0.0002,0.0244,0.0734,198.6987,37.1448
186.2500,0.1055,74932.2400,0.0002,0.0178,0.0640,196.6090,38.8168
187.5000,0.1043,72468.1265,0.0002,0.0185,0.0647,195.5355,38.9179
188.7500,0.1068,15667.1727,0.0005,0.0301,0.1078,202.1701,32.6368
190.0000,0.1183,5761.0018,0.0017,0.0244,0.1505,215.0548,27.3024
191.2500,0.1424,723.1333,0.0085,0.0494,0.3006,240.6432,17.7768
192.5000,0.2111,376.9808,0.0336,0.0365,0.3735,267.9833,14.1417
193.7500,0.3828,1130.4925,0.0362,0.0180,0.2590,308.1774,14.8526
195.0000,0.5125,3252.9091,0.0167,0.0188,0.1821,335.7661,15.6931
196.2500,0.5773,7194.6066,0.0039,0.0409,0.1397,349.7250,16.3917
197.5000,0.5837,10284.2623,0.0030,0.0376,0.1241,352.3052,16.8548
198.7500,0.5862,18777.1949,0.0021,0.0293,0.1015,355.0595,17.6451
200.0000,0.6053,18281.5213,0.0027,0.0244,0.1024,357.8476,17.4134
201.2500,0.6485,10079.3493,0.0042,0.0310,0.1249,361.4198,16.2401
202.5000,0.6778,546.1475,0.0141,0.1724,0.3300,340.0717,11.5871
203.7500,0.4667,119.9673,0.0659,0.1331,0.5470,299.9125,9.6875
205.0000,0.3077,269.1605,0.0369,0.0650,0.4178,288.3484,12.2040
206.2500,0.1958,277.5233,0.0181,0.0820,0.4136,264.7964,13.4667
207.5000,0.1462,1257.5354,0.0036,0.0668,0.2499,239.2023,19.6858
208.7500,0.1348,17486.2394,0.0005,0.0331,0.1039,222.6861,30.1400
210.0000,0.1284,23301.7167,0.0004,0.0288,0.0945,217.5970,31.7437
211.2500,0.1246,47965.0598,0.0002,0.0228,0.0743,213.1889,34.6011
212.5000,0.1195,13206.1327,0.0007,0.0272,0.1141,212.7788,30.5357
213.7500,0.1081,12482.9542,0.0007,0.0258,0.1163,204.0729,31.5343
215.0000,0.1005,17326.9064,0.0006,0.0207,0.1043,196.2973,33.8970
216.2500,0.0928,29602.8531,0.0003,0.0211,0.0872,187.1893,37.4144
217.5000,0.0916,61415.4354,0.0002,0.0189,0.0684,183.6677,40.7036
218.7500,0.0903,44309.6956,0.0002,0.0214,0.0762,183.3045,39.6218
220.0000,0.0903,44626.0223,0.0002,0.0213,0.0761,183.2826,39.6518
221.2500,0.0928,32007.3314,0.0002,0.0239,0.0850,186.9248,37.7516
222.5000,0.0941,29998.5843,0.0003,0.0233,0.0868,188.3949,37.2485
223.7500,0.0916,25569.1336,0.0003,0.0211,0.0916,186.4439,36.9949
225.0000,0.0903,21008.1466,0.0004,0.0245,0.0978,185.9182,36.3280
226.2500,0.0928,23482.2963,0.0004,0.0199,0.0942,188.0154,36.3972
227.5000,0.0941,28376.3850,0.0003,0.0220,0.0884,188.5838,37.0095
228.7500,0.0941,33732.6824,0.0003,0.0198,0.0835,188.0074,37.7479
230.0000,0.0941,19643.2616,0.0004,0.0247,0.1000,189.9264,35.3930
231.2500,0.0916,18163.8501,0.0004,0.0224,0.1026,187.7672,35.4468
232.5000,0.0890,51579.5931,0.0003,0.0124,0.0725,181.5186,40.5229
233.7500,0.0903,36437.9709,0.0004,0.0131,0.0814,183.9280,38.7853
235.0000,0.0979,25.5710,0.2544,0.0639,0.9157,284.5140,7.7451
236.2500,0.5735,47.1696,0.5616,0.0544,0.7467,286.8889,7.8902
237.5000,1.8044,76.3369,1.0450,0.0530,0.6360,327.3873,7.5004
238.7500,4.5562,272.0628,0.7889,0.0411,0.4163,428.6101,7.1941
240.0000,6.2995,832.7030,0.2956,0.0526,0.2868,496.3872,6.9871
241.2500,8.4079,1612.3582,0.2657,0.0380,0.2301,540.1976,6.5265
242.5000,9.4671,6955.3228,0.0924,0.0294,0.1413,588.2959,6.3411
243.7500,10.4691,5792.4160,0.0970,0.0369,0.1502,592.8435,6.1028
245.0000,11.3313,6016.0448,0.0940,0.0405,0.1483,600.3871,5.9225
246.2500,12.0446,5573.8651,0.0762,0.0567,0.1522,603.7436,5.7883
247.5000,11.8018,4223.7133,0.0816,0.0687,0.1669,595.1193,5.8424
248.7500,12.2456,5377.7901,0.0958,0.0472,0.1540,604.2687,5.7534
250.0000,12.3231,14351.1893,0.0570,0.0302,0.1110,625.1751,5.7011
251.2500,11.9671,24236.8805,0.0337,0.0293,0.0932,630.9398,5.7580
252.5000,11.9009,20195.7934,0.0357,0.0332,0.0991,627.6880,5.7767
253.7500,11.8285,6080.3906,0.0645,0.0606,0.1478,604.2621,5.8256
255.0000,10.8837,9.6764,3.1147,0.5728,1.2660,83.7672,6.0987
256.2500,1.7040,1.1607,4.9104,1.2258,2.5670,-126.9565,4.6946
257.5000,1.4306,927.2507,0.0392,0.0772,0.2767,398.1385,10.2997
258.7500,1.2042,1626.0934,0.0255,0.0590,0.2294,395.3546,11.3904
260.0000,1.1890,4337.8776,0.0153,0.0362,0.1654,406.6216,12.4656
261.2500,1.1724,2348.3773,0.0246,0.0406,0.2030,398.3626,11.8792
262.5000,1.0071,1325.6240,0.0387,0.0396,0.2456,379.2455,11.7132
263.7500,0.8698,1588.5713,0.0288,0.0378,0.2312,370.7851,12.4308
265.0000,0.7477,1308.8664,0.0280,0.0416,0.2466,357.4472,12.6693
266.2500,0.6523,481.1539,0.0458,0.0578,0.3443,335.9990,11.4779
267.5000,0.5074,312.1640,0.0429,0.0786,0.3977,316.0418,11.3243
268.7500,0.4400,972.0447,0.0194,0.0484,0.2723,317.1406,14.0020
270.0000,0.3917,1710.9180,0.0117,0.0394,0.2256,311.6961,15.6659
271.2500,0.3510,3157.5453,0.0072,0.0310,0.1839,305.2493,17.5502
272.5000,0.3166,1968.9135,0.0100,0.0325,0.2152,296.0332,16.9814
273.7500,0.3014,3720.1592,0.0059,0.0276,0.1741,293.2739,18.7896
275.0000,0.2912,3214.2141,0.0062,0.0292,0.1828,290.3015,18.6328
276.2500,0.2861,2311.2621,0.0076,0.0333,0.2040,288.4961,17.9002
277.5000,0.2937,1528.6052,0.0093,0.0417,0.2342,289.8928,16.7128
278.7500,0.2785,1813.0629,0.0085,0.0370,0.2212,286.1353,17.4129
280.0000,0.2798,2068.5812,0.0076,0.0358,0.2117,286.6287,17.7331
281.2500,0.2874,2004.7854,0.0082,0.0349,0.2140,288.6537,17.5133
282.5000,0.2683,1674.5505,0.0087,0.0370,0.2272,283.2567,17.3889
283.7500,0.2454,1789.1870,0.0075,0.0367,0.2222,276.5727,18.0251
285.0000,0.2556,642.2683,0.0136,0.0602,0.3127,279.2167,14.9964
286.2500,0.2810,935.8084,0.0107,0.0567,0.2758,285.9401,15.6367
287.5000,0.2848,1566.8381,0.0073,0.0502,0.2323,287.6469,16.9222
288.7500,0.2734,1183.2726,0.0084,0.0556,0.2551,284.3060,16.3737
290.0000,0.2937,1117.0045,0.0110,0.0477,0.2600,289.3366,15.9107
291.2500,0.2976,1626.3454,0.0087,0.0419,0.2294,290.9595,16.8091
292.5000,0.2734,1556.7109,0.0069,0.0509,0.2328,284.5923,17.1024
293.7500,0.2734,789.5231,0.0096,0.0725,0.2919,283.8328,15.2978
295.0000,0.2658,938.4136,0.0089,0.0645,0.2756,282.0873,15.8740
296.2500,0.2645,1583.7842,0.0068,0.0490,0.2314,282.1458,17.3100
297.5000,0.2709,1647.3292,0.0069,0.0476,0.2284,283.9491,17.2984
298.7500,0.2594,1862.1751,0.0069,0.0408,0.2193,280.7794,17.8467
300.0000,0.2569,1397.4620,0.0074,0.0499,0.2413,279.9150,17.1110
301.2500,0.2721,1029.6565,0.0094,0.0559,0.2672,283.8237,16.0235
302.5000,0.2581,656.1962,0.0112,0.0706,0.3105,279.8693,15.0184
303.7500,0.2607,1009.3878,0.0095,0.0543,0.2689,280.7990,16.1533
305.0000,0.2887,825.9893,0.0113,0.0619,0.2875,287.5622,15.2052
306.2500,0.2912,928.0908,0.0114,0.0547,0.2766,288.3800,15.4710
307.5000,0.2696,1609.1910,0.0076,0.0444,0.2302,283.5772,17.2591
308.7500,0.2658,1935.3231,0.0062,0.0445,0.2165,282.6437,17.8247
310.0000,0.2798,1474.2935,0.0097,0.0403,0.2370,286.2331,16.8491
311.2500,0.3128,1908.6767,0.0081,0.0405,0.2175,295.0418,16.9653
312.5000,0.3204,1365.6297,0.0097,0.0490,0.2432,296.0523,16.0351
313.7500,0.3332,1076.1057,0.0113,0.0552,0.2633,298.1538,15.2944
315.0000,0.3484,1706.8333,0.0090,0.0457,0.2257,302.8989,16.1878
316.2500,0.3421,1918.9267,0.0084,0.0426,0.2171,301.8611,16.5456
317.5000,0.3217,1853.1872,0.0077,0.0453,0.2196,297.1076,16.7572
318.7500,0.3268,1485.5365,0.0095,0.0465,0.2364,297.7186,16.1514
320.0000,0.3382,1005.8299,0.0134,0.0506,0.2693,298.9916,15.0725
321.2500,0.3573,1004.3478,0.0136,0.0520,0.2694,302.8174,14.8541
322.5000,0.3370,1231.8813,0.0114,0.0488,0.2517,299.4003,15.5699
323.7500,0.3014,1170.1900,0.0103,0.0498,0.2560,291.2550,15.9192
325.0000,0.2581,865.9509,0.0102,0.0593,0.2830,280.0308,15.7754
326.2500,0.2416,1530.3821,0.0053,0.0601,0.2341,275.4144,17.6645
327.5000,0.2441,1048.3482,0.0067,0.0701,0.2656,276.2175,16.5437
328.7500,0.2314,951.1668,0.0084,0.0593,0.2743,272.5216,16.5003
330.0000,0.2200,1229.2947,0.0064,0.0571,0.2518,268.7072,17.4880
331.2500,0.2187,1262.9560,0.0065,0.0533,0.2496,268.2580,17.5969
332.5000,0.2009,1351.9504,0.0059,0.0505,0.2440,261.9884,18.2305
333.7500,0.1958,1504.1601,0.0045,0.0577,0.2355,259.8837,18.7019
335.0000,0.1895,1458.5982,0.0045,0.0586,0.2379,257.5197,18.7803
336.2500,0.1831,1070.7093,0.0047,0.0738,0.2637,255.9279,17.9474
337.5000,0.1768,713.0559,0.0051,0.0978,0.3020,254.9662,16.7716
338.7500,0.1742,1564.8713,0.0037,0.0615,0.2324,251.1055,19.4760
340.0000,0.1742,1714.9299,0.0035,0.0585,0.2254,250.8139,19.7862
341.2500,0.1679,1623.7389,0.0035,0.0589,0.2295,248.2109,19.8154
342.5000,0.1628,928.0478,0.0046,0.0767,0.2766,248.2651,18.0378
343.7500,0.1539,1055.1121,0.0042,0.0709,0.2650,243.7289,18.7720
345.0000,0.1615,1416.5077,0.0037,0.0621,0.2402,245.8722,19.5594
346.2500,0.1704,1060.6508,0.0044,0.0732,0.2645,250.8891,18.2719
347.5000,0.1895,1030.4897,0.0057,0.0648,0.2671,258.4420,17.6579
348.7500,0.2009,1837.7608,0.0048,0.0462,0.2202,261.4077,19.1928
350.0000,0.2162,1536.0067,0.0066,0.0433,0.2338,267.1672,18.2441
351.2500,0.2340,2167.1487,0.0051,0.0425,0.2085,272.8822,18.8277
352.5000,0.2391,2372.1435,0.0050,0.0399,0.2023,274.5217,18.9627
353.7500,0.2276,1808.8644,0.0058,0.0438,0.2214,270.8761,18.4561
355.0000,0.2200,1717.5093,0.0058,0.0447,0.2253,268.3490,18.4864
356.2500,0.2327,1615.0420,0.0067,0.0428,0.2299,272.6048,18.0099
357.5000,0.2569,1246.3037,0.0083,0.0501,0.2507,279.8653,16.7964
358.7500,0.2772,1775.9110,0.0076,0.0409,0.2228,285.7667,17.3816
360.0000,0.2899,2629.1419,0.0068,0.0324,0.1955,289.6972,18.1552
361.2500,0.3141,1778.4501,0.0092,0.0385,0.2227,295.1969,16.7728
362.5000,0.3332,1218.1651,0.0099,0.0552,0.2526,298.5461,15.5912
363.7500,0.3306,1934.3575,0.0078,0.0438,0.2165,299.2898,16.7279
365.0000,0.3446,3014.7532,0.0078,0.0300,0.1867,303.6663,17.5445
366.2500,0.3688,2115.1728,0.0087,0.0401,0.2102,307.9271,16.4079
367.5000,0.3675,1790.9883,0.0089,0.0462,0.2221,307.0776,16.0531
368.7500,0.3789,2221.0342,0.0086,0.0400,0.2068,310.2005,16.3849
370.0000,0.3764,2650.9774,0.0084,0.0343,0.1949,310.2900,16.8022
371.2500,0.3535,2613.4764,0.0080,0.0340,0.1959,305.3020,17.0892
372.5000,0.3306,3845.2132,0.0058,0.0295,0.1722,300.8796,18.3263
373.7500,0.3243,2432.7426,0.0075,0.0362,0.2006,298.3434,17.3685
375.0000,0.3459,1167.2206,0.0124,0.0488,0.2562,301.0883,15.3340
376.2500,0.3993,1214.2584,0.0129,0.0512,0.2529,311.5416,14.8416
377.5000,0.4006,739.9342,0.0159,0.0680,0.2983,309.0862,13.7531
378.7500,0.3942,1171.5198,0.0151,0.0448,0.2559,310.4469,14.8146
380.0000,0.4069,2775.2314,0.0089,0.0333,0.1920,316.6179,16.5097
381.2500,0.3739,1323.8857,0.0135,0.0421,0.2457,307.1786,15.3006
382.5000,0.3281,1225.6229,0.0106,0.0509,0.2521,297.4584,15.6710
383.7500,0.3115,1414.4136,0.0096,0.0457,0.2403,294.0766,16.2470
385.0000,0.2861,734.6335,0.0139,0.0570,0.2990,286.7534,14.9358
386.2500,0.2480,632.5456,0.0116,0.0705,0.3143,277.2577,15.0660
387.5000,0.2340,1523.2753,0.0059,0.0517,0.2345,273.0386,17.8129
388.7500,0.2289,1287.6936,0.0057,0.0615,0.2480,271.5280,17.4335
390.0000,0.2340,2822.7399,0.0043,0.0382,0.1909,272.7765,19.5817
391.2500,0.2340,1903.6759,0.0053,0.0458,0.2177,272.9376,18.4554
392.5000,0.2340,1578.3367,0.0061,0.0489,0.2317,273.0220,17.9154
393.7500,0.2505,1335.8727,0.0080,0.0474,0.2450,278.0712,17.1058
395.0000,0.2798,916.1302,0.0122,0.0508,0.2778,285.5963,15.5993
396.2500,0.3243,1015.7203,0.0143,0.0449,0.2684,296.0711,15.2643
397.5000,0.3955,929.5194,0.0202,0.0421,0.2764,309.4957,14.2962
398.7500,0.4552,1264.4501,0.0156,0.0465,0.2495,321.2150,14.4105
400.0000,0.4997,1548.3196,0.0163,0.0396,0.2332,329.3532,14.4389
401.2500,0.5264,2729.5933,0.0121,0.0321,0.1930,336.9205,15.2571
402.5000,0.5633,2741.7693,0.0146,0.0281,0.1928,342.3035,14.9609
403.7500,0.6333,2689.9120,0.0155,0.0305,0.1940,351.4216,14.4203
405.0000,0.6727,3095.5369,0.0120,0.0366,0.1851,357.2722,14.3785
406.2500,0.6867,2631.3259,0.0133,0.0392,0.1954,357.6379,14.0462
407.5000,0.7172,2197.2134,0.0181,0.0360,0.2075,359.4946,13.6003
408.7500,0.7706,3256.0219,0.0146,0.0324,0.1820,368.5775,13.8740
410.0000,0.7909,4929.1443,0.0111,0.0289,0.1585,373.9992,14.3141
411.2500,0.7274,1283.0550,0.0241,0.0470,0.2483,355.2287,12.7328
412.5000,0.6104,1422.1398,0.0207,0.0421,0.2399,343.4568,13.5198
413.7500,0.5697,2406.5233,0.0117,0.0405,0.2013,342.3197,14.6898
415.0000,0.5506,1786.5282,0.0134,0.0462,0.2223,337.6079,14.3126
416.2500,0.5303,1838.6186,0.0129,0.0450,0.2202,334.9613,14.5173
417.5000,0.4616,1179.2540,0.0207,0.0383,0.2554,321.7692,14.2173
418.7500,0.4044,2530.6032,0.0086,0.0374,0.1980,315.7599,16.3493
420.0000,0.3789,1920.9641,0.0093,0.0428,0.2170,309.6634,16.0676
421.2500,0.3777,687.5039,0.0161,0.0697,0.3057,304.7985,13.7902
