distance [mm],force_median [N],L2012_lambda [1/mm],L2012_f0 [N],L2012_delta [mm],L2012_L [mm],P2015_density [kg/m^3],P2015_ssa [m^2/kg]
28.7500,0.0547,203845.8877,0.0001,0.0070,0.0458,131.0130,59.6301
30.0000,0.0547,207736.6924,0.0001,0.0069,0.0456,130.9605,59.7315
31.2500,0.0547,215655.4033,0.0001,0.0073,0.0450,130.8577,59.9312
32.5000,0.0547,267754.4849,0.0001,0.0075,0.0419,130.2875,61.0622
33.7500,0.0547,288270.4084,0.0001,0.0069,0.0408,130.1022,61.4387
35.0000,0.0547,277391.7375,0.0001,0.0067,0.0414,130.1982,61.2431
36.2500,0.0547,231136.4674,0.0001,0.0073,0.0440,130.6705,60.2980
37.5000,0.0547,197995.1249,0.0001,0.0080,0.0463,131.0944,59.4734
38.7500,0.0547,193830.1557,0.0001,0.0082,0.0466,131.1544,59.3585
40.0000,0.0547,187261.5906,0.0001,0.0081,0.0472,131.2525,59.1713
41.2500,0.0547,205652.9711,0.0001,0.0074,0.0457,130.9885,59.6775
42.5000,0.0547,240005.2879,0.0001,0.0071,0.0434,130.5707,60.4955
43.7500,0.0547,239891.4481,0.0001,0.0073,0.0434,130.5719,60.4930
45.0000,0.0547,237017.7076,0.0001,0.0071,0.0436,130.6038,60.4299
46.2500,0.0560,228995.0529,0.0001,0.0071,0.0441,132.9283,59.4374
47.5000,0.0547,198712.0262,0.0001,0.0079,0.0462,131.0843,59.4929
48.7500,0.0547,235620.8964,0.0001,0.0080,0.0437,130.6194,60.3989
50.0000,0.0547,261606.6715,0.0001,0.0074,0.0422,130.3468,60.9428
51.2500,0.0547,233021.0073,0.0001,0.0076,0.0438,130.6489,60.3407
52.5000,0.0547,177542.5726,0.0001,0.0075,0.0480,131.4065,58.8801
53.7500,0.0547,156776.3637,0.0001,0.0071,0.0500,131.7766,58.1909
55.0000,0.0560,140743.5073,0.0001,0.0071,0.0519,134.3215,56.8342
56.2500,0.0547,132011.0480,0.0001,0.0072,0.0530,132.3141,57.2172
57.5000,0.0547,143776.3771,0.0001,0.0072,0.0515,132.0433,57.7037
58.7500,0.0547,144936.3751,0.0001,0.0075,0.0514,132.0183,57.7492
60.0000,0.0547,159992.3728,0.0001,0.0075,0.0497,131.7151,58.3043
61.2500,0.0547,178232.5615,0.0001,0.0072,0.0479,131.3952,58.9013
62.5000,0.0547,194822.8264,0.0001,0.0067,0.0465,131.1399,59.3861
63.7500,0.0547,180365.5265,0.0001,0.0071,0.0477,131.3606,58.9665
65.0000,0.0547,176489.9668,0.0001,0.0080,0.0481,131.4238,58.8474
66.2500,0.0560,198028.7611,0.0001,0.0080,0.0463,133.3208,58.6812
67.5000,0.0547,202120.9032,0.0001,0.0079,0.0460,131.0367,59.5844
68.7500,0.0560,182645.3278,0.0001,0.0072,0.0475,133.5476,58.2526
70.0000,0.0560,129170.8663,0.0001,0.0066,0.0534,134.5914,56.3550
71.2500,0.0560,144412.0030,0.0001,0.0068,0.0514,134.2421,56.9767
72.5000,0.0560,180156.7734,0.0001,0.0065,0.0478,133.5867,58.1793
73.7500,0.0560,190265.4575,0.0001,0.0064,0.0469,133.4322,58.4699
75.0000,0.0560,171225.4047,0.0001,0.0073,0.0486,133.7331,57.9064
76.2500,0.0560,176164.9325,0.0001,0.0072,0.0481,133.6509,58.0593
77.5000,0.0560,263500.3978,0.0001,0.0069,0.0421,132.5669,60.1506
78.7500,0.0560,215629.8409,0.0001,0.0076,0.0450,133.0885,59.1266
80.0000,0.0560,220679.6062,0.0001,0.0079,0.0446,133.0265,59.2466
81.2500,0.0560,228232.1934,0.0001,0.0074,0.0441,132.9371,59.4202
82.5000,0.0560,219689.1236,0.0001,0.0069,0.0447,133.0385,59.2233
83.7500,0.0560,268777.1578,0.0001,0.0069,0.0418,132.5171,60.2500
85.0000,0.0560,362009.3086,0.0000,0.0069,0.0379,131.8087,61.7015
86.2500,0.0560,289909.1320,0.0000,0.0082,0.0408,132.3304,60.6263
87.5000,0.0560,302328.3555,0.0000,0.0080,0.0402,132.2289,60.8326
88.7500,0.0560,346348.1088,0.0000,0.0076,0.0384,131.9095,61.4908
90.0000,0.0560,286689.2749,0.0000,0.0081,0.0409,132.3576,60.5711
91.2500,0.0560,283156.9720,0.0000,0.0079,0.0411,132.3880,60.5097
92.5000,0.0560,281690.1156,0.0001,0.0074,0.0412,132.4008,60.4839
93.7500,0.0560,260190.0260,0.0001,0.0071,0.0423,132.5987,60.0871
95.0000,0.0560,240307.7441,0.0001,0.0075,0.0434,132.8022,59.6843
96.2500,0.0560,253094.0554,0.0001,0.0071,0.0426,132.6689,59.9476
97.5000,0.0560,219851.5502,0.0001,0.0071,0.0447,133.0365,59.2271
98.7500,0.0560,163057.5622,0.0001,0.0078,0.0494,133.8762,57.6420
100.0000,0.0560,138823.5740,0.0001,0.0076,0.0521,134.3642,56.7579
101.2500,0.0560,133014.2609,0.0001,0.0076,0.0528,134.4983,56.5194
102.5000,0.0560,126756.0858,0.0001,0.0078,0.0537,134.6518,56.2488
103.7500,0.0560,118329.5139,0.0001,0.0079,0.0550,134.8752,55.8594
105.0000,0.0560,127666.2266,0.0001,0.0078,0.0536,134.6289,56.2891
106.2500,0.0560,144939.8124,0.0001,0.0081,0.0514,134.2309,56.9969
107.5000,0.0560,150533.5948,0.0001,0.0082,0.0507,134.1153,57.2055
108.7500,0.0560,138000.7413,0.0001,0.0087,0.0522,134.3827,56.7248
110.0000,0.0560,160969.7446,0.0001,0.0089,0.0496,133.9144,57.5720
111.2500,0.0560,144874.2752,0.0001,0.0091,0.0514,134.2323,56.9944
112.5000,0.0560,87399.5087,0.0001,0.0104,0.0608,135.9226,54.1007
113.7500,0.0560,85385.2047,0.0001,0.0101,0.0613,136.0076,53.9625
115.0000,0.0560,100185.1327,0.0001,0.0094,0.0581,135.4375,54.9018
116.2500,0.0560,106007.5397,0.0001,0.0087,0.0570,135.2432,55.2292
117.5000,0.0560,107979.7489,0.0001,0.0082,0.0567,135.1806,55.3355
118.7500,0.0560,104436.3726,0.0001,0.0091,0.0573,135.2942,55.1429
120.0000,0.0560,112062.2768,0.0001,0.0094,0.0560,135.0556,55.5487
121.2500,0.0560,121351.6708,0.0001,0.0091,0.0545,134.7927,56.0026
122.5000,0.0560,124066.0313,0.0001,0.0100,0.0541,134.7209,56.1278
123.7500,0.0560,127087.0633,0.0001,0.0106,0.0537,134.6434,56.2635
125.0000,0.0560,176894.1666,0.0001,0.0092,0.0481,133.6390,58.0815
126.2500,0.0560,216949.0529,0.0001,0.0082,0.0449,133.0721,59.1582
127.5000,0.0560,154312.5590,0.0001,0.0097,0.0503,134.0405,57.3415
128.7500,0.0560,153258.7653,0.0001,0.0099,0.0504,134.0611,57.3040
130.0000,0.0560,109590.6325,0.0001,0.0116,0.0564,135.1305,55.4207
131.2500,0.0560,115986.5136,0.0001,0.0114,0.0553,134.9411,55.7455
132.5000,0.0560,226953.3307,0.0001,0.0084,0.0442,132.9520,59.3913
133.7500,0.0560,192256.0174,0.0001,0.0089,0.0467,133.4030,58.5251
135.0000,0.0560,123813.9954,0.0001,0.0101,0.0541,134.7275,56.1163
136.2500,0.0560,123099.4078,0.0001,0.0097,0.0542,134.7462,56.0836
137.5000,0.0560,130727.1535,0.0001,0.0099,0.0532,134.5533,56.4222
138.7500,0.0560,128726.3726,0.0001,0.0098,0.0534,134.6024,56.3356
140.0000,0.0560,135148.1742,0.0001,0.0094,0.0526,134.4482,56.6083
141.2500,0.0560,132708.7837,0.0001,0.0101,0.0529,134.5056,56.5065
142.5000,0.0560,160984.6037,0.0001,0.0093,0.0496,133.9141,57.5725
143.7500,0.0560,169310.5370,0.0001,0.0087,0.0488,133.7658,57.8458
145.0000,0.0560,149268.6996,0.0001,0.0094,0.0509,134.1410,57.1591
146.2500,0.0560,131529.5998,0.0001,0.0099,0.0530,134.5338,56.4565
147.5000,0.0560,116790.3341,0.0001,0.0105,0.0552,134.9183,55.7848
148.7500,0.0560,95834.0014,0.0001,0.0111,0.0590,135.5928,54.6428
150.0000,0.0560,92008.7833,0.0001,0.0109,0.0598,135.7374,54.4039
151.2500,0.0560,81409.4034,0.0001,0.0106,0.0622,136.1837,53.6786
152.5000,0.0560,63892.8825,0.0001,0.0121,0.0675,137.1227,52.2116
153.7500,0.0560,65843.3078,0.0001,0.0143,0.0668,137.0020,52.3958
155.0000,0.0560,96094.0061,0.0001,0.0123,0.0589,135.5833,54.6586
156.2500,0.0560,111246.3112,0.0001,0.0117,0.0561,135.0801,55.5068
157.5000,0.0560,99418.0675,0.0001,0.0124,0.0582,135.4642,54.8571
158.7500,0.0560,121981.2188,0.0001,0.0109,0.0544,134.7759,56.0319
160.0000,0.0560,104472.9360,0.0001,0.0117,0.0573,135.2930,55.1449
161.2500,0.0560,81371.7752,0.0001,0.0132,0.0623,136.1854,53.6759
162.5000,0.0560,76226.6781,0.0001,0.0135,0.0636,136.4312,53.2844
163.7500,0.0560,75128.5061,0.0001,0.0131,0.0639,136.4865,53.1970
165.0000,0.0560,54214.4017,0.0001,0.0147,0.0713,137.8039,51.1945
166.2500,0.0560,43258.8447,0.0002,0.0153,0.0769,138.8030,49.7694
167.5000,0.0560,60219.5441,0.0001,0.0126,0.0688,137.3640,51.8470
168.7500,0.0560,96734.7649,0.0001,0.0112,0.0588,135.5599,54.6975
170.0000,0.0560,80565.6675,0.0001,0.0129,0.0625,136.2225,53.6164
171.2500,0.0560,73805.6629,0.0001,0.0127,0.0643,136.5546,53.0898
172.5000,0.0560,79518.2352,0.0001,0.0125,0.0627,136.2715,53.5381
173.7500,0.0560,61009.9131,0.0001,0.0145,0.0685,137.3104,51.9275
175.0000,0.0560,52696.0670,0.0001,0.0157,0.0720,137.9255,51.0169
176.2500,0.0560,66855.7213,0.0001,0.0141,0.0665,136.9412,52.4891
177.5000,0.0560,113202.9484,0.0001,0.0112,0.0558,135.0218,55.6067
178.7500,0.0560,125971.6946,0.0001,0.0110,0.0538,134.6718,56.2138
180.0000,0.0560,114930.5972,0.0001,0.0108,0.0555,134.9714,55.6933
181.2500,0.0560,108042.5160,0.0001,0.0113,0.0566,135.1786,55.3388
182.5000,0.0560,105386.5461,0.0001,0.0123,0.0571,135.2632,55.1953
183.7500,0.0560,110402.9394,0.0001,0.0116,0.0562,135.1057,55.4631
185.0000,0.0560,87781.6576,0.0001,0.0119,0.0607,135.9067,54.1265
186.2500,0.0560,83850.8605,0.0001,0.0116,0.0616,136.0743,53.8547
187.5000,0.0560,86344.1580,0.0001,0.0125,0.0610,135.9668,54.0287
188.7500,0.0560,84130.6693,0.0001,0.0136,0.0616,136.0620,53.8745
190.0000,0.0560,88087.9421,0.0001,0.0125,0.0606,135.8941,54.1471
191.2500,0.0560,99599.5087,0.0001,0.0117,0.0582,135.4579,54.8677
192.5000,0.0560,103100.5597,0.0001,0.0112,0.0575,135.3384,55.0684
193.7500,0.0560,98732.1545,0.0001,0.0111,0.0584,135.4884,54.8168
195.0000,0.0560,65051.4981,0.0001,0.0120,0.0671,137.0504,52.3218
196.2500,0.0560,57943.7656,0.0002,0.0112,0.0697,137.5235,51.6085
197.5000,0.0560,69028.8901,0.0002,0.0102,0.0658,136.8148,52.6841
198.7500,0.0560,65425.7456,0.0002,0.0100,0.0670,137.0274,52.3569
200.0000,0.0560,67720.7887,0.0002,0.0099,0.0662,136.8902,52.5676
201.2500,0.0560,72960.6922,0.0001,0.0110,0.0646,136.5990,53.0202
202.5000,0.0560,87802.4684,0.0001,0.0103,0.0607,135.9059,54.1279
203.7500,0.0560,99807.0424,0.0001,0.0092,0.0582,135.4506,54.8798
205.0000,0.0560,51629.6031,0.0002,0.0140,0.0725,138.0138,50.8887
206.2500,0.0560,36900.2767,0.0002,0.0174,0.0810,139.5531,48.7483
207.5000,0.0560,40338.2996,0.0002,0.0164,0.0787,139.1279,49.3222
208.7500,0.0560,44392.2155,0.0002,0.0148,0.0762,138.6847,49.9342
210.0000,0.0560,55026.1491,0.0002,0.0134,0.0709,137.7407,51.2873
211.2500,0.0560,56202.7882,0.0001,0.0140,0.0704,137.6513,51.4190
212.5000,0.0560,37249.6651,0.0002,0.0169,0.0808,139.5075,48.8092
213.7500,0.0560,45827.6178,0.0002,0.0133,0.0754,138.5405,50.1365
215.0000,0.0572,84280.6857,0.0001,0.0106,0.0615,138.1907,53.2328
216.2500,0.0572,88046.5346,0.0001,0.0108,0.0606,138.0335,53.4864
217.5000,0.0598,12.6062,0.1995,0.1251,1.1592,330.4135,6.0590
218.7500,0.5036,12.4358,0.6227,0.1760,1.1644,249.0447,6.0589
220.0000,1.9761,26.1605,0.5640,0.2491,0.9088,260.8163,6.5930
221.2500,2.9501,108.5415,0.1588,0.3463,0.5656,361.0790,7.2799
222.5000,3.7957,187.4313,0.1142,0.3490,0.4714,400.8532,7.2820
223.7500,4.0551,704.9886,0.0461,0.2485,0.3031,460.9964,7.7651
225.0000,4.2421,213.8683,0.1271,0.3245,0.4511,412.8946,7.1968
226.2500,5.2962,406.8908,0.1050,0.2434,0.3641,455.8837,7.1043
227.5000,5.8964,632.9234,0.0776,0.2432,0.3142,481.3392,7.0446
228.7500,6.6912,938.3813,0.0598,0.2387,0.2756,504.9535,6.8983
230.0000,7.3130,590.5143,0.0750,0.3367,0.3216,492.1852,6.6681
231.2500,8.4180,476.8757,0.0861,0.4067,0.3453,490.9582,6.4219
232.5000,8.9305,1183.2002,0.0347,0.4326,0.2551,533.8154,6.3898
233.7500,9.1899,1093.8877,0.0402,0.4164,0.2618,532.8987,6.3333
235.0000,9.4289,4064.2705,0.0182,0.2555,0.1691,575.7051,6.3342
236.2500,9.1632,729.8646,0.0535,0.4656,0.2996,516.1207,6.3178
237.5000,8.9902,904.2830,0.0463,0.4280,0.2790,523.8664,6.3620
238.7500,9.3501,1070.0402,0.0356,0.4962,0.2638,533.2705,6.3012
240.0000,9.9071,700.7752,0.0413,0.6830,0.3037,519.4541,6.1889
241.2500,10.4653,505.2461,0.0448,0.9126,0.3387,507.1519,6.1006
242.5000,10.9409,667.5223,0.0371,0.8717,0.3087,523.6911,6.0312
243.7500,10.9307,93.5189,0.1404,1.6015,0.5944,392.3116,6.0640
245.0000,8.7118,52.7151,0.3831,0.8707,0.7195,331.3083,6.1993
246.2500,7.3893,631.4458,0.0726,0.3222,0.3145,495.7730,6.6606
247.5000,7.3740,377.8557,0.0568,0.6841,0.3732,471.4523,6.5899
248.7500,7.2787,968.5899,0.0383,0.3954,0.2727,511.9558,6.7473
250.0000,7.1337,1316.2746,0.0296,0.3619,0.2462,521.3707,6.8294
251.2500,6.6543,757.9579,0.0418,0.4253,0.2959,496.4491,6.8700
252.5000,6.8590,815.7967,0.0396,0.4227,0.2887,501.3571,6.8288
253.7500,7.1515,698.8547,0.0312,0.6585,0.3040,497.9359,6.7307
255.0000,7.0193,762.4852,0.0360,0.5149,0.2953,500.2446,6.7767
256.2500,6.8641,1601.0191,0.0230,0.3710,0.2306,524.8464,6.9367
257.5000,6.7586,1266.7007,0.0200,0.5306,0.2493,516.1737,6.9304
258.7500,6.9684,1425.4427,0.0300,0.3253,0.2397,522.2815,6.8880
260.0000,7.1375,3499.8650,0.0148,0.2764,0.1777,549.3526,6.9600
261.2500,6.9633,3011.0407,0.0183,0.2524,0.1868,543.6511,6.9976
262.5000,7.0943,939.7146,0.0368,0.4116,0.2754,509.0480,6.7901
263.7500,7.2927,1811.5470,0.0205,0.3941,0.2213,533.1807,6.8284
265.0000,7.1273,574.1779,0.0418,0.5870,0.3246,489.3196,6.7059
266.2500,7.2927,759.6499,0.0579,0.3262,0.2957,502.6423,6.7093
267.5000,7.5648,2099.4871,0.0267,0.2691,0.2107,540.3604,6.7691
268.7500,7.2456,960.9657,0.0632,0.2384,0.2734,511.3449,6.7546
270.0000,6.1762,369.4625,0.1171,0.2913,0.3760,460.2067,6.8448
271.2500,5.5035,1374.1275,0.0294,0.2749,0.2427,503.8424,7.3671
272.5000,5.6141,571.0738,0.0638,0.3151,0.3252,474.0272,7.1034
273.7500,6.6378,655.1264,0.0734,0.2707,0.3106,490.4001,6.8476
275.0000,7.0116,620.3858,0.0339,0.6791,0.3163,491.6418,6.7453
276.2500,7.4516,1116.6231,0.0210,0.6339,0.2600,518.8039,6.7226
277.5000,6.7357,100.7653,0.1671,0.7934,0.5797,383.4187,6.4697
278.7500,5.8214,715.1826,0.0257,0.6286,0.3017,485.3223,7.0966
280.0000,5.2937,430.5953,0.0410,0.6083,0.3573,458.3870,7.1218
281.2500,5.0584,3108.0110,0.0173,0.1914,0.1849,518.8552,7.7684
282.5000,5.2822,3515.2834,0.0257,0.1170,0.1774,525.0844,7.6903
283.7500,4.9186,528.9806,0.1500,0.1211,0.3336,462.6332,7.3074
285.0000,4.4239,248.6648,0.1140,0.3177,0.4290,422.6419,7.2008
286.2500,4.4811,17.3297,0.3673,1.3163,1.0425,207.5431,6.1953
287.5000,3.0786,14.0799,0.3322,1.4484,1.1172,193.6101,6.1411
288.7500,4.1403,61.0491,0.3093,0.4162,0.6851,331.6772,6.6999
290.0000,4.5078,1647.4221,0.0443,0.1231,0.2284,494.2769,7.8576
291.2500,4.5536,1458.2148,0.0516,0.1212,0.2379,491.6801,7.7944
292.5000,5.2021,855.5835,0.0984,0.1256,0.2842,484.3771,7.3531
293.7500,5.9053,1163.9439,0.0408,0.2488,0.2565,503.6750,7.1829
295.0000,5.9804,1348.3563,0.0370,0.2404,0.2442,509.3203,7.1896
296.2500,6.5449,1120.6700,0.0751,0.1529,0.2597,509.7216,6.9721
297.5000,6.8603,2884.4934,0.0260,0.1815,0.1895,541.3754,7.0258
298.7500,6.6136,1516.4313,0.0385,0.2267,0.2348,520.3962,7.0046
300.0000,6.4903,1014.1826,0.0497,0.2569,0.2685,505.6405,6.9699
301.2500,6.5793,682.4144,0.0609,0.3166,0.3064,491.4973,6.8704
302.5000,6.2092,246.6752,0.1204,0.4204,0.4302,439.3104,6.7458
303.7500,4.8321,265.1127,0.2256,0.1667,0.4200,430.3681,7.1024
305.0000,4.1442,939.8541,0.0390,0.2281,0.2754,471.9044,7.8375
306.2500,4.0717,2514.6310,0.0211,0.1538,0.1984,496.8790,8.2483
307.5000,4.2650,2506.6743,0.0264,0.1271,0.1986,500.4442,8.1306
308.7500,4.3819,9434.6503,0.0110,0.0845,0.1277,527.3160,8.4520
310.0000,4.2090,3489.0503,0.0242,0.0995,0.1779,506.5405,8.2744
311.2500,4.0946,7357.0994,0.0160,0.0695,0.1387,517.6539,8.5854
312.5000,3.8568,286.4231,0.1048,0.2514,0.4093,422.2998,7.4571
313.7500,3.1955,604.8468,0.0550,0.1969,0.3190,440.3988,8.1536
315.0000,3.2795,3859.6166,0.0215,0.0791,0.1720,488.1940,9.0010
316.2500,3.1192,48.9664,0.2580,0.4392,0.7374,310.0788,6.7789
317.5000,1.9913,302.2995,0.0643,0.2117,0.4020,389.1882,8.5473
318.7500,1.9354,3219.4470,0.0145,0.0825,0.1827,442.4633,10.4955
320.0000,1.8832,900.8828,0.0349,0.1177,0.2793,416.4367,9.5788
321.2500,1.5361,416.2271,0.0815,0.0941,0.3613,384.2536,9.3251
322.5000,1.3009,1522.1292,0.0282,0.0608,0.2345,400.0882,11.0805
323.7500,1.2309,1785.1104,0.0200,0.0684,0.2224,398.3633,11.4219
325.0000,1.1444,322.8086,0.0504,0.1383,0.3933,361.0261,9.6332
326.2500,0.7922,170.6105,0.0846,0.1206,0.4864,327.6568,9.4424
327.5000,0.6472,995.0613,0.0168,0.0784,0.2702,344.2070,12.7162
328.7500,0.5951,2244.5582,0.0083,0.0641,0.2060,345.2233,14.3875
330.0000,0.6167,1271.7252,0.0127,0.0777,0.2490,343.2028,13.2929
331.2500,0.6778,1658.8511,0.0100,0.0822,0.2279,352.6193,13.3843
332.5000,0.7312,2218.7983,0.0096,0.0690,0.2068,361.0774,13.5393
333.7500,0.7413,761.2670,0.0137,0.1403,0.2955,350.2987,11.8661
335.0000,0.6536,1173.3211,0.0093,0.1213,0.2558,346.5993,12.9559
336.2500,0.6409,4836.2008,0.0036,0.0727,0.1595,356.3661,15.2666
337.5000,0.6269,3262.0986,0.0046,0.0832,0.1819,351.9943,14.7684
338.7500,0.6231,2703.4276,0.0046,0.0996,0.1937,350.1792,14.4975
340.0000,0.6282,2781.8695,0.0045,0.0987,0.1918,351.0304,14.5082
341.2500,0.6027,2222.3338,0.0054,0.0997,0.2067,346.1363,14.3181
342.5000,0.5697,2343.7697,0.0046,0.1061,0.2031,342.1384,14.6447
343.7500,0.5150,555.7354,0.0141,0.1297,0.3281,323.0822,12.3815
345.0000,0.4374,1468.1916,0.0059,0.1024,0.2374,319.1789,14.8729
346.2500,0.4006,987.6698,0.0080,0.1015,0.2709,310.7045,14.3811
347.5000,0.3662,1769.4891,0.0037,0.1124,0.2230,306.7725,16.0419
348.7500,0.3611,3315.5166,0.0032,0.0678,0.1809,307.6789,17.5039
350.0000,0.3382,2717.3157,0.0040,0.0637,0.1933,301.9252,17.4066
351.2500,0.3154,2352.7817,0.0042,0.0649,0.2028,296.0998,17.4328
352.5000,0.3014,3472.5853,0.0029,0.0602,0.1782,293.1743,18.6233
353.7500,0.3077,6232.7520,0.0025,0.0404,0.1466,295.7208,19.8685
355.0000,0.3052,3133.2478,0.0031,0.0628,0.1844,294.0291,18.3024
356.2500,0.3065,3286.5034,0.0037,0.0508,0.1815,294.4400,18.3940
357.5000,0.3065,3793.1899,0.0032,0.0503,0.1730,294.6659,18.7372
358.7500,0.2912,5962.2038,0.0019,0.0511,0.1488,290.9987,20.1320
360.0000,0.2836,4695.1637,0.0024,0.0508,0.1611,288.5436,19.7300
361.2500,0.2899,2225.8445,0.0041,0.0644,0.2066,289.4745,17.7343
362.5000,0.2912,1658.1711,0.0046,0.0763,0.2279,289.3768,16.9620
363.7500,0.2759,2200.3939,0.0039,0.0648,0.2074,285.6343,17.9663
365.0000,0.2747,1249.5129,0.0050,0.0882,0.2505,284.6996,16.4976
366.2500,0.2556,786.6554,0.0063,0.1053,0.2922,279.3126,15.5519
367.5000,0.2492,3332.6647,0.0027,0.0557,0.1806,277.8062,19.6563
368.7500,0.2670,1303.4297,0.0046,0.0905,0.2470,282.7028,16.7391
370.0000,0.2759,1728.0342,0.0047,0.0690,0.2248,285.3912,17.3328
371.2500,0.2785,2078.9269,0.0045,0.0601,0.2114,286.2841,17.7699
372.5000,0.2861,2268.3963,0.0049,0.0518,0.2053,288.4727,17.8524
373.7500,0.2988,2188.6161,0.0061,0.0450,0.2078,291.7887,17.5341
375.0000,0.3179,1937.5560,0.0074,0.0448,0.2164,296.3034,16.9228
376.2500,0.3357,3322.9458,0.0049,0.0410,0.1808,301.8017,17.9078
377.5000,0.3573,3405.9000,0.0060,0.0352,0.1793,306.8966,17.6203
378.7500,0.3688,3533.4319,0.0059,0.0350,0.1771,309.5494,17.5285
380.0000,0.3344,2318.0704,0.0061,0.0483,0.2038,300.6367,17.0968
381.2500,0.3332,2558.2690,0.0051,0.0518,0.1973,300.5830,17.3462
382.5000,0.3535,2583.8008,0.0051,0.0534,0.1966,305.2692,17.0636
383.7500,0.3446,3110.3957,0.0051,0.0445,0.1848,303.7454,17.6150
385.0000,0.3243,3419.3722,0.0045,0.0426,0.1791,299.0647,18.1674
386.2500,0.3141,2921.6080,0.0044,0.0495,0.1887,296.2040,17.9743
387.5000,0.3179,2371.2994,0.0049,0.0553,0.2023,296.7420,17.4100
388.7500,0.3192,3527.1181,0.0042,0.0441,0.1772,297.8458,18.3294
390.0000,0.3217,4607.3944,0.0036,0.0391,0.1621,298.9804,18.8992
391.2500,0.3306,3163.2906,0.0044,0.0474,0.1838,300.4643,17.8791
392.5000,0.3319,3330.9896,0.0044,0.0455,0.1806,300.8862,17.9767
393.7500,0.3154,2600.2513,0.0052,0.0471,0.1962,296.3003,17.6734
395.0000,0.3128,2550.6323,0.0061,0.0407,0.1975,295.6262,17.6701
396.2500,0.3230,1928.5493,0.0080,0.0424,0.2167,297.5027,16.8340
397.5000,0.3967,656.4108,0.0294,0.0417,0.3104,307.7472,13.5239
398.7500,0.5214,1692.8963,0.0179,0.0345,0.2264,333.1187,14.4355
400.0000,0.6193,1804.7564,0.0192,0.0362,0.2216,346.5692,13.8642
401.2500,0.7057,3022.3297,0.0123,0.0380,0.1866,360.9233,14.1379
402.5000,0.7515,2874.6641,0.0117,0.0449,0.1897,365.5174,13.8039
403.7500,0.8011,3694.9840,0.0108,0.0401,0.1745,372.7761,13.8813
405.0000,0.8100,3911.8182,0.0104,0.0398,0.1712,374.1494,13.9093
406.2500,0.8138,2745.6573,0.0125,0.0479,0.1927,371.4241,13.4190
407.5000,0.8787,3731.4879,0.0132,0.0356,0.1739,380.3806,13.5072
408.7500,0.9410,5534.4674,0.0107,0.0319,0.1525,389.4393,13.6854
410.0000,0.9817,4680.0061,0.0106,0.0397,0.1613,391.5245,13.3158
411.2500,0.9486,787.0935,0.0294,0.0810,0.2922,367.2711,11.2138
412.5000,0.6943,205.8363,0.0646,0.1115,0.4569,325.6225,9.9548
413.7500,0.5862,1670.6826,0.0115,0.0612,0.2274,341.8121,13.9475
415.0000,0.5430,1502.0729,0.0125,0.0578,0.2356,335.2840,14.0568
416.2500,0.5175,3229.5098,0.0074,0.0436,0.1825,336.5208,15.6334
417.5000,0.5506,2138.7853,0.0111,0.0468,0.2094,338.8722,14.6306
418.7500,0.6193,1148.1890,0.0209,0.0531,0.2576,342.5349,13.1053
420.0000,0.6714,1358.7485,0.0174,0.0576,0.2436,350.0060,13.1007
421.2500,0.6650,447.9996,0.0314,0.0965,0.3526,336.1725,11.3098
