# Exported by snowmicropyn 1.2.1 (git hash 25c665906cd9d26085fa9eab6ba842a7f4b41101)
distance [mm],force [N]
282.5537,0.2645
282.5578,0.2823
282.5620,0.2670
282.5661,0.2480
282.5702,0.2518
282.5744,0.2416
282.5785,0.2505
282.5826,0.2543
282.5868,0.2480
282.5909,0.2378
282.5950,0.2327
282.5992,0.2441
282.6033,0.2518
282.6074,0.2429
282.6116,0.2416
282.6157,0.2429
282.6198,0.2441
282.6240,0.2391
282.6281,0.2352
282.6322,0.2352
282.6364,0.2378
282.6405,0.2365
282.6446,0.2429
282.6487,0.2492
282.6529,0.2518
282.6570,0.2467
282.6611,0.2518
282.6653,0.2480
282.6694,0.2378
282.6735,0.2492
282.6777,0.2518
282.6818,0.2607
282.6859,0.2607
282.6901,0.2607
282.6942,0.2581
282.6983,0.2645
282.7025,0.2670
282.7066,0.2530
282.7107,0.2505
282.7149,0.2556
282.7190,0.2454
282.7231,0.2530
282.7273,0.2467
282.7314,0.2518
282.7355,0.2569
282.7397,0.2645
282.7438,0.2607
282.7479,0.2620
282.7521,0.2734
282.7562,0.2696
282.7603,0.2747
282.7645,0.2530
282.7686,0.2620
282.7727,0.2441
282.7768,0.2225
282.7810,0.2289
282.7851,0.2340
282.7892,0.2416
282.7934,0.2391
282.7975,0.2480
282.8016,0.2378
282.8058,0.2327
282.8099,0.2467
282.8140,0.2441
282.8182,0.2416
282.8223,0.2454
282.8264,0.2352
282.8306,0.2289
282.8347,0.2441
282.8388,0.2556
282.8430,0.2492
282.8471,0.2505
282.8512,0.2543
282.8554,0.2454
282.8595,0.2556
282.8636,0.2721
282.8678,0.2810
282.8719,0.2569
282.8760,0.2441
282.8802,0.2302
282.8843,0.2340
282.8884,0.2391
282.8926,0.2543
282.8967,0.2543
282.9008,0.2709
282.9049,0.2620
282.9091,0.2632
282.9132,0.2594
282.9173,0.2658
282.9215,0.2620
282.9256,0.2696
282.9297,0.2658
282.9339,0.2658
282.9380,0.2798
282.9421,0.2798
282.9463,0.2887
282.9504,0.2798
282.9545,0.2747
282.9587,0.2670
282.9628,0.2518
282.9669,0.2314
282.9711,0.2263
282.9752,0.2238
282.9793,0.2314
282.9835,0.2365
282.9876,0.2403
282.9917,0.2365
282.9959,0.2352
283.0000,0.2391
283.0041,0.2480
283.0083,0.2569
283.0124,0.2632
283.0165,0.2747
283.0206,0.2836
283.0248,0.2670
283.0289,0.2569
283.0330,0.2505
283.0372,0.2569
283.0413,0.2569
283.0454,0.2594
283.0496,0.2696
283.0537,0.2759
283.0578,0.2734
283.0620,0.2378
283.0661,0.2454
283.0702,0.2480
283.0744,0.2480
283.0785,0.2378
283.0826,0.2365
283.0868,0.2378
283.0909,0.2518
283.0950,0.2556
283.0992,0.2556
283.1033,0.2543
283.1074,0.2505
283.1116,0.2594
283.1157,0.2658
283.1198,0.2670
283.1240,0.2798
283.1281,0.2925
283.1322,0.3014
283.1364,0.3090
283.1405,0.3115
283.1446,0.3115
283.1487,0.3103
283.1529,0.3014
283.1570,0.3077
283.1611,0.3026
283.1653,0.3026
283.1694,0.3039
283.1735,0.3039
283.1777,0.2925
283.1818,0.2861
283.1859,0.2887
283.1901,0.3001
283.1942,0.3001
283.1983,0.3115
283.2025,0.3268
283.2066,0.3154
283.2107,0.3255
283.2149,0.3026
283.2190,0.2798
283.2231,0.2670
283.2273,0.2632
283.2314,0.2709
283.2355,0.2759
283.2397,0.2607
283.2438,0.2594
283.2479,0.2658
283.2521,0.2696
283.2562,0.2632
283.2603,0.2632
283.2645,0.2683
283.2686,0.2747
283.2727,0.2747
283.2768,0.2645
283.2810,0.2556
283.2851,0.2709
283.2892,0.2747
283.2934,0.2887
283.2975,0.2772
283.3016,0.2747
283.3058,0.2696
283.3099,0.2734
283.3140,0.2696
283.3182,0.2327
283.3223,0.2289
283.3264,0.2454
283.3306,0.2378
283.3347,0.2378
283.3388,0.2492
283.3430,0.2429
283.3471,0.2454
283.3512,0.2454
283.3554,0.2658
283.3595,0.2709
283.3636,0.2899
283.3678,0.2734
283.3719,0.2709
283.3760,0.2709
283.3802,0.2683
283.3843,0.2709
283.3884,0.2798
283.3926,0.2759
283.3967,0.2810
283.4008,0.2976
283.4049,0.2887
283.4091,0.2759
283.4132,0.2670
283.4173,0.2645
283.4215,0.2696
283.4256,0.2734
283.4297,0.2747
283.4339,0.2772
283.4380,0.2747
283.4421,0.2772
283.4463,0.2759
283.4504,0.2836
283.4545,0.2747
283.4587,0.2772
283.4628,0.2759
283.4669,0.2912
283.4711,0.2963
283.4752,0.2976
283.4793,0.2899
283.4835,0.2836
283.4876,0.2785
283.4917,0.2848
283.4959,0.2887
283.5000,0.2785
283.5041,0.2772
283.5083,0.3001
283.5124,0.3103
283.5165,0.3090
283.5206,0.2925
283.5248,0.3001
283.5289,0.3103
283.5330,0.3077
283.5372,0.3026
283.5413,0.2887
283.5454,0.2798
283.5496,0.2518
283.5537,0.2607
283.5578,0.2759
283.5620,0.2810
283.5661,0.2759
283.5702,0.2645
283.5744,0.2658
283.5785,0.2696
283.5826,0.2759
283.5868,0.2887
283.5909,0.2950
283.5950,0.3052
283.5992,0.2772
283.6033,0.2734
283.6074,0.2874
283.6116,0.2988
283.6157,0.3001
283.6198,0.2988
283.6240,0.2988
283.6281,0.3026
283.6322,0.3001
283.6364,0.2823
283.6405,0.2658
283.6446,0.2632
283.6487,0.2772
283.6529,0.2759
283.6570,0.2645
283.6611,0.2632
283.6653,0.2620
283.6694,0.2327
283.6735,0.2441
283.6777,0.2594
283.6818,0.2594
283.6859,0.2530
283.6901,0.2518
283.6942,0.2696
283.6983,0.2785
283.7025,0.2798
283.7066,0.2759
283.7107,0.2709
283.7149,0.2670
283.7190,0.2823
283.7231,0.2861
283.7273,0.2836
283.7314,0.2734
283.7355,0.2759
283.7397,0.2823
283.7438,0.2709
283.7479,0.2556
283.7521,0.2492
283.7562,0.2441
283.7603,0.2416
283.7645,0.2492
283.7686,0.2429
283.7727,0.2518
283.7768,0.2632
283.7810,0.2734
283.7851,0.2759
283.7892,0.2836
283.7934,0.2836
283.7975,0.2887
283.8016,0.2950
283.8058,0.2963
283.8099,0.2925
283.8140,0.2976
283.8182,0.3052
283.8223,0.3001
283.8264,0.3052
283.8306,0.2950
283.8347,0.3039
283.8388,0.3065
283.8430,0.3179
283.8471,0.3001
283.8512,0.2937
283.8554,0.2950
283.8595,0.2976
283.8636,0.2976
283.8678,0.2937
283.8719,0.3026
283.8760,0.2963
283.8802,0.2912
283.8843,0.3052
283.8884,0.3103
283.8926,0.3128
283.8967,0.3026
283.9008,0.2976
283.9049,0.3077
283.9091,0.3077
283.9132,0.3039
283.9173,0.3179
283.9215,0.3154
283.9256,0.3217
283.9297,0.3154
283.9339,0.3230
283.9380,0.3128
283.9421,0.2912
283.9463,0.2798
283.9504,0.2925
283.9545,0.2912
283.9587,0.2937
283.9628,0.3026
283.9669,0.2963
283.9711,0.2912
283.9752,0.2874
283.9793,0.2620
283.9835,0.2709
283.9876,0.2798
283.9917,0.2785
283.9959,0.2759
284.0000,0.2874
284.0041,0.2734
284.0083,0.2709
284.0124,0.2632
284.0165,0.2861
284.0206,0.2912
284.0248,0.3039
284.0289,0.3154
284.0330,0.3344
284.0372,0.3293
284.0413,0.3471
284.0454,0.3395
284.0496,0.3395
284.0537,0.3344
284.0578,0.3293
284.0620,0.3319
284.0661,0.3370
284.0702,0.3446
284.0744,0.3370
284.0785,0.3255
284.0826,0.3332
284.0868,0.3344
284.0909,0.3115
284.0950,0.3230
284.0992,0.3192
284.1033,0.3332
284.1074,0.3115
284.1116,0.3014
284.1157,0.2759
284.1198,0.2632
284.1240,0.2759
284.1281,0.2823
284.1322,0.2887
284.1364,0.3001
284.1405,0.2810
284.1446,0.2810
284.1487,0.2467
284.1529,0.2441
284.1570,0.2581
284.1611,0.2645
284.1653,0.2734
284.1694,0.2772
284.1735,0.2912
284.1777,0.2912
284.1818,0.2976
284.1859,0.2963
284.1901,0.3026
284.1942,0.2988
284.1983,0.3039
284.2025,0.3090
284.2066,0.3090
284.2107,0.3052
284.2149,0.2950
284.2190,0.2988
284.2231,0.3001
284.2273,0.3065
284.2314,0.3065
284.2355,0.3154
284.2397,0.3154
284.2438,0.3052
284.2479,0.3026
284.2521,0.2925
284.2562,0.3014
284.2603,0.2848
284.2645,0.3014
284.2686,0.2912
284.2727,0.2848
284.2768,0.2899
284.2810,0.2963
284.2851,0.3001
284.2892,0.3115
284.2934,0.3141
284.2975,0.3179
284.3016,0.3128
284.3058,0.3039
284.3099,0.3039
284.3140,0.3014
284.3182,0.2963
284.3223,0.2950
284.3264,0.2861
284.3306,0.2734
284.3347,0.2798
284.3388,0.2823
284.3430,0.2925
284.3471,0.2950
284.3512,0.2963
284.3554,0.2963
284.3595,0.2925
284.3636,0.3065
284.3678,0.2925
284.3719,0.3090
284.3760,0.3115
284.3802,0.3217
284.3843,0.3128
284.3884,0.3217
284.3926,0.3204
284.3967,0.3115
284.4008,0.3014
284.4049,0.3077
284.4091,0.3077
284.4132,0.3039
284.4173,0.2963
284.4215,0.3026
284.4256,0.3039
284.4297,0.3103
284.4339,0.3077
284.4380,0.2937
284.4421,0.2747
284.4463,0.2670
284.4504,0.2759
284.4545,0.2848
284.4587,0.2861
284.4628,0.2937
284.4669,0.2950
284.4711,0.2925
284.4752,0.2988
284.4793,0.2976
284.4835,0.2937
284.4876,0.2874
284.4917,0.2976
284.4959,0.3026
284.5000,0.3077
284.5041,0.3077
284.5083,0.3065
284.5124,0.2823
284.5165,0.2581
284.5206,0.2505
284.5248,0.2620
284.5289,0.2747
284.5330,0.2874
284.5372,0.2899
284.5413,0.2937
284.5454,0.2912
284.5496,0.2950
284.5537,0.2937
284.5578,0.2887
284.5620,0.2937
284.5661,0.2874
284.5702,0.2823
284.5744,0.2823
284.5785,0.2836
284.5826,0.2925
284.5868,0.2937
284.5909,0.2874
284.5950,0.2950
284.5992,0.2950
284.6033,0.3001
284.6074,0.3001
284.6116,0.3001
284.6157,0.2963
284.6198,0.2976
284.6240,0.2912
284.6281,0.2874
284.6322,0.2950
284.6364,0.2976
284.6405,0.3103
284.6446,0.3077
284.6487,0.3192
284.6529,0.3141
284.6570,0.3141
284.6611,0.3166
284.6653,0.3204
284.6694,0.3217
284.6735,0.3192
284.6777,0.3166
284.6818,0.3052
284.6859,0.2861
284.6901,0.2658
284.6942,0.2709
284.6983,0.2772
284.7025,0.2785
284.7066,0.2823
284.7107,0.2887
284.7149,0.2848
284.7190,0.3014
284.7231,0.2836
284.7273,0.3090
284.7314,0.2912
284.7355,0.2836
284.7397,0.2696
284.7438,0.2696
284.7479,0.2810
284.7521,0.2747
284.7562,0.2823
284.7603,0.2810
284.7645,0.2988
284.7686,0.3026
284.7727,0.2937
284.7768,0.2887
284.7810,0.2976
284.7851,0.3039
284.7892,0.3052
284.7934,0.2912
284.7975,0.2887
284.8016,0.2963
284.8058,0.2963
284.8099,0.2912
284.8140,0.2772
284.8182,0.2696
284.8223,0.2772
284.8264,0.2810
284.8306,0.2912
284.8347,0.3001
284.8388,0.2988
284.8430,0.3141
284.8471,0.3128
284.8512,0.3128
284.8554,0.2925
284.8595,0.3026
284.8636,0.3026
284.8678,0.2950
284.8719,0.3090
284.8760,0.3115
284.8802,0.3103
284.8843,0.3204
284.8884,0.3217
284.8926,0.3268
284.8967,0.3179
284.9008,0.2937
284.9049,0.2887
284.9091,0.2963
284.9132,0.3141
284.9173,0.3039
284.9215,0.3115
284.9256,0.3128
284.9297,0.3204
284.9339,0.3052
284.9380,0.3128
284.9421,0.3077
284.9463,0.3128
284.9504,0.3090
284.9545,0.3065
284.9587,0.2836
284.9628,0.2823
284.9669,0.2874
284.9711,0.2912
284.9752,0.2976
284.9793,0.2823
284.9835,0.2836
284.9876,0.2759
284.9917,0.2874
284.9959,0.2887
285.0000,0.2874
285.0041,0.2912
285.0083,0.2963
285.0124,0.2785
285.0165,0.2912
285.0206,0.2976
285.0248,0.2810
285.0289,0.2759
285.0330,0.2810
285.0372,0.2785
285.0413,0.2874
285.0454,0.2937
285.0496,0.2861
285.0537,0.2950
285.0578,0.2963
285.0620,0.3026
285.0661,0.2823
285.0702,0.2836
285.0744,0.2912
285.0785,0.2899
285.0826,0.2836
285.0868,0.2848
285.0909,0.2810
285.0950,0.2683
285.0992,0.2683
285.1033,0.2620
285.1074,0.2581
285.1116,0.2670
285.1157,0.2645
285.1198,0.2607
285.1240,0.2632
285.1281,0.2658
285.1322,0.2721
285.1364,0.2798
285.1405,0.2810
285.1446,0.2785
285.1487,0.2734
285.1529,0.2696
285.1570,0.2607
285.1611,0.2683
285.1653,0.2721
285.1694,0.2798
285.1735,0.2874
285.1777,0.2976
285.1818,0.2925
285.1859,0.2874
285.1901,0.2569
285.1942,0.2658
285.1983,0.2480
285.2025,0.2416
285.2066,0.2454
285.2107,0.2543
285.2149,0.2620
285.2190,0.2772
285.2231,0.2772
285.2273,0.2734
285.2314,0.2747
285.2355,0.2848
285.2397,0.2861
285.2438,0.2887
285.2479,0.2887
285.2521,0.2823
285.2562,0.2899
285.2603,0.2848
285.2645,0.2810
285.2686,0.2976
285.2727,0.2937
285.2768,0.2937
285.2810,0.2861
285.2851,0.2912
285.2892,0.2874
285.2934,0.2950
285.2975,0.2937
285.3016,0.2963
285.3058,0.2887
285.3099,0.2848
285.3140,0.2836
285.3182,0.3001
285.3223,0.2963
285.3264,0.3065
285.3306,0.3014
285.3347,0.3090
285.3388,0.2874
285.3430,0.2887
285.3471,0.2925
285.3512,0.3001
285.3554,0.2976
285.3595,0.2950
285.3636,0.2950
285.3678,0.3039
285.3719,0.3077
285.3760,0.3039
285.3802,0.3052
285.3843,0.3026
285.3884,0.3077
285.3926,0.3077
285.3967,0.3217
285.4008,0.3230
285.4049,0.3319
285.4091,0.3179
285.4132,0.3281
285.4173,0.3243
285.4215,0.3395
285.4256,0.3332
285.4297,0.3255
285.4339,0.3332
285.4380,0.3395
285.4421,0.3535
285.4463,0.3599
285.4504,0.3662
285.4545,0.3675
285.4587,0.3586
285.4628,0.3560
285.4669,0.3497
285.4711,0.3459
285.4752,0.3433
285.4793,0.3510
285.4835,0.3599
285.4876,0.3624
285.4917,0.3548
285.4959,0.3408
285.5000,0.3560
285.5041,0.3548
285.5083,0.3573
285.5124,0.3535
285.5165,0.3421
285.5206,0.3332
285.5248,0.3446
285.5289,0.3446
285.5330,0.3471
285.5372,0.3433
285.5413,0.3357
285.5454,0.3179
285.5496,0.3319
285.5537,0.3421
285.5578,0.3421
285.5620,0.3471
285.5661,0.3459
285.5702,0.3446
285.5744,0.3446
285.5785,0.3497
285.5826,0.3548
285.5868,0.3484
285.5909,0.3675
285.5950,0.3370
285.5992,0.3344
285.6033,0.3154
285.6074,0.3344
285.6116,0.3268
285.6157,0.3293
285.6198,0.3179
285.6240,0.3243
285.6281,0.3204
285.6322,0.3115
285.6364,0.3141
285.6405,0.3166
285.6446,0.3179
285.6487,0.3154
285.6529,0.3192
285.6570,0.3141
285.6611,0.3204
285.6653,0.3128
285.6694,0.2988
285.6735,0.2887
285.6777,0.2950
285.6818,0.3014
285.6859,0.3077
285.6901,0.2925
285.6942,0.2785
285.6983,0.2721
285.7025,0.2721
285.7066,0.2747
285.7107,0.2772
285.7149,0.2810
285.7190,0.2912
285.7231,0.3052
285.7273,0.3077
285.7314,0.3077
285.7355,0.2976
285.7397,0.2988
285.7438,0.3115
285.7479,0.2950
285.7521,0.2925
285.7562,0.2912
285.7603,0.2976
285.7645,0.2976
285.7686,0.3039
285.7727,0.3077
285.7768,0.2772
285.7810,0.2747
285.7851,0.2581
285.7892,0.2530
285.7934,0.2492
285.7975,0.2594
285.8016,0.2620
285.8058,0.2709
285.8099,0.2683
285.8140,0.2607
285.8182,0.2467
285.8223,0.2632
285.8264,0.2670
285.8306,0.2696
285.8347,0.2798
285.8388,0.2912
285.8430,0.2912
285.8471,0.2925
285.8512,0.2810
285.8554,0.2620
285.8595,0.2709
285.8636,0.2810
285.8678,0.2925
285.8719,0.2848
285.8760,0.2543
285.8802,0.2594
285.8843,0.2670
285.8884,0.2734
285.8926,0.2658
285.8967,0.2620
285.9008,0.2620
285.9049,0.2645
285.9091,0.2734
285.9132,0.2836
285.9173,0.2785
285.9215,0.2785
285.9256,0.2861
285.9297,0.2709
285.9339,0.2645
285.9380,0.2772
285.9421,0.2848
285.9463,0.2810
285.9504,0.2937
285.9545,0.2937
285.9587,0.2912
285.9628,0.2772
285.9669,0.2785
285.9711,0.2734
285.9752,0.2721
285.9793,0.2683
285.9835,0.2734
285.9876,0.2798
285.9917,0.2963
285.9959,0.3039
286.0000,0.2976
286.0041,0.2772
286.0083,0.2912
286.0124,0.2976
286.0165,0.2976
286.0206,0.2925
286.0248,0.2976
286.0289,0.2925
286.0330,0.2988
286.0372,0.2988
286.0413,0.3065
286.0454,0.3090
286.0496,0.2874
286.0537,0.2925
286.0578,0.2798
286.0620,0.2963
286.0661,0.2988
286.0702,0.3141
286.0744,0.3255
286.0785,0.3293
286.0826,0.3370
286.0868,0.3332
286.0909,0.3522
286.0950,0.3560
286.0992,0.3548
286.1033,0.3650
286.1074,0.3713
286.1116,0.3739
286.1157,0.3751
286.1198,0.3815
286.1240,0.3675
286.1281,0.3713
286.1322,0.3548
286.1364,0.3522
286.1405,0.3624
286.1446,0.3586
286.1487,0.3675
286.1529,0.3459
286.1570,0.3637
286.1611,0.3662
286.1653,0.3764
286.1694,0.3586
286.1735,0.3548
286.1777,0.3319
286.1818,0.3166
286.1859,0.3204
286.1901,0.3306
286.1942,0.3103
286.1983,0.3052
286.2025,0.2976
286.2066,0.3039
286.2107,0.3065
286.2149,0.3001
286.2190,0.3039
286.2231,0.3217
286.2273,0.3319
286.2314,0.3446
286.2355,0.3408
286.2397,0.3382
286.2438,0.3573
286.2479,0.3408
286.2521,0.3319
286.2562,0.3548
286.2603,0.3599
286.2645,0.3599
286.2686,0.3382
286.2727,0.3306
286.2768,0.3166
286.2810,0.3141
286.2851,0.3255
286.2892,0.3382
286.2934,0.3497
286.2975,0.3599
286.3016,0.3700
286.3058,0.3815
286.3099,0.3700
286.3140,0.3700
286.3182,0.3777
286.3223,0.3777
286.3264,0.3815
286.3306,0.3599
286.3347,0.3446
286.3388,0.3548
286.3430,0.3573
286.3471,0.3141
286.3512,0.3192
286.3554,0.3243
286.3595,0.3395
286.3636,0.3344
286.3678,0.3179
286.3719,0.3319
286.3760,0.3357
286.3802,0.3560
286.3843,0.3522
286.3884,0.3433
286.3925,0.3382
286.3967,0.3395
286.4008,0.3344
286.4049,0.3357
286.4091,0.3548
286.4132,0.3637
286.4173,0.3700
286.4215,0.3611
286.4256,0.3624
286.4297,0.3611
286.4339,0.3726
286.4380,0.3688
286.4421,0.3688
286.4463,0.3306
286.4504,0.3077
286.4545,0.3243
286.4587,0.3293
286.4628,0.3446
286.4669,0.3484
286.4711,0.3446
286.4752,0.3395
286.4793,0.3382
286.4835,0.3281
286.4876,0.3306
286.4917,0.3459
286.4959,0.3497
286.5000,0.3624
286.5041,0.3510
286.5083,0.3637
286.5124,0.3497
286.5165,0.3611
286.5206,0.3510
286.5248,0.3611
286.5289,0.3586
286.5330,0.3586
286.5372,0.3446
286.5413,0.3192
286.5454,0.3115
286.5496,0.3293
286.5537,0.3179
286.5578,0.3281
286.5620,0.3230
286.5661,0.2912
286.5702,0.2937
286.5744,0.3065
286.5785,0.3204
286.5826,0.3179
286.5868,0.3306
286.5909,0.3332
286.5950,0.3332
286.5992,0.3115
286.6033,0.2874
286.6074,0.3204
286.6116,0.3217
286.6157,0.3357
286.6198,0.3268
286.6240,0.3255
286.6281,0.3204
286.6322,0.3243
286.6364,0.3382
286.6405,0.3332
286.6446,0.3344
286.6487,0.3001
286.6529,0.3166
286.6570,0.3115
286.6611,0.3166
286.6653,0.3166
286.6694,0.3268
286.6735,0.3344
286.6777,0.3179
286.6818,0.3001
286.6859,0.3128
286.6901,0.2950
286.6942,0.3001
286.6983,0.3026
286.7025,0.3077
286.7066,0.3052
286.7107,0.3001
286.7149,0.3001
286.7190,0.3141
286.7231,0.3090
286.7273,0.3281
286.7314,0.3179
286.7355,0.3154
286.7397,0.3052
286.7438,0.3103
286.7479,0.2810
286.7521,0.2861
286.7562,0.2696
286.7603,0.2823
286.7645,0.2963
286.7686,0.3001
286.7727,0.3026
286.7768,0.3077
286.7810,0.3141
286.7851,0.3077
286.7892,0.3141
286.7934,0.3179
286.7975,0.3154
286.8016,0.3319
286.8058,0.3255
286.8099,0.3522
286.8140,0.3230
286.8182,0.3306
286.8223,0.3255
286.8264,0.3344
286.8306,0.3344
286.8347,0.3421
286.8388,0.2925
286.8430,0.3281
286.8471,0.3217
286.8512,0.3255
286.8554,0.3268
286.8595,0.3497
286.8636,0.3357
286.8678,0.3293
286.8719,0.3293
286.8760,0.3281
286.8802,0.3293
286.8843,0.3357
286.8884,0.3459
286.8925,0.3421
286.8967,0.3192
286.9008,0.2899
286.9049,0.2950
286.9091,0.3166
286.9132,0.3217
286.9173,0.3204
286.9215,0.3192
286.9256,0.3395
286.9297,0.3319
286.9339,0.3281
286.9380,0.3344
286.9421,0.3344
286.9463,0.3319
286.9504,0.3408
286.9545,0.3293
286.9587,0.3154
286.9628,0.3217
286.9669,0.3103
286.9711,0.2721
286.9752,0.2645
286.9793,0.2925
286.9835,0.2848
286.9876,0.3090
286.9917,0.2785
286.9959,0.2823
287.0000,0.2747
287.0041,0.2785
287.0083,0.2810
287.0124,0.2810
287.0165,0.2747
287.0206,0.2785
287.0248,0.2836
287.0289,0.2937
287.0330,0.2937
287.0372,0.2988
287.0413,0.3026
287.0454,0.3077
287.0496,0.3090
287.0537,0.3217
287.0578,0.3217
287.0620,0.3344
287.0661,0.3306
287.0702,0.3001
287.0744,0.3128
287.0785,0.3154
287.0826,0.3128
287.0868,0.3103
287.0909,0.3154
287.0950,0.2976
287.0992,0.2899
287.1033,0.2810
287.1074,0.2912
287.1116,0.2988
287.1157,0.3090
287.1198,0.3128
287.1240,0.3154
287.1281,0.3243
287.1322,0.3357
287.1364,0.3433
287.1405,0.3433
287.1446,0.3522
287.1487,0.3382
287.1529,0.3382
287.1570,0.3268
287.1611,0.3217
287.1653,0.3243
287.1694,0.3090
287.1735,0.3154
287.1777,0.2734
287.1818,0.2836
287.1859,0.2925
287.1901,0.2747
287.1942,0.2721
287.1983,0.2823
287.2025,0.2836
287.2066,0.2912
287.2107,0.2874
287.2149,0.3001
287.2190,0.3052
287.2231,0.3217
287.2273,0.3255
287.2314,0.3306
287.2355,0.3179
287.2397,0.3332
287.2438,0.3293
287.2479,0.3408
287.2521,0.3179
287.2562,0.3001
287.2603,0.2963
287.2645,0.2925
287.2686,0.3001
287.2727,0.3154
287.2768,0.3154
287.2810,0.3306
287.2851,0.3370
287.2892,0.3370
287.2934,0.3459
287.2975,0.3471
287.3016,0.3459
287.3058,0.3548
287.3099,0.3433
287.3140,0.3573
287.3182,0.3433
287.3223,0.3192
287.3264,0.3179
287.3306,0.3332
287.3347,0.3408
287.3388,0.3370
287.3430,0.3446
287.3471,0.3522
287.3512,0.3535
287.3554,0.3522
287.3595,0.3560
287.3636,0.3637
287.3678,0.3713
287.3719,0.3726
287.3760,0.3599
287.3802,0.3662
287.3843,0.3675
287.3884,0.3777
287.3925,0.3726
287.3967,0.3726
287.4008,0.3586
287.4049,0.3090
287.4091,0.2683
287.4132,0.2810
287.4173,0.3001
287.4215,0.3217
287.4256,0.3039
287.4297,0.3001
287.4339,0.2925
287.4380,0.3103
287.4421,0.3243
287.4463,0.3344
287.4504,0.3408
287.4545,0.3243
287.4587,0.3281
287.4628,0.3192
287.4669,0.3217
287.4711,0.3217
287.4752,0.3192
287.4793,0.2988
287.4835,0.3039
287.4876,0.3014
287.4917,0.2988
287.4959,0.3090
287.5000,0.3192
287.5041,0.3090
287.5083,0.3154
287.5124,0.3179
287.5165,0.3281
287.5206,0.3154
287.5248,0.3154
287.5289,0.3077
287.5330,0.3039
287.5372,0.3230
287.5413,0.3243
287.5454,0.3230
287.5496,0.3103
287.5537,0.2988
287.5578,0.2988
287.5620,0.3039
287.5661,0.3166
287.5702,0.3103
287.5744,0.3293
287.5785,0.3319
287.5826,0.3204
287.5868,0.3154
287.5909,0.3306
287.5950,0.3166
287.5992,0.3052
287.6033,0.3115
287.6074,0.3319
287.6116,0.3319
287.6157,0.3357
287.6198,0.3446
287.6240,0.3395
287.6281,0.3471
287.6322,0.3459
287.6364,0.3268
287.6405,0.3166
287.6446,0.3306
287.6487,0.3306
287.6529,0.3370
287.6570,0.3268
287.6611,0.3484
287.6653,0.3268
287.6694,0.3154
287.6735,0.3319
287.6777,0.3433
287.6818,0.3611
287.6859,0.3611
287.6901,0.3751
287.6942,0.3815
287.6983,0.3764
287.7025,0.3675
287.7066,0.3471
287.7107,0.3459
287.7149,0.3319
287.7190,0.3548
287.7231,0.3497
287.7273,0.3624
287.7314,0.3637
287.7355,0.3599
287.7397,0.3650
287.7438,0.3675
287.7479,0.3650
287.7521,0.3739
287.7562,0.3688
287.7603,0.3713
287.7645,0.3891
287.7686,0.3942
287.7727,0.4006
287.7768,0.3917
287.7810,0.3726
287.7851,0.3395
287.7892,0.3370
287.7934,0.3255
287.7975,0.3421
287.8016,0.3433
287.8058,0.2988
287.8099,0.2747
287.8140,0.2963
287.8182,0.3014
287.8223,0.3001
287.8264,0.3026
287.8306,0.3026
287.8347,0.3103
287.8388,0.3103
287.8430,0.3026
287.8471,0.2925
287.8512,0.3077
287.8554,0.3103
287.8595,0.3128
287.8636,0.3115
287.8678,0.3103
287.8719,0.3243
287.8760,0.3281
287.8802,0.3344
287.8843,0.3268
287.8884,0.3433
287.8925,0.3484
287.8967,0.3522
287.9008,0.3484
287.9049,0.3433
287.9091,0.3319
287.9132,0.3408
287.9173,0.3459
287.9215,0.3522
287.9256,0.3573
287.9297,0.3535
287.9339,0.3611
287.9380,0.3764
287.9421,0.3624
287.9463,0.3217
287.9504,0.3166
287.9545,0.3306
287.9587,0.3395
287.9628,0.3433
287.9669,0.3319
287.9711,0.3217
287.9752,0.3217
287.9793,0.3014
287.9835,0.3014
287.9876,0.2988
287.9917,0.3268
287.9959,0.3090
288.0000,0.3090
288.0041,0.3115
288.0083,0.3166
288.0124,0.3090
288.0165,0.3243
288.0206,0.3077
288.0248,0.3204
288.0289,0.3306
288.0330,0.3268
288.0372,0.3243
288.0413,0.3268
288.0454,0.3306
288.0496,0.3255
288.0537,0.3344
288.0578,0.3230
288.0620,0.3344
288.0661,0.3357
288.0702,0.3268
288.0744,0.3255
288.0785,0.3370
288.0826,0.3471
288.0868,0.3637
288.0909,0.3560
288.0950,0.3484
288.0992,0.3421
288.1033,0.3408
288.1074,0.3332
288.1116,0.3433
288.1157,0.3230
288.1198,0.3408
288.1240,0.3319
288.1281,0.3510
288.1322,0.3319
288.1364,0.3459
288.1405,0.3382
288.1446,0.3433
288.1487,0.3344
288.1529,0.3243
288.1570,0.3204
288.1611,0.3166
288.1653,0.3052
288.1694,0.3103
288.1735,0.3179
288.1777,0.3192
288.1818,0.3344
288.1859,0.3382
288.1901,0.3014
288.1942,0.3141
288.1983,0.3115
288.2025,0.3204
288.2066,0.3179
288.2107,0.3192
288.2149,0.3001
288.2190,0.3014
288.2231,0.3001
288.2273,0.3026
288.2314,0.3166
288.2355,0.3230
288.2397,0.3255
288.2438,0.3293
288.2479,0.3306
288.2521,0.3217
288.2562,0.3204
288.2603,0.3217
288.2645,0.3268
288.2686,0.3268
288.2727,0.3446
288.2768,0.3624
288.2810,0.3802
288.2851,0.3713
288.2892,0.3802
288.2934,0.3866
288.2975,0.3891
288.3016,0.3789
288.3058,0.3955
