distance [mm],force_median [N],L2012_lambda [1/mm],L2012_f0 [N],L2012_delta [mm],L2012_L [mm],P2015_density [kg/m^3],P2015_ssa [m^2/kg]
75.0000,0.0521,148423.9069,0.0001,0.0055,0.0510,127.3580,59.4999
76.2500,0.0521,153308.8288,0.0001,0.0053,0.0504,127.2552,59.6912
77.5000,0.0521,165038.7937,0.0001,0.0049,0.0492,127.0252,60.1236
78.7500,0.0521,154990.6445,0.0001,0.0053,0.0502,127.2208,59.7555
80.0000,0.0521,171746.5377,0.0001,0.0058,0.0485,126.9033,60.3553
81.2500,0.0521,189422.5417,0.0001,0.0062,0.0470,126.6103,60.9192
82.5000,0.0521,197968.4383,0.0001,0.0071,0.0463,126.4815,61.1705
83.7500,0.0521,197610.6590,0.0001,0.0075,0.0463,126.4867,61.1602
85.0000,0.0521,177151.0435,0.0001,0.0079,0.0480,126.8096,60.5346
86.2500,0.0521,186424.2548,0.0001,0.0077,0.0472,126.6574,60.8279
87.5000,0.0521,210512.3837,0.0001,0.0071,0.0454,126.3051,61.5175
88.7500,0.0521,170573.5877,0.0001,0.0077,0.0486,126.9242,60.3156
90.0000,0.0521,162319.7899,0.0001,0.0079,0.0495,127.0766,60.0266
91.2500,0.0521,197764.4999,0.0001,0.0072,0.0463,126.4844,61.1646
92.5000,0.0521,173866.9886,0.0001,0.0069,0.0483,126.8661,60.4264
93.7500,0.0521,170634.3668,0.0001,0.0065,0.0486,126.9231,60.3176
95.0000,0.0521,165919.7640,0.0001,0.0064,0.0491,127.0089,60.1547
96.2500,0.0521,161969.4064,0.0001,0.0069,0.0495,127.0833,60.0140
97.5000,0.0509,185839.3234,0.0001,0.0072,0.0473,124.2779,61.7110
98.7500,0.0509,165925.9656,0.0001,0.0065,0.0491,124.6254,61.0384
100.0000,0.0521,127571.6152,0.0001,0.0071,0.0536,127.8535,58.5936
101.2500,0.0509,121321.0503,0.0001,0.0075,0.0545,125.6564,59.1233
102.5000,0.0509,111919.3098,0.0001,0.0072,0.0560,125.9399,58.6168
103.7500,0.0521,89386.1974,0.0002,0.0076,0.0603,129.1212,56.3914
105.0000,0.0509,98564.9217,0.0001,0.0075,0.0584,126.4022,57.8083
106.2500,0.0521,119454.8205,0.0001,0.0079,0.0548,128.0766,58.1941
107.5000,0.0521,119713.0925,0.0001,0.0080,0.0547,128.0692,58.2073
108.7500,0.0521,139730.2765,0.0001,0.0075,0.0520,127.5526,59.1408
110.0000,0.0509,173029.2486,0.0001,0.0076,0.0484,124.4953,61.2885
111.2500,0.0509,202816.3910,0.0001,0.0072,0.0459,124.0187,62.2219
112.5000,0.0509,209301.8819,0.0001,0.0073,0.0454,123.9272,62.4042
113.7500,0.0509,214600.4436,0.0001,0.0076,0.0451,123.8552,62.5484
115.0000,0.0509,191951.7634,0.0001,0.0074,0.0468,124.1811,61.9009
116.2500,0.0509,137662.3234,0.0001,0.0079,0.0522,125.2273,59.9062
117.5000,0.0509,98000.5998,0.0001,0.0084,0.0585,126.4236,57.7714
118.7500,0.0509,103110.5007,0.0001,0.0085,0.0575,126.2359,58.0966
120.0000,0.0521,141909.5948,0.0001,0.0073,0.0517,127.5023,59.2332
121.2500,0.0509,141841.1408,0.0001,0.0072,0.0517,125.1283,60.0895
122.5000,0.0509,148957.2167,0.0001,0.0075,0.0509,124.9685,60.3879
123.7500,0.0509,152841.1124,0.0001,0.0075,0.0505,124.8855,60.5441
125.0000,0.0509,148247.6333,0.0001,0.0084,0.0510,124.9840,60.3589
126.2500,0.0509,156697.4148,0.0001,0.0085,0.0500,124.8058,60.6946
127.5000,0.0509,136843.6211,0.0001,0.0078,0.0524,125.2471,59.8695
128.7500,0.0509,106443.3453,0.0001,0.0082,0.0569,126.1201,58.2991
130.0000,0.0509,74842.7576,0.0001,0.0100,0.0640,127.4738,56.0140
131.2500,0.0509,74566.8487,0.0002,0.0085,0.0641,127.4889,55.9896
132.5000,0.0509,101684.7300,0.0001,0.0072,0.0578,126.2870,58.0077
133.7500,0.0509,144115.2220,0.0001,0.0076,0.0515,125.0761,60.1867
135.0000,0.0509,177356.2600,0.0001,0.0081,0.0480,124.4195,61.4351
136.2500,0.0509,197826.8286,0.0001,0.0075,0.0463,124.0918,62.0770
137.5000,0.0509,192073.9439,0.0001,0.0073,0.0468,124.1792,61.9046
138.7500,0.0509,190745.0502,0.0001,0.0077,0.0469,124.1998,61.8640
140.0000,0.0509,93797.1062,0.0001,0.0106,0.0594,126.5880,57.4894
141.2500,0.0509,63518.8870,0.0001,0.0118,0.0676,128.1607,54.9190
142.5000,0.0509,89450.2088,0.0001,0.0095,0.0603,126.7687,57.1824
143.7500,0.0509,136944.0699,0.0001,0.0082,0.0523,125.2447,59.8740
145.0000,0.0509,123281.4178,0.0001,0.0093,0.0542,125.6009,59.2234
146.2500,0.0509,113166.3177,0.0001,0.0090,0.0558,125.9005,58.6867
147.5000,0.0509,145616.6930,0.0001,0.0081,0.0513,125.0423,60.2499
148.7500,0.0509,143908.7913,0.0001,0.0088,0.0515,125.0808,60.1779
150.0000,0.0509,77507.5974,0.0001,0.0106,0.0633,127.3322,56.2451
151.2500,0.0509,57481.7311,0.0002,0.0108,0.0699,128.5976,54.2436
152.5000,0.0509,71258.6201,0.0001,0.0102,0.0651,127.6754,55.6884
153.7500,0.0509,102439.6371,0.0001,0.0099,0.0577,126.2598,58.0549
155.0000,0.0509,119101.7586,0.0001,0.0096,0.0548,125.7206,59.0079
156.2500,0.0509,147326.4242,0.0001,0.0088,0.0511,125.0042,60.3210
157.5000,0.0509,146507.3213,0.0001,0.0092,0.0512,125.0224,60.2871
158.7500,0.0509,103078.3130,0.0001,0.0105,0.0575,126.2371,58.0946
160.0000,0.0509,81528.6789,0.0001,0.0106,0.0622,127.1302,56.5777
161.2500,0.0509,50514.2068,0.0002,0.0112,0.0730,129.1850,53.3602
162.5000,0.0509,41934.4676,0.0002,0.0122,0.0777,130.0768,52.0702
163.7500,0.0509,59308.9954,0.0002,0.0107,0.0692,128.4592,54.4559
165.0000,0.0509,71951.3694,0.0002,0.0091,0.0649,127.6354,55.7528
166.2500,0.0509,69408.9130,0.0002,0.0087,0.0656,127.7848,55.5133
167.5000,0.0509,73274.7614,0.0002,0.0089,0.0645,127.5604,55.8738
168.7500,0.0509,111152.1141,0.0001,0.0078,0.0561,125.9644,58.5733
170.0000,0.0509,73839.6464,0.0001,0.0104,0.0643,127.5289,55.9247
171.2500,0.0509,40818.9978,0.0002,0.0138,0.0784,130.2106,51.8818
172.5000,0.0509,52773.6364,0.0002,0.0105,0.0719,128.9832,53.6605
173.7500,0.0509,68062.5095,0.0002,0.0089,0.0661,127.8669,55.3825
175.0000,0.0509,58675.6102,0.0002,0.0108,0.0694,128.5065,54.3831
176.2500,0.0509,48084.5523,0.0002,0.0120,0.0742,129.4158,53.0206
177.5000,0.0509,64618.6143,0.0001,0.0113,0.0672,128.0871,55.0345
178.7500,0.0509,166850.8572,0.0001,0.0090,0.0490,124.6080,61.0717
180.0000,0.0509,214281.2850,0.0001,0.0077,0.0451,123.8595,62.5398
181.2500,0.0509,192657.2621,0.0001,0.0079,0.0467,124.1701,61.9224
182.5000,0.0509,133800.7306,0.0001,0.0087,0.0527,125.3223,59.7311
183.7500,0.0509,123313.0434,0.0001,0.0088,0.0542,125.6000,59.2250
185.0000,0.0509,198621.9263,0.0001,0.0083,0.0462,124.0800,62.1004
186.2500,0.0509,235172.2848,0.0001,0.0078,0.0437,123.5967,63.0715
187.5000,0.0509,183211.3862,0.0001,0.0078,0.0475,124.3208,61.6271
188.7500,0.0509,96618.5455,0.0001,0.0085,0.0588,126.4766,57.6802
190.0000,0.0509,97160.4617,0.0001,0.0091,0.0587,126.4557,57.7161
191.2500,0.0509,116.3297,0.0234,0.0407,0.5526,220.7515,13.7705
192.5000,0.0903,21.5498,0.1872,0.0759,0.9695,291.7243,7.3409
193.7500,0.4222,19.3742,0.4446,0.1282,1.0045,266.3261,6.6924
195.0000,1.3365,52.4848,0.4930,0.1089,0.7206,302.4060,7.3970
196.2500,1.9379,122.8650,0.0959,0.3308,0.5427,352.5367,7.8305
197.5000,1.8731,738.9583,0.0389,0.1320,0.2984,411.3736,9.4249
198.7500,1.9506,384.9650,0.0666,0.1548,0.3709,395.8862,8.7873
200.0000,2.3385,299.1449,0.0846,0.1820,0.4034,397.4448,8.2679
201.2500,2.5241,688.8129,0.0371,0.1962,0.3055,429.1623,8.7113
202.5000,2.4911,1293.5320,0.0274,0.1411,0.2476,444.5352,9.1562
203.7500,2.5000,1039.8675,0.0272,0.1773,0.2663,439.5432,9.0057
205.0000,2.6233,1335.5741,0.0248,0.1584,0.2450,449.0371,9.0478
206.2500,2.7505,2245.4466,0.0159,0.1544,0.2060,463.8783,9.2279
207.5000,2.8370,919.3683,0.0270,0.2314,0.2774,445.1146,8.6389
208.7500,2.9514,961.8750,0.0223,0.2737,0.2733,449.0869,8.5768
210.0000,3.0366,1966.5947,0.0182,0.1698,0.2153,468.7135,8.8939
211.2500,3.3227,628.5277,0.0366,0.2922,0.3149,444.1692,8.0980
212.5000,3.5516,1049.5891,0.0226,0.2995,0.2655,464.4615,8.2125
213.7500,3.6012,1492.9107,0.0208,0.2320,0.2360,475.0020,8.3407
215.0000,3.4117,717.7190,0.0362,0.2648,0.3013,450.2116,8.1133
216.2500,3.2273,1095.0413,0.0214,0.2740,0.2617,458.8920,8.4460
217.5000,3.1701,680.7397,0.0271,0.3411,0.3067,443.7063,8.2334
218.7500,3.0646,763.8579,0.0235,0.3434,0.2951,445.0258,8.3661
220.0000,3.0976,908.4159,0.0201,0.3403,0.2786,450.8268,8.4384
221.2500,3.1625,222.3466,0.0363,0.7898,0.4453,400.6485,7.6140
222.5000,3.1714,127.0827,0.0563,0.9085,0.5366,372.5067,7.2944
223.7500,3.6381,333.3373,0.0857,0.2516,0.3891,425.7989,7.6183
225.0000,4.2395,516.0166,0.0585,0.2756,0.3363,452.4580,7.5564
226.2500,4.1607,311.5987,0.0574,0.4643,0.3979,430.1949,7.3805
227.5000,3.7830,849.3080,0.0298,0.2981,0.2849,462.4714,7.9828
228.7500,3.5122,1381.1778,0.0239,0.2127,0.2422,471.1555,8.3644
230.0000,3.3189,1109.9979,0.0260,0.2280,0.2606,461.2437,8.3898
231.2500,3.3825,248.3115,0.0556,0.4919,0.4292,409.0235,7.5788
232.5000,3.7474,680.6694,0.0362,0.3026,0.3067,454.6302,7.9026
233.7500,3.8339,5.6253,0.7074,1.6491,1.5169,53.3917,5.7974
235.0000,0.5036,0.5065,2.4632,2.4708,3.3845,56.2453,3.1195
236.2500,0.3599,154.8538,0.0151,0.3260,0.5024,292.5621,10.6234
237.5000,0.4387,687.6928,0.0184,0.0686,0.3056,314.6039,13.2955
238.7500,0.4832,508.9367,0.0124,0.1543,0.3379,318.2870,12.3939
240.0000,0.4756,439.2427,0.0137,0.1593,0.3549,315.9489,12.1477
241.2500,0.4654,1066.9431,0.0092,0.0947,0.2640,321.6884,13.9865
242.5000,0.3535,276.1155,0.0307,0.0889,0.4143,295.6946,11.9261
243.7500,0.3001,422.2244,0.0147,0.0932,0.3596,288.4522,13.3697
245.0000,0.2645,145.1273,0.0227,0.1565,0.5134,279.6541,11.0429
246.2500,0.1755,102.0887,0.0283,0.1370,0.5772,265.7397,10.8595
247.5000,0.1475,856.0899,0.0058,0.0610,0.2841,241.9433,18.2277
248.7500,0.1437,748.7863,0.0052,0.0757,0.2971,241.0044,17.8635
250.0000,0.1259,411.1053,0.0083,0.0759,0.3628,237.5426,16.2013
251.2500,0.1195,997.1872,0.0043,0.0562,0.2700,226.4019,19.9038
252.5000,0.1310,1409.1109,0.0041,0.0461,0.2406,230.5368,20.7627
253.7500,0.1246,1273.4427,0.0046,0.0426,0.2489,227.5684,20.6576
255.0000,0.1055,1325.8194,0.0041,0.0407,0.2456,215.2144,21.8556
256.2500,0.0928,1841.8040,0.0030,0.0341,0.2201,202.8709,24.2714
257.5000,0.0877,1990.0184,0.0024,0.0379,0.2145,197.8992,25.0911
258.7500,0.0852,1043.3111,0.0033,0.0501,0.2660,202.2639,22.1116
260.0000,0.0801,1412.0319,0.0028,0.0421,0.2405,194.4720,24.0501
261.2500,0.0839,1078.6442,0.0034,0.0463,0.2631,200.8251,22.3715
262.5000,0.0877,754.5846,0.0040,0.0586,0.2963,208.1172,20.3891
263.7500,0.0814,706.2053,0.0042,0.0548,0.3029,203.9961,20.4878
265.0000,0.0763,412.4788,0.0054,0.0720,0.3624,208.1830,18.2474
266.2500,0.0865,333.0148,0.0070,0.0774,0.3892,218.9057,16.7769
267.5000,0.0916,391.7651,0.0069,0.0688,0.3687,219.6117,17.2498
268.7500,0.0903,312.3908,0.0084,0.0715,0.3976,222.3114,16.3456
270.0000,0.0865,449.8378,0.0072,0.0556,0.3521,214.2057,18.0946
271.2500,0.0801,1029.4980,0.0037,0.0425,0.2672,198.1007,22.4405
272.5000,0.0763,742.1649,0.0040,0.0532,0.2980,199.0463,21.0943
273.7500,0.0776,954.1312,0.0040,0.0412,0.2740,196.7976,22.2627
275.0000,0.0827,738.9309,0.0050,0.0459,0.2984,204.4161,20.6202
276.2500,0.0865,571.7210,0.0053,0.0589,0.3250,210.7816,19.1794
277.5000,0.0877,440.6562,0.0059,0.0692,0.3545,215.3822,17.9393
278.7500,0.0890,475.4166,0.0057,0.0669,0.3457,215.1479,18.2122
280.0000,0.0852,1037.6710,0.0039,0.0420,0.2665,202.3257,22.0852
281.2500,0.0776,881.2737,0.0038,0.0480,0.2814,197.8253,21.8601
282.5000,0.0814,793.3969,0.0046,0.0461,0.2914,202.4514,21.0527
283.7500,0.0928,1194.2405,0.0040,0.0388,0.2543,206.9062,22.2082
285.0000,0.1068,996.0649,0.0051,0.0425,0.2701,218.5662,20.5323
286.2500,0.1208,1229.9714,0.0046,0.0435,0.2518,225.5696,20.7013
287.5000,0.1246,1330.8552,0.0044,0.0427,0.2453,227.2694,20.8358
288.7500,0.1233,1114.8738,0.0049,0.0462,0.2602,227.7695,20.1804
290.0000,0.1246,792.8481,0.0058,0.0551,0.2915,231.0749,18.7655
291.2500,0.1233,858.4635,0.0061,0.0474,0.2839,229.7489,19.1324
292.5000,0.1284,766.7508,0.0071,0.0476,0.2948,233.3572,18.4863
293.7500,0.1272,663.3379,0.0080,0.0497,0.3093,233.8580,17.9734
295.0000,0.1361,541.6868,0.0093,0.0554,0.3309,239.8047,16.9150
296.2500,0.1411,828.5811,0.0067,0.0521,0.2872,239.1542,18.3215
297.5000,0.1348,767.0023,0.0064,0.0554,0.2947,236.5806,18.2544
298.7500,0.1424,731.4504,0.0075,0.0525,0.2994,240.5676,17.8188
300.0000,0.1500,902.8543,0.0070,0.0486,0.2791,242.8078,18.3371
301.2500,0.1475,690.4876,0.0072,0.0600,0.3052,243.2500,17.4502
302.5000,0.1462,728.2341,0.0066,0.0614,0.2999,242.3450,17.6814
303.7500,0.1640,692.5349,0.0086,0.0559,0.3049,250.1919,16.9943
305.0000,0.1780,850.4397,0.0076,0.0555,0.2847,254.7646,17.3215
306.2500,0.1780,883.9488,0.0071,0.0576,0.2811,254.6220,17.4494
307.5000,0.1704,584.2578,0.0093,0.0638,0.3227,253.4737,16.2642
308.7500,0.1475,478.6329,0.0103,0.0613,0.3449,245.7051,16.1488
310.0000,0.1424,716.0891,0.0066,0.0610,0.3015,240.7082,17.7409
311.2500,0.1437,1129.8772,0.0048,0.0537,0.2590,238.5266,19.3844
312.5000,0.1310,988.6272,0.0047,0.0582,0.2708,232.8393,19.3736
313.7500,0.1233,915.4122,0.0049,0.0552,0.2778,229.2464,19.3886
315.0000,0.1195,967.1001,0.0051,0.0489,0.2728,226.6441,19.7789
316.2500,0.1208,826.1497,0.0052,0.0573,0.2875,228.6451,19.0860
317.5000,0.1246,340.0189,0.0090,0.0850,0.3865,238.9001,15.5366
318.7500,0.1322,347.5120,0.0094,0.0844,0.3837,241.9963,15.4111
320.0000,0.1272,252.6268,0.0097,0.1068,0.4268,243.2387,14.4053
321.2500,0.1208,273.8739,0.0089,0.1024,0.4154,239.6587,14.8501
322.5000,0.1157,794.0089,0.0055,0.0543,0.2913,226.0851,19.1450
323.7500,0.1132,772.8859,0.0060,0.0493,0.2940,224.8395,19.1475
325.0000,0.1132,238.8946,0.0103,0.0940,0.4348,238.0769,14.5512
326.2500,0.1119,250.3643,0.0096,0.0939,0.4280,236.8711,14.7581
327.5000,0.1106,759.9556,0.0051,0.0564,0.2956,223.4804,19.1932
328.7500,0.1081,929.5818,0.0044,0.0527,0.2764,220.0182,20.1683
330.0000,0.1055,523.8404,0.0059,0.0699,0.3347,224.3429,17.8709
331.2500,0.1106,573.6660,0.0059,0.0658,0.3247,226.2915,18.0334
332.5000,0.1094,552.9821,0.0063,0.0647,0.3287,225.9541,17.9356
333.7500,0.1017,376.1071,0.0066,0.0843,0.3737,226.2414,16.6649
335.0000,0.0992,463.5827,0.0055,0.0784,0.3486,222.0257,17.6313
336.2500,0.1017,366.5398,0.0067,0.0847,0.3770,226.5861,16.5604
337.5000,0.0966,374.7085,0.0061,0.0891,0.3742,223.3604,16.8478
338.7500,0.1005,529.2395,0.0075,0.0525,0.3335,221.1604,18.1343
340.0000,0.1106,440.6325,0.0077,0.0674,0.3545,229.1795,16.9710
341.2500,0.1055,516.1076,0.0071,0.0600,0.3363,224.5133,17.8095
342.5000,0.1043,573.1621,0.0074,0.0517,0.3248,222.5645,18.3003
343.7500,0.1043,475.5383,0.0085,0.0530,0.3456,224.7321,17.5244
345.0000,0.1094,367.3544,0.0101,0.0613,0.3767,230.6666,16.2977
346.2500,0.1132,268.2536,0.0101,0.0877,0.4183,236.5278,14.9792
347.5000,0.1030,279.7551,0.0094,0.0807,0.4125,231.0369,15.4434
348.7500,0.1068,498.8965,0.0074,0.0588,0.3402,225.6387,17.6181
350.0000,0.1094,639.5369,0.0067,0.0520,0.3131,224.4275,18.5335
351.2500,0.1233,321.9618,0.0160,0.0508,0.3936,238.9224,15.3717
352.5000,0.1488,671.7550,0.0086,0.0524,0.3080,243.9833,17.3136
353.7500,0.1564,811.7765,0.0094,0.0414,0.2892,246.2089,17.7589
355.0000,0.1780,650.0734,0.0120,0.0471,0.3114,255.8083,16.4382
356.2500,0.1882,1047.2723,0.0086,0.0428,0.2657,257.9234,17.7423
357.5000,0.1831,595.7684,0.0099,0.0626,0.3206,257.9603,16.0425
358.7500,0.1666,426.2929,0.0136,0.0603,0.3585,253.7254,15.3088
360.0000,0.1691,558.2643,0.0128,0.0491,0.3276,253.2227,16.1428
361.2500,0.2225,282.7039,0.0298,0.0545,0.4111,271.4594,13.1681
362.5000,0.3090,572.9218,0.0221,0.0485,0.3248,291.1368,14.0341
363.7500,0.3688,1124.7361,0.0163,0.0401,0.2594,305.5089,14.9889
365.0000,0.3967,1086.5179,0.0151,0.0484,0.2624,310.5294,14.6251
366.2500,0.3764,390.8924,0.0251,0.0770,0.3690,301.3126,12.5401
367.5000,0.3662,468.9587,0.0215,0.0734,0.3472,300.7784,13.0257
368.7500,0.3917,730.5718,0.0180,0.0606,0.2995,307.5239,13.8018
370.0000,0.4107,652.9966,0.0190,0.0667,0.3110,309.9611,13.3997
371.2500,0.4196,1236.3310,0.0140,0.0487,0.2514,315.2098,14.6830
372.5000,0.4184,1449.9521,0.0122,0.0479,0.2384,315.8286,15.0306
373.7500,0.4069,971.0877,0.0143,0.0587,0.2724,311.7078,14.2859
375.0000,0.3980,1281.3244,0.0132,0.0470,0.2484,311.5745,14.9710
376.2500,0.4145,1672.5076,0.0124,0.0401,0.2273,315.8556,15.3692
377.5000,0.4565,1457.1240,0.0145,0.0439,0.2380,322.2801,14.6841
378.7500,0.4807,1772.5538,0.0130,0.0424,0.2229,327.2998,14.8563
380.0000,0.4858,1938.2218,0.0123,0.0413,0.2164,328.6337,14.9826
381.2500,0.4743,1518.0926,0.0142,0.0443,0.2347,325.3543,14.6107
382.5000,0.4654,1498.2905,0.0129,0.0475,0.2358,323.8722,14.6614
383.7500,0.4947,1479.9352,0.0148,0.0446,0.2367,328.2943,14.3937
385.0000,0.5277,2282.2108,0.0112,0.0407,0.2049,336.0132,14.9274
386.2500,0.5366,2857.2870,0.0105,0.0360,0.1901,338.7102,15.2504
387.5000,0.5264,1714.6608,0.0134,0.0457,0.2254,333.9360,14.4197
388.7500,0.4883,1730.6906,0.0128,0.0439,0.2247,328.3400,14.7449
390.0000,0.4425,594.2790,0.0233,0.0634,0.3209,314.0854,12.9662
391.2500,0.3662,393.3939,0.0226,0.0850,0.3682,299.7676,12.6297
392.5000,0.3510,1670.8832,0.0091,0.0461,0.2273,303.3759,16.1054
393.7500,0.3319,748.8637,0.0137,0.0644,0.2971,296.6551,14.4392
395.0000,0.3217,577.7142,0.0183,0.0624,0.3239,293.7116,13.9204
396.2500,0.3713,865.8409,0.0173,0.0499,0.2831,304.8169,14.3698
397.5000,0.3751,1007.9328,0.0132,0.0567,0.2691,306.2292,14.6745
398.7500,0.3777,1321.9411,0.0151,0.0385,0.2458,307.9104,15.2551
400.0000,0.4654,500.9830,0.0423,0.0449,0.3397,315.8396,12.4696
401.2500,0.6968,38.3673,0.3167,0.1416,0.7999,282.5130,7.4625
402.5000,0.6650,11.0135,0.3319,0.4622,1.2126,232.5074,5.9245
403.7500,0.5214,1635.8543,0.0112,0.0571,0.2290,332.8819,14.3723
405.0000,0.5722,473.6999,0.0411,0.0630,0.3461,327.8539,11.7943
406.2500,0.9257,121.9267,0.1956,0.0829,0.5441,325.1809,8.7458
407.5000,1.0567,196.3090,0.1102,0.1029,0.4642,344.1261,9.1633
408.7500,0.9588,473.5082,0.0432,0.0963,0.3461,359.0949,10.5042
410.0000,1.1152,1221.7875,0.0326,0.0562,0.2524,385.4188,11.3008
411.2500,1.2487,1369.7666,0.0260,0.0706,0.2429,395.4069,11.0914
412.5000,1.1394,1357.6018,0.0469,0.0366,0.2436,388.5783,11.3590
413.7500,1.0262,1481.3566,0.0212,0.0652,0.2367,382.1550,11.7914
415.0000,1.0821,1421.2637,0.0275,0.0554,0.2399,385.4823,11.5726
416.2500,1.1368,2270.3378,0.0182,0.0551,0.2053,395.5342,11.9487
417.5000,1.0834,2768.8486,0.0172,0.0458,0.1921,394.1613,12.3407
418.7500,1.0249,4983.8730,0.0123,0.0336,0.1579,395.6775,13.2059
420.0000,0.9753,3546.5691,0.0155,0.0354,0.1769,388.3782,13.0239
421.2500,0.8494,1597.0910,0.0241,0.0442,0.2308,369.0846,12.5195
422.5000,0.7770,1077.5052,0.0204,0.0719,0.2632,357.9298,12.2512
423.7500,0.7820,1404.8195,0.0186,0.0609,0.2409,361.5119,12.6213
425.0000,0.8215,1642.3129,0.0213,0.0476,0.2287,366.9018,12.6749
426.2500,0.8011,718.6648,0.0304,0.0746,0.3012,354.6487,11.5568
427.5000,0.6689,555.0721,0.0396,0.0603,0.3283,339.4613,11.6493
428.7500,0.5519,418.3888,0.0287,0.0926,0.3607,324.2297,11.6638
430.0000,0.5163,421.2609,0.0257,0.0968,0.3599,320.3840,11.8488
431.2500,0.4883,482.3046,0.0275,0.0737,0.3440,318.4236,12.2592
432.5000,0.5099,435.0926,0.0294,0.0796,0.3560,319.9951,11.9428
433.7500,0.5404,1146.8958,0.0169,0.0566,0.2577,332.8222,13.5828
435.0000,0.5366,961.4644,0.0199,0.0575,0.2733,330.8420,13.2825
436.2500,0.5633,774.3195,0.0233,0.0626,0.2938,332.1562,12.7269
437.5000,0.5570,324.8901,0.0341,0.0994,0.3924,321.6259,11.1817
438.7500,0.4756,280.4975,0.0423,0.0823,0.4121,311.3753,11.2676
440.0000,0.4095,423.9760,0.0262,0.0750,0.3591,306.7853,12.4848
441.2500,0.3433,428.4348,0.0240,0.0689,0.3579,296.4507,13.0078
442.5000,0.3306,592.6883,0.0200,0.0574,0.3212,295.5358,13.8915
443.7500,0.3484,417.0044,0.0269,0.0634,0.3611,297.1832,12.9027
445.0000,0.3293,320.4599,0.0271,0.0789,0.3942,292.7041,12.4446
446.2500,0.3319,715.5654,0.0185,0.0512,0.3016,296.4902,14.3300
447.5000,0.3637,456.5316,0.0278,0.0578,0.3504,300.2094,12.9854
448.7500,0.4362,459.2191,0.0382,0.0505,0.3497,311.1655,12.4762
450.0000,0.5048,478.7618,0.0337,0.0637,0.3449,320.3739,12.1528
451.2500,0.4997,471.8984,0.0300,0.0734,0.3465,319.6163,12.1528
452.5000,0.4540,386.4307,0.0343,0.0687,0.3704,312.0321,12.0154
453.7500,0.3599,280.3429,0.0363,0.0726,0.4122,296.7231,11.9171
455.0000,0.2963,231.2574,0.0311,0.0844,0.4395,285.8935,11.9305
456.2500,0.2658,219.9816,0.0265,0.0945,0.4469,280.4733,12.0590
457.5000,0.2620,197.9130,0.0271,0.1007,0.4629,279.6517,11.8263
458.7500,0.2798,357.8551,0.0247,0.0643,0.3800,283.9983,13.1588
460.0000,0.2810,394.8193,0.0211,0.0686,0.3677,284.4524,13.3962
461.2500,0.2403,539.8107,0.0171,0.0529,0.3313,275.2924,14.7369
462.5000,0.2620,122.1015,0.0618,0.0777,0.5438,279.0317,10.6457
463.7500,0.3751,229.6785,0.0431,0.0781,0.4405,297.4555,11.3852
465.0000,0.4133,461.5750,0.0326,0.0562,0.3491,307.9630,12.6395
466.2500,0.4247,471.5953,0.0315,0.0587,0.3466,309.7717,12.6069
467.5000,0.4934,342.7942,0.0455,0.0648,0.3855,315.5548,11.5696
468.7500,0.6383,358.3757,0.0540,0.0682,0.3798,330.5760,11.0359
470.0000,0.6066,161.5207,0.0773,0.1011,0.4954,315.0502,9.7958
471.2500,0.4273,131.6546,0.0654,0.1025,0.5303,297.8350,10.0005
472.5000,0.2378,63.0453,0.0851,0.1005,0.6778,276.0347,9.2440
473.7500,0.1539,129.9856,0.0206,0.1192,0.5326,258.9257,11.7862
475.0000,0.1361,151.2237,0.0170,0.1067,0.5064,252.3811,12.5100
476.2500,0.1373,157.7432,0.0188,0.0930,0.4993,252.2645,12.6241
477.5000,0.1450,124.6983,0.0353,0.0721,0.5400,257.1394,11.7782
478.7500,0.1742,136.2305,0.0379,0.0703,0.5243,263.2935,11.6781
480.0000,0.2035,223.0083,0.0287,0.0643,0.4449,267.5155,12.7353
481.2500,0.1920,248.6175,0.0262,0.0607,0.4290,264.2290,13.1972
482.5000,0.1831,207.0215,0.0213,0.0858,0.4560,262.7966,12.7805
483.7500,0.2022,219.5006,0.0261,0.0711,0.4472,267.2668,12.7059
485.0000,0.2136,208.4483,0.0324,0.0642,0.4550,270.0579,12.4286
486.2500,0.2174,178.8236,0.0346,0.0725,0.4789,271.2512,11.9713
487.5000,0.2391,184.4648,0.0346,0.0768,0.4739,275.4479,11.8470
488.7500,0.2225,135.6224,0.0376,0.0913,0.5251,272.8382,11.1963
490.0000,0.2111,193.5490,0.0317,0.0716,0.4664,269.7014,12.2526
491.2500,0.2327,165.5196,0.0358,0.0828,0.4914,274.3498,11.6235
492.5000,0.2327,179.9026,0.0319,0.0834,0.4779,274.2600,11.8402
493.7500,0.2569,173.6550,0.0381,0.0817,0.4836,278.6330,11.5413
495.0000,0.2759,158.2703,0.0412,0.0888,0.4987,281.5645,11.1709
496.2500,0.2505,264.0456,0.0304,0.0649,0.4205,277.6752,12.6715
497.5000,0.2352,287.9094,0.0255,0.0668,0.4086,274.3729,13.0677
498.7500,0.2200,209.4313,0.0264,0.0817,0.4543,271.4369,12.3721
500.0000,0.2289,361.3643,0.0201,0.0632,0.3788,272.6629,13.7723
501.2500,0.2200,543.3121,0.0183,0.0446,0.3306,269.7694,15.0695
502.5000,0.1920,495.6105,0.0178,0.0442,0.3409,261.5883,15.2829
503.7500,0.1869,355.6205,0.0199,0.0552,0.3808,261.2707,14.3493
