# Exported by snowmicropyn 1.2.1 (git hash 25c665906cd9d26085fa9eab6ba842a7f4b41101)
distance [mm],force [N]
22.0950,0.1105
22.0992,0.1078
22.1033,0.1131
22.1074,0.1078
22.1116,0.1105
22.1157,0.1131
22.1198,0.1091
22.1240,0.1118
22.1281,0.1118
22.1322,0.1118
22.1364,0.1078
22.1405,0.1118
22.1446,0.1131
22.1488,0.1078
22.1529,0.1105
22.1570,0.1091
22.1612,0.1105
22.1653,0.1118
22.1694,0.1064
22.1736,0.1064
22.1777,0.1078
22.1818,0.1118
22.1859,0.1118
22.1901,0.1118
22.1942,0.1118
22.1983,0.1118
22.2025,0.1105
22.2066,0.1131
22.2107,0.1091
22.2149,0.1131
22.2190,0.1037
22.2231,0.1105
22.2273,0.1131
22.2314,0.1078
22.2355,0.1105
22.2397,0.1091
22.2438,0.1105
22.2479,0.1158
22.2521,0.1131
22.2562,0.1105
22.2603,0.1131
22.2645,0.1091
22.2686,0.1118
22.2727,0.1131
22.2769,0.1091
22.2810,0.1105
22.2851,0.1105
22.2893,0.1091
22.2934,0.1105
22.2975,0.1105
22.3017,0.1091
22.3058,0.1064
22.3099,0.1064
22.3140,0.1118
22.3182,0.1158
22.3223,0.1078
22.3264,0.1105
22.3306,0.1131
22.3347,0.1131
22.3388,0.1118
22.3430,0.1118
22.3471,0.1091
22.3512,0.1078
22.3554,0.1145
22.3595,0.1091
22.3636,0.1091
22.3678,0.1131
22.3719,0.1078
22.3760,0.1105
22.3802,0.1078
22.3843,0.1091
22.3884,0.1091
22.3926,0.1091
22.3967,0.1091
22.4008,0.1064
22.4050,0.1091
22.4091,0.1145
22.4132,0.1105
22.4174,0.1118
22.4215,0.1131
22.4256,0.1105
22.4298,0.1158
22.4339,0.1105
22.4380,0.1078
22.4421,0.1105
22.4463,0.1091
22.4504,0.1078
22.4545,0.1105
22.4587,0.1105
22.4628,0.1105
22.4669,0.1118
22.4711,0.1105
22.4752,0.1131
22.4793,0.1172
22.4835,0.1064
22.4876,0.1131
22.4917,0.1118
22.4959,0.1105
22.5000,0.1105
22.5041,0.1105
22.5083,0.1064
22.5124,0.1131
22.5165,0.1105
22.5207,0.1091
22.5248,0.1105
22.5289,0.1105
22.5331,0.1105
22.5372,0.1131
22.5413,0.1078
22.5455,0.1091
22.5496,0.1078
22.5537,0.1105
22.5579,0.1131
22.5620,0.1118
22.5661,0.1145
22.5702,0.1105
22.5744,0.1145
22.5785,0.1118
22.5826,0.1105
22.5868,0.1158
22.5909,0.1105
22.5950,0.1118
22.5992,0.1145
22.6033,0.1118
22.6074,0.1105
22.6116,0.1091
22.6157,0.1091
22.6198,0.1105
22.6240,0.1091
22.6281,0.1118
22.6322,0.1118
22.6364,0.1105
22.6405,0.1091
22.6446,0.1118
22.6488,0.1131
22.6529,0.1118
22.6570,0.1145
22.6612,0.1105
22.6653,0.1105
22.6694,0.1118
22.6736,0.1118
22.6777,0.1118
22.6818,0.1105
22.6859,0.1118
22.6901,0.1131
22.6942,0.1105
22.6983,0.1118
22.7025,0.1091
22.7066,0.1091
22.7107,0.1078
22.7149,0.1064
22.7190,0.1118
22.7231,0.1064
22.7273,0.1078
22.7314,0.1118
22.7355,0.1064
22.7397,0.1118
22.7438,0.1118
22.7479,0.1105
22.7521,0.1131
22.7562,0.1105
22.7603,0.1105
22.7645,0.1118
22.7686,0.1131
22.7727,0.1064
22.7769,0.1105
22.7810,0.1105
22.7851,0.1118
22.7893,0.1118
22.7934,0.1118
22.7975,0.1105
22.8017,0.1118
22.8058,0.1131
22.8099,0.1118
22.8140,0.1131
22.8182,0.1105
22.8223,0.1118
22.8264,0.1105
22.8306,0.1118
22.8347,0.1105
22.8388,0.1105
22.8430,0.1091
22.8471,0.1078
22.8512,0.1091
22.8554,0.1091
22.8595,0.1091
22.8636,0.1091
22.8678,0.1105
22.8719,0.1105
22.8760,0.1091
22.8802,0.1105
22.8843,0.1091
22.8884,0.1131
22.8926,0.1131
22.8967,0.1118
22.9008,0.1091
22.9050,0.1091
22.9091,0.1118
22.9132,0.1118
22.9174,0.1118
22.9215,0.1105
22.9256,0.1091
22.9298,0.1105
22.9339,0.1131
22.9380,0.1131
22.9421,0.1118
22.9463,0.1118
22.9504,0.1118
22.9545,0.1131
22.9587,0.1131
22.9628,0.1105
22.9669,0.1131
22.9711,0.1078
22.9752,0.1105
22.9793,0.1118
22.9835,0.1118
22.9876,0.1105
22.9917,0.1105
22.9959,0.1105
23.0000,0.1105
23.0041,0.1131
23.0083,0.1091
23.0124,0.1105
23.0165,0.1105
23.0207,0.1105
23.0248,0.1105
23.0289,0.1105
23.0331,0.1105
23.0372,0.1091
23.0413,0.1105
23.0455,0.1118
23.0496,0.1091
23.0537,0.1105
23.0579,0.1091
23.0620,0.1105
23.0661,0.1118
23.0702,0.1091
23.0744,0.1091
23.0785,0.1105
23.0826,0.1118
23.0868,0.1105
23.0909,0.1118
23.0950,0.1131
23.0992,0.1105
23.1033,0.1105
23.1074,0.1105
23.1116,0.1091
23.1157,0.1105
23.1198,0.1105
23.1240,0.1078
23.1281,0.1078
23.1322,0.1105
23.1364,0.1091
23.1405,0.1091
23.1446,0.1051
23.1488,0.1091
23.1529,0.1091
23.1570,0.1064
23.1612,0.1091
23.1653,0.1105
23.1694,0.1091
23.1736,0.1131
23.1777,0.1078
23.1818,0.1051
23.1859,0.1091
23.1901,0.1078
23.1942,0.1118
23.1983,0.1118
23.2025,0.1105
23.2066,0.1091
23.2107,0.1118
23.2149,0.1118
23.2190,0.1105
23.2231,0.1105
23.2273,0.1105
23.2314,0.1105
23.2355,0.1131
23.2397,0.1105
23.2438,0.1105
23.2479,0.1131
23.2521,0.1078
23.2562,0.1118
23.2603,0.1145
23.2645,0.1118
23.2686,0.1118
23.2727,0.1118
23.2769,0.1091
23.2810,0.1105
23.2851,0.1145
23.2893,0.1091
23.2934,0.1105
23.2975,0.1118
23.3017,0.1131
23.3058,0.1118
23.3099,0.1105
23.3140,0.1118
23.3182,0.1118
23.3223,0.1091
23.3264,0.1091
23.3306,0.1091
23.3347,0.1118
23.3388,0.1118
23.3430,0.1091
23.3471,0.1091
23.3512,0.1105
23.3554,0.1118
23.3595,0.1118
23.3636,0.1118
23.3678,0.1118
23.3719,0.1118
23.3760,0.1118
23.3802,0.1091
23.3843,0.1131
23.3884,0.1131
23.3926,0.1105
23.3967,0.1091
23.4008,0.1118
23.4050,0.1145
23.4091,0.1105
23.4132,0.1118
23.4174,0.1078
23.4215,0.1105
23.4256,0.1105
23.4298,0.1078
23.4339,0.1064
23.4380,0.1064
23.4421,0.1105
23.4463,0.1118
23.4504,0.1078
23.4545,0.1091
23.4587,0.1105
23.4628,0.1091
23.4669,0.1105
23.4711,0.1118
23.4752,0.1118
23.4793,0.1118
23.4835,0.1118
23.4876,0.1105
23.4917,0.1091
23.4959,0.1105
23.5000,0.1118
23.5041,0.1105
23.5083,0.1118
23.5124,0.1091
23.5165,0.1105
23.5207,0.1105
23.5248,0.1131
23.5289,0.1078
23.5331,0.1051
23.5372,0.1118
23.5413,0.1105
23.5455,0.1051
23.5496,0.1078
23.5537,0.1105
23.5579,0.1105
23.5620,0.1105
23.5661,0.1091
23.5702,0.1105
23.5744,0.1131
23.5785,0.1118
23.5826,0.1105
23.5868,0.1118
23.5909,0.1118
23.5950,0.1118
23.5992,0.1118
23.6033,0.1105
23.6074,0.1118
23.6116,0.1118
23.6157,0.1118
23.6198,0.1131
23.6240,0.1105
23.6281,0.1105
23.6322,0.1091
23.6364,0.1118
23.6405,0.1078
23.6446,0.1091
23.6488,0.1118
23.6529,0.1078
23.6570,0.1091
23.6612,0.1118
23.6653,0.1118
23.6694,0.1091
23.6736,0.1091
23.6777,0.1118
23.6818,0.1118
23.6859,0.1145
23.6901,0.1091
23.6942,0.1091
23.6983,0.1118
23.7025,0.1091
23.7066,0.1118
23.7107,0.1105
23.7149,0.1091
23.7190,0.1105
23.7231,0.1105
23.7273,0.1078
23.7314,0.1118
23.7355,0.1118
23.7397,0.1105
23.7438,0.1131
23.7479,0.1118
23.7521,0.1118
23.7562,0.1118
23.7603,0.1118
23.7645,0.1105
23.7686,0.1118
23.7727,0.1118
23.7769,0.1105
23.7810,0.1118
23.7851,0.1158
23.7893,0.1131
23.7934,0.1131
23.7975,0.1091
23.8017,0.1118
23.8058,0.1105
23.8099,0.1064
23.8140,0.1078
23.8182,0.1105
23.8223,0.1118
23.8264,0.1091
23.8306,0.1118
23.8347,0.1105
23.8388,0.1131
23.8430,0.1091
23.8471,0.1118
23.8512,0.1118
23.8554,0.1105
23.8595,0.1091
23.8636,0.1131
23.8678,0.1118
23.8719,0.1091
23.8760,0.1078
23.8802,0.1078
23.8843,0.1118
23.8884,0.1091
23.8926,0.1105
23.8967,0.1091
23.9008,0.1105
23.9050,0.1118
23.9091,0.1131
23.9132,0.1105
23.9174,0.1105
23.9215,0.1105
23.9256,0.1118
23.9298,0.1131
23.9339,0.1131
23.9380,0.1091
23.9421,0.1091
23.9463,0.1131
23.9504,0.1118
23.9545,0.1105
23.9587,0.1091
23.9628,0.1091
23.9669,0.1105
23.9711,0.1078
23.9752,0.1091
23.9793,0.1051
23.9835,0.1091
23.9876,0.1091
23.9917,0.1105
23.9959,0.1091
24.0000,0.1105
24.0041,0.1105
24.0083,0.1091
24.0124,0.1091
24.0165,0.1118
24.0207,0.1105
24.0248,0.1131
24.0289,0.1091
24.0331,0.1118
24.0372,0.1105
24.0413,0.1131
24.0455,0.1131
24.0496,0.1091
24.0537,0.1131
24.0579,0.1145
24.0620,0.1145
24.0661,0.1118
24.0702,0.1131
24.0744,0.1105
24.0785,0.1118
24.0826,0.1145
24.0868,0.1091
24.0909,0.1118
24.0950,0.1118
24.0992,0.1078
24.1033,0.1118
24.1074,0.1131
24.1116,0.1078
24.1157,0.1105
24.1198,0.1118
24.1240,0.1131
24.1281,0.1145
24.1322,0.1078
24.1364,0.1118
24.1405,0.1118
24.1446,0.1131
24.1488,0.1091
24.1529,0.1105
24.1570,0.1091
24.1612,0.1105
24.1653,0.1131
24.1694,0.1091
24.1736,0.1105
24.1777,0.1091
24.1818,0.1105
24.1859,0.1091
24.1901,0.1105
24.1942,0.1091
24.1983,0.1078
24.2025,0.1131
24.2066,0.1091
24.2107,0.1091
24.2149,0.1105
24.2190,0.1091
24.2231,0.1078
24.2273,0.1118
24.2314,0.1118
24.2355,0.1131
24.2397,0.1118
24.2438,0.1091
24.2479,0.1118
24.2521,0.1118
24.2562,0.1131
24.2603,0.1105
24.2645,0.1091
24.2686,0.1131
24.2727,0.1105
24.2769,0.1131
24.2810,0.1118
24.2851,0.1118
24.2893,0.1091
24.2934,0.1105
24.2975,0.1091
24.3017,0.1091
24.3058,0.1118
24.3099,0.1091
24.3140,0.1091
24.3182,0.1118
24.3223,0.1091
24.3264,0.1131
24.3306,0.1078
24.3347,0.1091
24.3388,0.1091
24.3430,0.1105
24.3471,0.1131
24.3512,0.1105
24.3554,0.1105
24.3595,0.1091
24.3636,0.1105
24.3678,0.1091
24.3719,0.1118
24.3760,0.1078
24.3802,0.1091
24.3843,0.1105
24.3884,0.1105
24.3926,0.1091
24.3967,0.1091
24.4008,0.1105
24.4050,0.1105
24.4091,0.1131
24.4132,0.1131
24.4174,0.1131
24.4215,0.1145
24.4256,0.1118
24.4298,0.1118
24.4339,0.1131
24.4380,0.1131
24.4421,0.1118
24.4463,0.1091
24.4504,0.1105
24.4545,0.1105
24.4587,0.1118
24.4628,0.1091
24.4669,0.1091
24.4711,0.1091
24.4752,0.1105
24.4793,0.1091
24.4835,0.1118
24.4876,0.1105
24.4917,0.1118
24.4959,0.1118
24.5000,0.1118
24.5041,0.1105
24.5083,0.1091
24.5124,0.1105
24.5165,0.1105
24.5207,0.1105
24.5248,0.1118
24.5289,0.1078
24.5331,0.1105
24.5372,0.1091
24.5413,0.1118
24.5455,0.1091
24.5496,0.1118
24.5537,0.1118
24.5579,0.1091
24.5620,0.1091
24.5661,0.1131
24.5702,0.1091
24.5744,0.1105
24.5785,0.1105
24.5826,0.1118
24.5868,0.1105
24.5909,0.1131
24.5950,0.1118
24.5992,0.1118
24.6033,0.1131
24.6074,0.1105
24.6116,0.1131
24.6157,0.1118
24.6198,0.1118
24.6240,0.1091
24.6281,0.1105
24.6322,0.1105
24.6364,0.1105
24.6405,0.1118
24.6446,0.1078
24.6488,0.1118
24.6529,0.1118
24.6570,0.1105
24.6612,0.1118
24.6653,0.1105
24.6694,0.1105
24.6736,0.1118
24.6777,0.1105
24.6818,0.1105
24.6859,0.1078
24.6901,0.1105
24.6942,0.1118
24.6983,0.1091
24.7025,0.1091
24.7066,0.1078
24.7107,0.1078
24.7149,0.1118
24.7190,0.1091
24.7231,0.1091
24.7273,0.1118
24.7314,0.1105
24.7355,0.1091
24.7397,0.1118
24.7438,0.1078
24.7479,0.1105
24.7521,0.1145
24.7562,0.1091
24.7603,0.1091
24.7645,0.1105
24.7686,0.1105
24.7727,0.1105
24.7769,0.1091
24.7810,0.1078
24.7851,0.1091
24.7893,0.1105
24.7934,0.1091
24.7975,0.1105
24.8017,0.1091
24.8058,0.1105
24.8099,0.1118
24.8140,0.1131
24.8182,0.1091
24.8223,0.1105
24.8264,0.1118
24.8306,0.1091
24.8347,0.1131
24.8388,0.1105
24.8430,0.1091
24.8471,0.1118
24.8512,0.1091
24.8554,0.1118
24.8595,0.1118
24.8636,0.1091
24.8678,0.1131
24.8719,0.1118
24.8760,0.1091
24.8802,0.1118
24.8843,0.1105
24.8884,0.1091
24.8926,0.1118
24.8967,0.1091
24.9008,0.1118
24.9050,0.1105
24.9091,0.1091
24.9132,0.1105
24.9174,0.1105
24.9215,0.1131
24.9256,0.1091
24.9298,0.1118
24.9339,0.1105
24.9380,0.1118
24.9421,0.1118
24.9463,0.1105
24.9504,0.1131
24.9545,0.1118
24.9587,0.1091
24.9628,0.1131
24.9669,0.1118
24.9711,0.1105
24.9752,0.1118
24.9793,0.1105
24.9835,0.1118
24.9876,0.1105
24.9917,0.1078
24.9959,0.1105
25.0000,0.1131
25.0041,0.1078
25.0083,0.1145
25.0124,0.1131
25.0165,0.1118
25.0207,0.1105
25.0248,0.1131
25.0289,0.1105
25.0331,0.1118
25.0372,0.1105
25.0413,0.1078
25.0455,0.1118
25.0496,0.1078
25.0537,0.1091
25.0579,0.1078
25.0620,0.1078
25.0661,0.1118
25.0702,0.1105
25.0744,0.1131
25.0785,0.1105
25.0826,0.1118
25.0868,0.1105
25.0909,0.1131
25.0950,0.1118
25.0992,0.1131
25.1033,0.1118
25.1074,0.1118
25.1116,0.1118
25.1157,0.1118
25.1198,0.1118
25.1240,0.1118
25.1281,0.1091
25.1322,0.1118
25.1364,0.1118
25.1405,0.1131
25.1446,0.1105
25.1488,0.1118
25.1529,0.1131
25.1570,0.1105
25.1612,0.1118
25.1653,0.1118
25.1694,0.1118
25.1736,0.1118
25.1777,0.1118
25.1818,0.1118
25.1859,0.1118
25.1901,0.1105
25.1942,0.1105
25.1983,0.1091
25.2025,0.1118
25.2066,0.1091
25.2107,0.1105
25.2149,0.1078
25.2190,0.1105
25.2231,0.1091
25.2273,0.1091
25.2314,0.1118
25.2355,0.1078
25.2397,0.1118
25.2438,0.1118
25.2479,0.1105
25.2521,0.1118
25.2562,0.1105
25.2603,0.1091
25.2645,0.1118
25.2686,0.1105
25.2727,0.1091
25.2769,0.1118
25.2810,0.1118
25.2851,0.1145
25.2893,0.1118
25.2934,0.1118
25.2975,0.1118
25.3017,0.1131
25.3058,0.1091
25.3099,0.1105
25.3140,0.1118
25.3182,0.1091
25.3223,0.1105
25.3264,0.1105
25.3306,0.1118
25.3347,0.1105
25.3388,0.1091
25.3430,0.1118
25.3471,0.1105
25.3512,0.1105
25.3554,0.1064
25.3595,0.1091
25.3636,0.1105
25.3678,0.1091
25.3719,0.1091
25.3760,0.1118
25.3802,0.1064
25.3843,0.1131
25.3884,0.1118
25.3926,0.1078
25.3967,0.1118
25.4008,0.1105
25.4050,0.1105
25.4091,0.1105
25.4132,0.1131
25.4174,0.1091
25.4215,0.1105
25.4256,0.1131
25.4298,0.1105
25.4339,0.1145
25.4380,0.1118
25.4421,0.1091
25.4463,0.1118
25.4504,0.1145
25.4545,0.1105
25.4587,0.1105
25.4628,0.1105
25.4669,0.1118
25.4711,0.1131
25.4752,0.1064
25.4793,0.1078
25.4835,0.1091
25.4876,0.1105
25.4917,0.1078
25.4959,0.1105
25.5000,0.1105
25.5041,0.1078
25.5083,0.1118
25.5124,0.1118
25.5165,0.1118
25.5207,0.1131
25.5248,0.1118
25.5289,0.1131
25.5331,0.1118
25.5372,0.1131
25.5413,0.1091
25.5455,0.1078
25.5496,0.1118
25.5537,0.1078
25.5579,0.1118
25.5620,0.1078
25.5661,0.1051
25.5702,0.1105
25.5744,0.1105
25.5785,0.1105
25.5826,0.1105
25.5868,0.1118
25.5909,0.1091
25.5950,0.1105
25.5992,0.1131
25.6033,0.1091
25.6074,0.1118
25.6116,0.1118
25.6157,0.1091
25.6198,0.1131
25.6240,0.1118
25.6281,0.1105
25.6322,0.1118
25.6364,0.1105
25.6405,0.1105
25.6446,0.1118
25.6488,0.1118
25.6529,0.1091
25.6570,0.1105
25.6612,0.1118
25.6653,0.1091
25.6694,0.1105
25.6736,0.1118
25.6777,0.1118
25.6818,0.1118
25.6859,0.1091
25.6901,0.1118
25.6942,0.1118
25.6983,0.1105
25.7025,0.1145
25.7066,0.1078
25.7107,0.1118
25.7149,0.1105
25.7190,0.1078
25.7231,0.1118
25.7273,0.1118
25.7314,0.1078
25.7355,0.1091
25.7397,0.1105
25.7438,0.1118
25.7479,0.1131
25.7521,0.1105
25.7562,0.1091
25.7603,0.1131
25.7645,0.1118
25.7686,0.1105
25.7727,0.1118
25.7769,0.1105
25.7810,0.1091
25.7851,0.1131
25.7893,0.1131
25.7934,0.1091
25.7975,0.1131
25.8017,0.1105
25.8058,0.1105
25.8099,0.1145
25.8140,0.1091
25.8182,0.1078
25.8223,0.1105
25.8264,0.1091
25.8306,0.1105
25.8347,0.1091
25.8388,0.1105
25.8430,0.1105
25.8471,0.1118
25.8512,0.1105
25.8554,0.1105
25.8595,0.1078
25.8636,0.1091
25.8678,0.1118
25.8719,0.1105
25.8760,0.1105
25.8802,0.1078
25.8843,0.1131
25.8884,0.1105
25.8926,0.1091
25.8967,0.1118
25.9008,0.1091
25.9050,0.1131
25.9091,0.1118
25.9132,0.1105
25.9174,0.1131
25.9215,0.1105
25.9256,0.1105
25.9298,0.1131
25.9339,0.1118
25.9380,0.1105
25.9421,0.1105
25.9463,0.1105
25.9504,0.1118
25.9545,0.1105
25.9587,0.1105
25.9628,0.1105
25.9669,0.1091
25.9711,0.1118
25.9752,0.1105
25.9793,0.1145
25.9835,0.1131
25.9876,0.1118
25.9917,0.1118
25.9959,0.1145
26.0000,0.1131
26.0041,0.1105
26.0083,0.1131
26.0124,0.1105
26.0165,0.1118
26.0207,0.1131
26.0248,0.1105
26.0289,0.1091
26.0331,0.1091
26.0372,0.1078
26.0413,0.1091
26.0455,0.1091
26.0496,0.1105
26.0537,0.1091
26.0579,0.1105
26.0620,0.1105
26.0661,0.1118
26.0702,0.1105
26.0744,0.1118
26.0785,0.1131
26.0826,0.1131
26.0868,0.1131
26.0909,0.1145
26.0950,0.1118
26.0992,0.1131
26.1033,0.1091
26.1074,0.1118
26.1116,0.1118
26.1157,0.1091
26.1198,0.1118
26.1240,0.1091
26.1281,0.1091
26.1322,0.1118
26.1364,0.1078
26.1405,0.1118
26.1446,0.1105
26.1488,0.1105
26.1529,0.1105
26.1570,0.1118
26.1612,0.1105
26.1653,0.1118
26.1694,0.1118
26.1736,0.1105
26.1777,0.1105
26.1818,0.1118
26.1859,0.1118
26.1901,0.1118
26.1942,0.1118
26.1983,0.1105
26.2025,0.1105
26.2066,0.1091
26.2107,0.1091
26.2149,0.1091
26.2190,0.1105
26.2231,0.1105
26.2273,0.1078
26.2314,0.1105
26.2355,0.1091
26.2397,0.1105
26.2438,0.1105
26.2479,0.1105
26.2521,0.1118
26.2562,0.1091
26.2603,0.1118
26.2645,0.1131
26.2686,0.1105
26.2727,0.1118
26.2769,0.1105
26.2810,0.1105
26.2851,0.1118
26.2893,0.1118
26.2934,0.1105
26.2975,0.1131
26.3017,0.1105
26.3058,0.1091
26.3099,0.1118
26.3140,0.1118
26.3182,0.1118
26.3223,0.1131
26.3264,0.1105
26.3306,0.1105
26.3347,0.1105
26.3388,0.1105
26.3430,0.1118
26.3471,0.1105
26.3512,0.1091
26.3554,0.1118
26.3595,0.1105
26.3636,0.1131
26.3678,0.1105
26.3719,0.1105
26.3760,0.1105
26.3802,0.1078
26.3843,0.1105
26.3884,0.1105
26.3926,0.1105
26.3967,0.1078
26.4008,0.1105
26.4050,0.1091
26.4091,0.1105
26.4132,0.1118
26.4174,0.1091
26.4215,0.1118
26.4256,0.1118
26.4298,0.1105
26.4339,0.1131
26.4380,0.1105
26.4421,0.1118
26.4463,0.1118
26.4504,0.1118
26.4545,0.1118
26.4587,0.1118
26.4628,0.1118
26.4669,0.1131
26.4711,0.1118
26.4752,0.1091
26.4793,0.1105
26.4835,0.1118
26.4876,0.1091
26.4917,0.1105
26.4959,0.1131
26.5000,0.1091
26.5041,0.1118
26.5083,0.1118
26.5124,0.1091
26.5165,0.1105
26.5207,0.1091
26.5248,0.1091
26.5289,0.1105
26.5331,0.1131
26.5372,0.1118
26.5413,0.1105
26.5455,0.1145
26.5496,0.1105
26.5537,0.1131
26.5579,0.1118
26.5620,0.1091
26.5661,0.1131
26.5702,0.1078
26.5744,0.1105
26.5785,0.1091
26.5826,0.1118
26.5868,0.1105
26.5909,0.1078
26.5950,0.1118
26.5992,0.1091
26.6033,0.1105
26.6074,0.1091
26.6116,0.1105
26.6157,0.1105
26.6198,0.1118
26.6240,0.1091
26.6281,0.1105
26.6322,0.1118
26.6364,0.1118
26.6405,0.1105
26.6446,0.1118
26.6488,0.1091
26.6529,0.1091
26.6570,0.1131
26.6612,0.1091
26.6653,0.1131
26.6694,0.1131
26.6736,0.1105
26.6777,0.1118
26.6818,0.1105
26.6859,0.1105
26.6901,0.1118
26.6942,0.1064
26.6983,0.1091
26.7025,0.1105
26.7066,0.1064
26.7107,0.1091
26.7149,0.1078
26.7190,0.1105
26.7231,0.1105
26.7273,0.1091
26.7314,0.1105
26.7355,0.1118
26.7397,0.1118
26.7438,0.1118
26.7479,0.1118
26.7521,0.1118
26.7562,0.1118
26.7603,0.1145
26.7645,0.1118
26.7686,0.1118
26.7727,0.1105
26.7769,0.1105
26.7810,0.1105
26.7851,0.1091
26.7893,0.1105
26.7934,0.1078
26.7975,0.1105
26.8017,0.1105
26.8058,0.1105
26.8099,0.1091
26.8140,0.1105
26.8182,0.1105
26.8223,0.1091
26.8264,0.1105
26.8306,0.1091
26.8347,0.1091
26.8388,0.1118
26.8430,0.1105
26.8471,0.1091
26.8512,0.1118
26.8554,0.1091
26.8595,0.1105
26.8636,0.1091
26.8678,0.1078
26.8719,0.1064
26.8760,0.1091
26.8802,0.1078
26.8843,0.1091
26.8884,0.1105
26.8926,0.1091
26.8967,0.1118
26.9008,0.1091
26.9050,0.1105
26.9091,0.1105
26.9132,0.1131
26.9174,0.1091
26.9215,0.1131
26.9256,0.1118
26.9298,0.1118
26.9339,0.1118
26.9380,0.1105
26.9421,0.1105
26.9463,0.1105
26.9504,0.1105
26.9545,0.1091
26.9587,0.1118
26.9628,0.1118
26.9669,0.1091
26.9711,0.1091
26.9752,0.1118
26.9793,0.1105
26.9835,0.1105
26.9876,0.1118
26.9917,0.1091
26.9959,0.1105
27.0000,0.1118
27.0041,0.1118
27.0083,0.1091
27.0124,0.1118
27.0165,0.1118
27.0207,0.1105
27.0248,0.1131
27.0289,0.1131
27.0331,0.1078
27.0372,0.1105
27.0413,0.1091
27.0455,0.1091
27.0496,0.1105
27.0537,0.1064
27.0579,0.1091
27.0620,0.1118
27.0661,0.1091
27.0702,0.1078
27.0744,0.1105
27.0785,0.1091
27.0826,0.1118
27.0868,0.1145
27.0909,0.1105
27.0950,0.1105
27.0992,0.1131
27.1033,0.1105
27.1074,0.1118
27.1116,0.1118
27.1157,0.1091
27.1198,0.1118
27.1240,0.1118
27.1281,0.1091
27.1322,0.1091
27.1364,0.1118
27.1405,0.1105
27.1446,0.1131
27.1488,0.1105
27.1529,0.1078
27.1570,0.1105
27.1612,0.1078
27.1653,0.1105
27.1694,0.1118
27.1736,0.1091
27.1777,0.1078
27.1818,0.1091
27.1859,0.1118
27.1901,0.1078
27.1942,0.1091
27.1983,0.1118
27.2025,0.1091
27.2066,0.1118
27.2107,0.1091
27.2149,0.1105
27.2190,0.1105
27.2231,0.1105
27.2273,0.1078
27.2314,0.1145
27.2355,0.1118
27.2397,0.1118
27.2438,0.1131
27.2479,0.1118
27.2521,0.1118
27.2562,0.1145
27.2603,0.1105
27.2645,0.1131
27.2686,0.1105
27.2727,0.1105
27.2769,0.1118
27.2810,0.1105
27.2851,0.1105
27.2893,0.1118
27.2934,0.1118
27.2975,0.1105
27.3017,0.1131
27.3058,0.1118
27.3099,0.1105
27.3140,0.1118
27.3182,0.1105
27.3223,0.1118
27.3264,0.1145
27.3306,0.1118
27.3347,0.1105
27.3388,0.1131
27.3430,0.1105
27.3471,0.1105
27.3512,0.1131
27.3554,0.1105
27.3595,0.1118
27.3636,0.1118
27.3678,0.1118
27.3719,0.1105
27.3760,0.1131
27.3802,0.1118
27.3843,0.1105
27.3884,0.1118
27.3926,0.1105
27.3967,0.1118
27.4008,0.1131
27.4050,0.1091
27.4091,0.1118
27.4132,0.1118
27.4174,0.1105
27.4215,0.1131
27.4256,0.1105
27.4298,0.1105
27.4339,0.1105
27.4380,0.1118
27.4421,0.1105
27.4463,0.1118
27.4504,0.1105
27.4545,0.1105
27.4587,0.1118
27.4628,0.1118
27.4669,0.1118
27.4711,0.1105
27.4752,0.1118
27.4793,0.1105
27.4835,0.1105
27.4876,0.1105
27.4917,0.1091
27.4959,0.1105
27.5000,0.1118
27.5041,0.1091
27.5083,0.1091
27.5124,0.1118
27.5165,0.1091
27.5207,0.1105
27.5248,0.1105
27.5289,0.1078
27.5331,0.1105
27.5372,0.1091
27.5413,0.1091
27.5455,0.1105
27.5496,0.1105
27.5537,0.1105
27.5579,0.1105
27.5620,0.1118
27.5661,0.1091
27.5702,0.1118
27.5744,0.1118
27.5785,0.1118
27.5826,0.1131
27.5868,0.1118
27.5909,0.1118
27.5950,0.1118
27.5992,0.1118
27.6033,0.1118
27.6074,0.1118
27.6116,0.1105
27.6157,0.1105
27.6198,0.1105
27.6240,0.1105
27.6281,0.1118
27.6322,0.1118
27.6364,0.1105
27.6405,0.1118
27.6446,0.1105
27.6488,0.1118
27.6529,0.1118
27.6570,0.1118
27.6612,0.1118
27.6653,0.1091
27.6694,0.1131
27.6736,0.1118
27.6777,0.1105
27.6818,0.1118
27.6859,0.1105
27.6901,0.1105
27.6942,0.1118
27.6983,0.1105
27.7025,0.1118
27.7066,0.1091
27.7107,0.1091
27.7149,0.1105
27.7190,0.1091
27.7231,0.1105
27.7273,0.1091
27.7314,0.1064
27.7355,0.1091
27.7397,0.1118
27.7438,0.1105
27.7479,0.1131
27.7521,0.1105
27.7562,0.1105
27.7603,0.1145
27.7645,0.1118
27.7686,0.1118
27.7727,0.1145
27.7769,0.1091
27.7810,0.1118
27.7851,0.1118
27.7893,0.1105
27.7934,0.1118
27.7975,0.1118
27.8017,0.1105
27.8058,0.1105
27.8099,0.1105
27.8140,0.1105
27.8182,0.1078
27.8223,0.1091
27.8264,0.1078
27.8306,0.1105
27.8347,0.1118
27.8388,0.1118
27.8430,0.1105
27.8471,0.1105
